Jugador,Pais,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Min,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado,jugador_id
Shane Duffy,IRL,Defensa,Fulham,30,1992.0,14.0,9.0,898.0,0.6666666666666666,0.0,0.6666666666666666,3.0,0.0,0.7999999999999999,0.1333333333333333,"2,00 mill. €",2822
Shaquell Moore,USA,Defensa,Levante,20,1996.0,6.0,5.0,424.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,"1,50 mill. €",2823
Shea Charles,NIR,Defensa,Manchester City,18,2003.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,00 mill. €",2824
Shinji Okazaki,JPN,Delantero,Huesca,34,1986.0,25.0,14.0,1128.0,1.0,1.0,2.0,1.0,0.0,2.1,0.2,200 mil €,2825
Shkodran Mustafi,GER,Defensa,Arsenal,29,1992.0,9.666666666666666,7.0,637.3333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.1333333333333333,800 mil €,2826
Shola Shoretire,ENG,Centrocampista,Manchester Utd,17,2004.0,1.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,00 mill. €",2827
Shon Weissman,ISR,Delantero,Valladolid,27,1996.0,17.0,10.0,978.3333333333334,2.333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,2.6333333333333333,0.9333333333333336,"3,00 mill. €",2828
Sidnei,BRA,Defensa,La Coruña,30,1989.0,17.5,15.5,1348.0,0.75,0.25,1.0,2.5,0.0,0.6749999999999999,0.15,250 mil €,2829
Sidnei Tavares,POR,Centrocampista,Leicester City,18,2001.0,2.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,700 mil €,2830
Siebe Van Der Heyden,BEL,Defensa,Mallorca,25,1998.0,4.0,3.0,230.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,"4,00 mill. €",2831
Silvan Hefti,SUI,Defensa,Genoa,26,1997.0,10.5,7.5,694.5,0.0,0.0,0.0,0.5,0.0,0.1,0.35,"3,40 mill. €",2832
Simeon Nwankwo,NGA,Delantero,Salernitana,31,1992.0,19.33333333333333,13.666666666666666,1273.3333333333333,7.0,1.0,8.0,0.3333333333333333,0.0,7.433333333333334,0.5333333333333333,0.00,2833
Simo,ESP,Defensa,Espanyol,17,2005.0,7.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"70,00 mill. €",2834
Simon Adingra,CIV,Delantero,Brighton,21,2002.0,12.0,8.0,756.0,3.0,1.0,4.0,2.0,0.0,1.4,1.5,"15,00 mill. €",2835
Simon Kjær,DEN,Defensa,Sevilla,34,1989.0,16.0,14.25,1201.25,0.25,0.25,0.5,2.625,0.0,0.625,0.2625,0.00,2836
Simon Moore,ENG,PO,Sheffield Utd,29,1990.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 mil €,2837
Simon Skrabb,FIN,Delantero,Brescia,24,1995.0,10.0,3.0,257.0,0.0,0.0,0.0,1.0,0.0,0.1,0.5,"1,20 mill. €",2838
Simon Sohm,SUI,Centrocampista,Parma,19,2001.0,18.0,8.0,899.0,1.0,0.0,1.0,1.0,0.0,0.6,0.2,"2,50 mill. €",2839
Simone Bastoni,ITA,Defensa,Empoli,27,1996.0,19.25,15.25,1289.75,1.5,3.5,5.0,4.75,0.25,0.95,2.325,"4,00 mill. €",2840
Simone Colombi,ITA,PO,Parma,29,1991.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,2841
Simone Edera,ITA,Defensa,Torino,23,1997.0,7.5,2.0,225.0,0.5,0.5,1.0,2.0,0.5,0.65,0.5,300 mil €,2842
Simone Iacoponi,ITA,Defensa,Parma,33,1987.0,26.0,23.5,2123.0,1.0,0.0,1.0,5.0,0.5,0.7000000000000001,0.1,75 mil €,2843
Simone Muratore,ITA,Centrocampista,Juventus,21,1998.0,4.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100 mil €,2844
Simone Pafundi,ITA,Centrocampista,Udinese,17,2006.0,3.333333333333333,0.0,38.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,"8,00 mill. €",2845
Simone Perilli,ITA,PO,Hellas Verona,27,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,2846
Simone Rabbi,ITA,Delantero,Bologna,18,2001.0,4.0,0.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,300 mil €,2847
Simone Romagnoli,ITA,Defensa,Frosinone,33,1990.0,12.333333333333334,9.333333333333334,835.6666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.5666666666666667,0.2666666666666666,750 mil €,2848
Simone Scuffet,ITA,PO,Cagliari,27,1996.0,3.5,3.5,315.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,"2,00 mill. €",2849
Simone Trimboli,ITA,Centrocampista,Sampdoria,19,2002.0,5.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,400 mil €,2850
Simone Verdi,ITA,Delantero,Torino,31,1992.0,18.166666666666668,11.0,944.6666666666666,2.333333333333333,1.8333333333333333,4.166666666666667,2.6666666666666665,0.0,2.233333333333333,2.183333333333333,"2,70 mill. €",2851
Simone Zaza,ITA,Delantero,Valencia,30,1991.0,24.0,13.5,1334.25,6.25,0.5,6.75,5.25,0.25,6.275,1.4249999999999998,250 mil €,2852
Sinan Gümüş,TUR,Delantero,Genoa,25,1994.0,3.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,150 mil €,2853
Siriki Dembélé,CIV,Delantero,Bournemouth,25,1996.0,6.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,"2,00 mill. €",2854
Siriki Sanogo,CIV,Centrocampista,Benevento,18,2001.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2855
Sofian Chakla,MAR,Defensa,Villarreal,26,1993.0,4.666666666666667,3.6666666666666665,363.3333333333333,0.0,0.0,0.0,2.0,0.0,0.1666666666666666,0.0333333333333333,500 mil €,2856
Sofian Kiyine,MAR,Centrocampista,Venezia,23,1997.0,26.0,14.0,1239.0,1.0,0.0,1.0,8.0,1.0,1.5,2.0,700 mil €,2857
Sofiane Boufal,MAR,Centrocampista,Southampton,25,1993.0,27.5,16.5,1424.5,1.5,2.5,4.0,4.0,0.0,2.2,3.25,"7,00 mill. €",2858
Sofyan Amrabat,MAR,Centrocampista,Manchester Utd,27,1996.0,24.6,19.4,1726.8,0.4,0.4,0.8,7.2,0.4,0.6,0.8800000000000001,"30,00 mill. €",2859
Sokratis Papastathopoulos,GRE,Defensa,Arsenal,31,1988.0,19.0,19.0,1696.0,2.0,0.0,2.0,6.0,0.0,1.1,0.3,800 mil €,2860
Solly March,ENG,Delantero,Brighton,29,1994.0,22.2,17.0,1566.0,2.4,2.4,4.8,1.2,0.0,2.88,2.82,"22,00 mill. €",2861
Son,ESP,Defensa,Levante,27,1994.0,27.0,16.0,1538.5,0.5,0.0,0.5,4.0,0.5,0.75,1.25,"35,00 mill. €",2862
Son Heung-min,KOR,Delantero,Tottenham,31,1992.0,30.2,29.0,2510.0,13.8,6.8,20.6,0.8,0.4,9.86,6.44,0.00,2863
Sonny Perkins,ENG,Centrocampista,West Ham,17,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €",2864
Sory Kaba,GUI,Delantero,Las Palmas,28,1995.0,11.0,6.0,526.0,1.0,1.0,2.0,2.0,0.0,1.4,0.2,"2,00 mill. €",2865
Soualiho Meïté,FRA,Centrocampista,Cremonese,28,1994.0,23.5,16.5,1518.75,0.25,1.25,1.5,3.0,0.0,0.675,0.8,"3,50 mill. €",2866
Srđan Babić,SRB,Defensa,Almería,27,1996.0,17.5,17.0,1544.0,1.5,0.0,1.5,2.5,0.0,0.6,0.15,0.00,2867
Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,29,1994.0,23.625,19.125,1717.25,0.25,0.375,0.625,1.5,0.0,0.325,0.5249999999999999,"40,00 mill. €",2868
Steeve-Mike Ebongue,FRA,Centrocampista,Genoa,19,2001.0,3.0,0.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,0.00,2869
Stefan Bajcetic,ESP,Centrocampista,Liverpool,17,2004.0,11.0,6.0,526.0,1.0,0.0,1.0,2.0,0.0,0.8,0.4,"13,00 mill. €",2870
Stefan Mitrović,SRB,Defensa,Getafe,33,1990.0,21.0,19.33333333333333,1674.6666666666667,0.3333333333333333,0.0,0.3333333333333333,5.333333333333333,0.3333333333333333,0.1333333333333333,0.0999999999999999,"2,00 mill. €",2871
Stefan Ortega,GER,PO,Manchester City,31,1992.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9,00 mill. €",2872
Stefan Posch,AUT,Defensa,Bologna,26,1997.0,19.5,18.5,1567.0,3.0,1.0,4.0,4.0,0.0,1.85,1.1,"14,00 mill. €",2873
Stefan Savić,MNE,Defensa,Atlético Madrid,32,1991.0,22.571428571428573,22.142857142857142,1944.2857142857144,0.1428571428571428,0.2857142857142857,0.4285714285714285,7.0,0.4285714285714285,0.5714285714285714,0.1571428571428571,"6,00 mill. €",2874
Stefan Strandberg,NOR,Defensa,Salernitana,31,1990.0,11.0,11.0,933.0,0.0,0.0,0.0,2.0,1.0,0.4,0.3,450 mil €,2875
Stefan de Vrij,NED,Defensa,Inter,31,1992.0,27.0,23.8,2129.0,1.2,0.6,1.8,2.8,0.0,1.64,0.32,"8,00 mill. €",2876
Stefano Denswil,NED,Defensa,Bologna,27,1993.0,15.5,13.0,1177.5,0.0,0.5,0.5,3.5,0.5,0.6,0.3,"3,00 mill. €",2877
Stefano Okaka,ITA,Delantero,Udinese,31,1989.0,19.0,15.0,1308.6666666666667,4.0,1.3333333333333333,5.333333333333333,4.333333333333333,0.0,3.8333333333333335,0.8666666666666666,"1,00 mill. €",2878
Stefano Piccinini,ITA,Defensa,Sassuolo,16,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225 mil €,2879
Stefano Sabelli,ITA,Defensa,Genoa,30,1993.0,18.0,17.333333333333332,1468.0,0.0,1.0,1.0,3.333333333333333,0.0,0.2666666666666666,1.8666666666666665,"1,20 mill. €",2880
Stefano Sensi,ITA,Centrocampista,Inter,28,1995.0,13.333333333333334,7.5,647.3333333333334,1.1666666666666667,0.5,1.6666666666666667,2.0,0.1666666666666666,0.9166666666666666,0.9833333333333334,"8,00 mill. €",2881
Stefano Sturaro,ITA,Centrocampista,Genoa,28,1993.0,14.25,12.25,971.5,0.5,0.5,1.0,6.25,0.0,0.7250000000000001,0.625,"1,40 mill. €",2882
Stefano Turati,ITA,PO,Frosinone,22,2001.0,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,50 mill. €",2883
Stephan El Shaarawy,ITA,Delantero,Roma,31,1992.0,19.0,8.25,915.0,3.25,0.75,4.0,1.25,0.0,2.6500000000000004,1.6,"5,00 mill. €",2884
Stephane Keller,CMR,Defensa,Alavés,18,2001.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150 mil €,2885
Steve Aldo One,CMR,Defensa,La Coruña,22,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2886
Steve Cook,ENG,Defensa,Nott'ham Forest,31,1991.0,20.5,19.5,1692.5,0.5,0.0,0.5,5.0,0.5,0.3999999999999999,0.55,"1,80 mill. €",2887
Steven Alzate,COL,Centrocampista,Brighton,22,1998.0,14.333333333333334,9.0,829.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.7000000000000001,0.5,"5,00 mill. €",2888
Steven Bergwijn,NED,Delantero,Tottenham,23,1997.0,20.0,8.333333333333334,825.6666666666666,2.333333333333333,1.6666666666666667,4.0,2.0,0.0,1.8333333333333333,0.9,"20,00 mill. €",2889
Steven Nzonzi,FRA,Centrocampista,Sevilla,28,1988.0,27.0,26.0,2214.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,"2,00 mill. €",2890
Steven Shpendi,ALB,Delantero,Empoli,20,2003.0,6.0,2.0,209.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.00,2891
Stiven Plaza,ECU,Delantero,Valladolid,19,1999.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150 mil €,2892
Stole Dimitrievski,MKD,PO,Rayo Vallecano,29,1993.0,25.75,25.5,2311.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"4,00 mill. €",2893
Stuart Armstrong,SCO,Centrocampista,Southampton,30,1992.0,30.0,20.0,1840.0,3.25,2.25,5.5,3.5,0.0,2.6,2.075,"3,00 mill. €",2894
Stuart Dallas,NIR,Defensa,Leeds United,30,1991.0,36.0,36.0,3164.0,4.5,1.5,6.0,6.0,0.0,3.05,2.05,"1,50 mill. €",2895
Stuart McKinstry,SCO,Centrocampista,Leeds United,18,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325 mil €,2896
Suat Serdar,GER,Centrocampista,Hellas Verona,26,1997.0,7.0,1.0,192.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,"4,50 mill. €",2897
Suf Podgoreanu,ISR,Delantero,Spezia,19,2002.0,5.0,1.0,113.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,300 mil €,2898
Suso,ESP,Delantero,Sevilla,30,1993.0,18.5,12.333333333333334,1069.3333333333333,1.3333333333333333,2.1666666666666665,3.5,1.1666666666666667,0.0,1.0666666666666669,2.6333333333333333,"6,00 mill. €",2899
Sven Botman,NED,Defensa,Newcastle Utd,23,2000.0,20.5,20.0,1786.5,0.5,0.5,1.0,1.5,0.0,1.4,0.85,"45,00 mill. €",2900
Sydney van Hooijdonk,NED,Delantero,Bologna,23,2000.0,4.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,"6,00 mill. €",2901
Szymon Żurkowski,POL,Centrocampista,Fiorentina,24,1997.0,12.25,8.0,694.5,1.5,0.75,2.25,1.5,0.0,1.125,0.4,"2,80 mill. €",2902
Séamus Coleman,IRL,Defensa,Everton,33,1988.0,26.25,22.25,1941.0,0.5,1.0,1.5,2.5,0.25,0.85,1.3,"1,00 mill. €",2903
Sébastien Corchia,FRA,Defensa,Sevilla,28,1990.0,7.5,6.0,545.0,0.0,0.5,0.5,2.5,0.0,0.2,0.75,"1,00 mill. €",2904
Sébastien Haller,CIV,Delantero,West Ham,26,1994.0,24.0,17.0,1601.5,5.0,0.5,5.5,0.5,0.0,5.45,1.95,"25,00 mill. €",2905
Sékou Gassama,SEN,Delantero,Valladolid,27,1995.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,300 mil €,2906
Sérgio Oliveira,POR,Centrocampista,Roma,29,1992.0,14.0,13.0,892.0,2.0,0.0,2.0,5.0,0.0,1.3,1.7,"6,00 mill. €",2907
Tahith Chong,NED,Centrocampista,Luton Town,23,1999.0,7.0,2.5,298.0,0.5,0.0,0.5,1.0,0.0,0.45,0.0,"4,50 mill. €",2908
Taiwo Awoniyi,NGA,Delantero,Nott'ham Forest,26,1997.0,18.5,12.5,1035.0,7.0,1.5,8.5,1.5,0.0,5.1,0.95,"30,00 mill. €",2909
Takashi Inui,JPN,Centrocampista,Eibar,32,1988.0,22.2,18.2,1523.0,2.0,1.0,3.0,1.2,0.0,2.74,1.2,350 mil €,2910
Takefusa Kubo,JPN,Centrocampista,Mallorca,22,2001.0,23.666666666666668,15.0,1404.0,3.333333333333333,1.8333333333333333,5.166666666666667,2.5,0.1666666666666666,2.6,2.833333333333333,"50,00 mill. €",2911
Takehiro Tomiyasu,JPN,Defensa,Arsenal,25,1998.0,19.0,15.0,1351.0,0.6666666666666666,0.8333333333333334,1.5,3.0,0.1666666666666666,0.75,0.7000000000000001,"25,00 mill. €",2912
Takumi Minamino,JPN,Delantero,Liverpool,26,1995.0,10.0,3.5,359.75,1.5,0.0,1.5,0.5,0.0,1.25,0.25,"10,00 mill. €",2913
Tammy Abraham,ENG,Delantero,Chelsea,24,1997.0,32.75,24.25,2132.0,11.5,2.75,14.25,3.25,0.0,13.45,2.95,"35,00 mill. €",2914
Tana,ESP,Centrocampista,Las Palmas,26,1990.0,24.0,16.0,1552.0,1.0,1.0,2.0,2.0,0.0,2.0,1.2,"8,00 mill. €",2915
Tanguy Ndombele,FRA,Centrocampista,Tottenham,25,1996.0,23.25,13.5,1097.75,1.75,1.25,3.0,3.0,0.0,0.85,0.8500000000000001,"21,00 mill. €",2916
Tanguy Nianzou,FRA,Defensa,Sevilla,21,2002.0,10.0,8.0,692.0,0.5,0.0,0.5,0.5,0.5,0.25,0.0,"6,00 mill. €",2917
Tanner Tessmann,USA,Centrocampista,Venezia,19,2001.0,20.0,6.0,680.0,0.0,0.0,0.0,1.0,1.0,0.6,0.1,"2,40 mill. €",2918
Tariq Lamptey,GHA,Defensa,Brighton,23,2000.0,12.5,6.5,615.5,0.1666666666666666,1.0,1.1666666666666667,2.1666666666666665,0.1666666666666666,0.3,0.85,"12,00 mill. €",2919
Tariqe Fosu,GHA,Defensa,Brentford,25,1995.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",2920
Taylor Richards,ENG,Centrocampista,Brighton,20,2000.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400 mil €,2921
Teden Mengi,ENG,Defensa,Luton Town,21,2002.0,8.0,6.0,607.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0,"2,00 mill. €",2922
Teemu Pukki,FIN,Delantero,Norwich City,31,1990.0,36.5,35.0,3069.5,11.0,3.0,14.0,3.5,0.0,11.3,3.8,"1,50 mill. €",2923
Telasco Segovia,VEN,Centrocampista,Sampdoria,19,2003.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,2924
Terence Kongolo,NED,Defensa,Fulham,26,1994.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900 mil €,2925
Tete Morente,ESP,Centrocampista,Elche,25,1996.0,31.33333333333333,21.33333333333333,1906.3333333333333,3.0,2.6666666666666665,5.666666666666667,4.666666666666667,0.0,2.966666666666667,1.6000000000000003,"2,50 mill. €",2926
Tetê,BRA,Delantero,Leicester City,22,2000.0,13.0,9.0,734.0,1.0,0.0,1.0,0.0,0.0,1.8,0.4,"24,00 mill. €",2927
Teun Koopmeiners,NED,Centrocampista,Atalanta,25,1998.0,25.0,22.0,1987.3333333333333,5.666666666666667,2.333333333333333,8.0,4.0,0.0,3.666666666666666,4.7,"35,00 mill. €",2928
Theo Bongonda,COD,Centrocampista,Cádiz,26,1995.0,31.0,24.0,1938.0,4.0,3.0,7.0,2.0,0.0,5.2,3.0,"5,00 mill. €",2929
Theo Corbeanu,CAN,Delantero,Wolves,18,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,90 mill. €",2930
Theo Hernández,FRA,Defensa,Real Madrid,26,1997.0,25.285714285714285,24.142857142857142,2151.428571428572,3.571428571428572,2.7142857142857144,6.285714285714286,6.428571428571429,0.4285714285714285,3.0285714285714285,3.3285714285714283,"60,00 mill. €",2931
Thiago Alcántara,ESP,Centrocampista,Liverpool,31,1991.0,22.33333333333333,17.0,1547.3333333333333,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,0.0,1.1666666666666667,1.9,"12,00 mill. €",2932
Thiago Cionek,POL,Defensa,SPAL,33,1986.0,28.0,23.0,2169.0,0.0,1.0,1.0,11.0,0.0,0.7,1.3,200 mil €,2933
Thiago Galhardo,BRA,Delantero,Celta Vigo,32,1989.0,31.0,9.0,1148.0,2.0,2.0,4.0,5.0,0.0,3.4,1.9,"1,10 mill. €",2934
Thiago Silva,BRA,Defensa,Chelsea,39,1984.0,23.75,22.5,2026.75,1.5,0.5,2.0,2.75,0.25,1.1,0.325,"2,00 mill. €",2935
Thibaut Courtois,BEL,PO,Real Madrid,30,1992.0,33.2,33.2,2988.0,0.0,0.0,0.0,0.8,0.0,0.04,0.08,"45,00 mill. €",2936
Thierry Correia,POR,Defensa,Valencia,24,1999.0,18.4,16.6,1367.6,0.2,0.8,1.0,3.4,0.2,0.34,0.76,"8,00 mill. €",2937
Thilo Kehrer,GER,Defensa,West Ham,27,1996.0,15.0,12.5,1125.5,0.0,1.0,1.0,2.5,0.0,0.25,0.3,"13,00 mill. €",2938
Thomas Cannon,IRL,Delantero,Everton,20,2002.0,1.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,"6,00 mill. €",2939
Thomas Delaney,DEN,Centrocampista,Sevilla,30,1991.0,17.0,8.5,929.0,1.0,0.5,1.5,3.5,0.5,0.7,0.45,"2,00 mill. €",2940
Thomas Henry,FRA,Centrocampista,Hellas Verona,29,1994.0,17.0,12.0,1058.6666666666667,3.6666666666666665,0.6666666666666666,4.333333333333333,3.333333333333333,0.3333333333333333,2.9,1.6333333333333335,"4,00 mill. €",2941
Thomas Kaminski,BEL,PO,Luton Town,31,1992.0,13.0,13.0,1170.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"2,80 mill. €",2942
Thomas Kristensen,DEN,Defensa,Udinese,21,2002.0,5.0,4.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,00 mill. €",2943
Thomas Lemar,FRA,Centrocampista,Atlético Madrid,28,1995.0,22.33333333333333,14.666666666666666,1160.6666666666667,1.5,2.333333333333333,3.8333333333333335,2.1666666666666665,0.0,1.6,1.8333333333333333,"15,00 mill. €",2944
Thomas Ouwejan,NED,Defensa,Udinese,23,1996.0,15.0,3.0,413.0,0.0,2.0,2.0,0.0,0.0,0.2,0.9,"2,00 mill. €",2945
Thomas Partey,GHA,Defensa,Arsenal,30,1993.0,23.5,19.125,1686.5,1.75,0.875,2.625,5.625,0.125,1.4,0.825,"35,00 mill. €",2946
Thomas Strakosha,ALB,PO,Brentford,28,1995.0,18.0,17.75,1608.75,0.0,0.0,0.0,1.25,0.0,0.0,0.025,"3,50 mill. €",2947
Tiemoué Bakayoko,FRA,Centrocampista,Milan,27,1994.0,16.333333333333332,9.333333333333334,835.3333333333334,0.6666666666666666,0.3333333333333333,1.0,3.0,0.3333333333333333,0.4666666666666667,0.3666666666666667,"2,50 mill. €",2948
Tijjani Reijnders,NED,Centrocampista,Milan,25,1998.0,13.0,13.0,1088.0,1.0,1.0,2.0,2.0,0.0,2.1,1.0,"20,00 mill. €",2949
Tim Iroegbunam,ENG,Centrocampista,Aston Villa,18,2003.0,3.0,1.0,92.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,"5,00 mill. €",2950
Tim Krul,NED,PO,Norwich City,33,1988.0,32.5,32.5,2925.0,0.0,0.0,0.0,2.5,0.0,0.0,0.3,600 mil €,2951
Tim Ream,USA,Defensa,Fulham,36,1987.0,17.333333333333332,17.333333333333332,1526.6666666666667,0.6666666666666666,0.0,0.6666666666666666,2.0,0.3333333333333333,0.4333333333333333,0.0333333333333333,"1,00 mill. €",2952
Timo Werner,GER,Delantero,Chelsea,25,1996.0,28.0,22.0,1942.5,5.0,4.5,9.5,1.5,0.0,9.1,2.95,"20,00 mill. €",2953
Timothy Castagne,BEL,Defensa,Fulham,27,1995.0,25.6,22.6,2064.6,1.2,1.6,2.8,2.0,0.0,1.2400000000000002,1.8200000000000005,"17,00 mill. €",2954
Timothy Fosu-Mensah,NED,Defensa,Manchester Utd,22,1998.0,2.0,1.5,108.0,0.0,0.0,0.0,1.0,0.0,0.05,0.2,"2,00 mill. €",2955
Timothy Weah,USA,Defensa,Juventus,23,2000.0,10.0,5.0,414.0,0.0,1.0,1.0,1.0,0.0,0.8,0.5,"14,00 mill. €",2956
Tino Kadewere,ZIM,Delantero,Mallorca,26,1996.0,15.0,5.0,542.0,1.0,0.0,1.0,1.0,0.0,1.6,0.6,"3,00 mill. €",2957
Tio Cipot,SVN,Delantero,Spezia,19,2003.0,8.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,700 mil €,2958
Tito,ESP,Defensa,Leganés,33,1985.0,12.0,9.0,854.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,"7,00 mill. €",2959
Toby Alderweireld,BEL,Defensa,Tottenham,31,1989.0,29.0,29.0,2598.5,1.5,1.0,2.5,4.5,0.0,0.7,1.0,"3,50 mill. €",2960
Todd Cantwell,ENG,Delantero,Norwich City,23,1998.0,22.5,17.5,1465.0,3.0,1.0,4.0,4.0,0.0,2.75,1.0,"9,00 mill. €",2961
Tolgay Arslan,GER,Centrocampista,Udinese,31,1990.0,32.0,19.666666666666668,1562.3333333333333,1.6666666666666667,0.0,1.6666666666666667,7.0,0.0,1.4333333333333336,1.1666666666666667,"1,40 mill. €",2962
Tom Cairney,SCO,Centrocampista,Fulham,32,1991.0,18.0,6.0,674.6666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.7666666666666666,1.0333333333333334,"2,00 mill. €",2963
Tom Davies,ENG,Centrocampista,Sheffield Utd,25,1998.0,16.6,9.2,856.4,0.4,0.2,0.6,3.2,0.0,0.78,0.34,"9,00 mill. €",2964
Tom Heaton,ENG,PO,Aston Villa,33,1986.0,20.0,20.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,2965
Tom Lockyer,WAL,Defensa,Luton Town,28,1994.0,12.0,12.0,1035.0,1.0,1.0,2.0,4.0,0.0,1.1,0.6,"3,00 mill. €",2966
Tom Trybull,GER,Centrocampista,Norwich City,26,1993.0,16.0,14.0,1130.0,0.0,0.0,0.0,2.0,0.0,0.5,0.1,500 mil €,2967
Toma Bašić,CRO,Centrocampista,Lazio,25,1996.0,27.0,6.5,747.5,0.5,1.0,1.5,2.5,0.0,1.7000000000000002,0.65,"4,50 mill. €",2968
Tommaso Augello,ITA,Defensa,Cagliari,29,1994.0,27.6,23.8,2137.0,0.8,2.2,3.0,1.4,0.2,0.36,2.36,"2,00 mill. €",2969
Tommaso Baldanzi,ITA,Centrocampista,Empoli,20,2003.0,12.333333333333334,10.333333333333334,800.0,1.6666666666666667,0.0,1.6666666666666667,1.0,0.0,1.4666666666666668,0.9333333333333332,"15,00 mill. €",2970
Tommaso Barbieri,ITA,Defensa,Juventus,19,2002.0,3.0,2.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €",2971
Tommaso Cassandro,ITA,Defensa,Lecce,22,2000.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 mil €,2972
Tommaso Corazza,ITA,Defensa,Bologna,19,2004.0,6.0,1.0,148.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,"1,00 mill. €",2973
Tommaso De Nipoti,ITA,Centrocampista,Atalanta,19,2003.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175 mil €,2974
Tommaso Milanese,ITA,Centrocampista,Cremonese,20,2002.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"1,20 mill. €",2975
Tommaso Pobega,ITA,Centrocampista,Milan,24,1999.0,19.75,13.0,1154.0,3.0,0.5,3.5,5.25,0.0,2.0,0.6499999999999999,"14,00 mill. €",2976
