,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
2915,Kalidou Koulibaly,SEN,Defensa,Chelsea,31,1991,23,20,1800,2,1,3,7,1,0.9,0.4,2022-2023
2916,Cheikhou Kouyaté,SEN,Centrocampista,Nott'ham Forest,32,1989,21,10,882,1,0,1,3,0,0.4,0.7,2022-2023
2917,Mateo Kovačić,CRO,Centrocampista,Chelsea,28,1994,27,17,1707,1,2,3,8,0,1.8,2.1,2022-2023
2918,Emil Krafth,SWE,Defensa,Newcastle Utd,27,1994,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
2919,Dejan Kulusevski,SWE,Centrocampista,Tottenham,22,2000,30,23,2067,2,7,9,2,0,2.6,4.7,2022-2023
2920,Layvin Kurzawa,FRA,Defensa,Fulham,29,1992,3,2,135,0,0,0,1,0,0.0,0.0,2022-2023
2921,Adam Lallana,ENG,Centrocampista,Brighton,34,1988,16,12,722,2,1,3,0,0,0.9,1.0,2022-2023
2922,Tariq Lamptey,GHA,Defensa,Brighton,21,2000,20,3,453,0,0,0,1,0,0.2,0.2,2022-2023
2923,Manuel Lanzini,ARG,Centrocampista,West Ham,29,1993,10,2,252,1,0,1,0,0,0.5,0.2,2022-2023
2924,Aymeric Laporte,ESP,Defensa,Manchester City,28,1994,12,11,993,0,0,0,0,0,0.5,0.2,2022-2023
2925,Juan Larios,ESP,Defensa,Southampton,18,2004,5,2,152,0,0,0,0,0,0.0,0.0,2022-2023
2926,Jamaal Lascelles,ENG,Defensa,Newcastle Utd,28,1993,7,2,218,0,0,0,4,0,0.1,0.0,2022-2023
2927,Roméo Lavia,BEL,Centrocampista,Southampton,18,2004,29,26,2221,1,0,1,9,0,0.4,0.6,2022-2023
2928,Dexter Lembikisa,JAM,Defensa,Wolves,18,2003,1,0,23,0,0,0,0,0,0.0,0.0,2022-2023
2929,Mario Lemina,GAB,Centrocampista,Wolves,28,1993,19,17,1299,0,1,1,4,1,0.3,0.3,2022-2023
2930,Clément Lenglet,FRA,Defensa,Tottenham,27,1995,26,24,2019,0,2,2,4,0,1.0,0.6,2022-2023
2931,Bernd Leno,GER,PO,Fulham,30,1992,36,36,3240,0,0,0,3,0,0.0,0.0,2022-2023
2932,Jefferson Lerma,COL,Centrocampista,Bournemouth,27,1994,37,37,3252,5,0,5,7,0,2.6,2.3,2022-2023
2933,Jamal Lewis,NIR,Defensa,Newcastle Utd,24,1998,2,0,11,0,0,0,0,0,0.0,0.0,2022-2023
2934,Rico Lewis,ENG,Defensa,Manchester City,17,2004,14,10,903,0,0,0,1,0,0.2,1.5,2022-2023
2935,Keane Lewis-Potter,ENG,Delantero,Brentford,21,2001,10,3,321,0,1,1,0,0,0.5,1.2,2022-2023
2936,Victor Lindelöf,SWE,Defensa,Manchester Utd,28,1994,20,14,1365,0,0,0,1,0,0.3,0.1,2022-2023
2937,Jesse Lingard,ENG,Delantero,Nott'ham Forest,29,1992,17,12,923,0,0,0,1,0,1.0,0.7,2022-2023
2938,Valentino Livramento,ENG,Defensa,Southampton,19,2002,2,0,28,0,0,0,0,0,0.0,0.0,2022-2023
2939,Diego Llorente,ESP,Defensa,Leeds United,28,1993,8,7,649,0,0,0,1,0,0.7,0.0,2022-2023
2940,Hugo Lloris,FRA,PO,Tottenham,35,1986,25,25,2205,0,0,0,0,0,0.0,0.0,2022-2023
2941,Renan Lodi,BRA,Defensa,Nott'ham Forest,24,1998,28,26,2214,0,1,1,7,0,1.0,1.2,2022-2023
2942,Ruben Loftus-Cheek,ENG,Centrocampista,Chelsea,26,1996,25,19,1536,0,1,1,1,0,0.8,1.5,2022-2023
2943,Sean Longstaff,ENG,Centrocampista,Newcastle Utd,24,1997,33,28,2518,1,4,5,2,0,3.6,3.3,2022-2023
2944,Jamal Lowe,JAM,Centrocampista,Bournemouth,28,1994,2,0,12,0,0,0,0,0,0.0,0.0,2022-2023
2945,Douglas Luiz,BRA,Centrocampista,Aston Villa,24,1998,37,33,2927,6,6,12,6,1,2.8,4.4,2022-2023
2946,Saša Lukić,SRB,Centrocampista,Fulham,25,1996,12,4,412,0,0,0,1,0,0.1,0.0,2022-2023
2947,Lyanco,BRA,Defensa,Southampton,25,1997,21,11,1180,1,1,2,4,0,0.6,0.5,2022-2023
2948,Alexis Mac Allister,ARG,Centrocampista,Brighton,23,1998,35,31,2886,10,2,12,8,0,12.1,4.3,2022-2023
2949,James Maddison,ENG,Centrocampista,Leicester City,25,1996,30,28,2480,10,9,19,10,0,8.7,9.3,2022-2023
2950,Noni Madueke,ENG,Delantero,Chelsea,20,2002,12,7,643,1,0,1,0,0,0.9,0.5,2022-2023
2951,Harry Maguire,ENG,Defensa,Manchester Utd,29,1993,16,8,767,0,0,0,4,0,0.3,0.0,2022-2023
2952,Riyad Mahrez,ALG,Delantero,Manchester City,31,1991,30,22,1920,5,10,15,2,0,5.6,7.0,2022-2023
2953,Kobbie Mainoo,ENG,Centrocampista,Manchester Utd,17,2005,1,0,11,0,0,0,0,0,0.0,0.0,2022-2023
2954,Ainsley Maitland-Niles,ENG,Defensa,Southampton,24,1997,22,13,1407,0,0,0,3,0,0.0,0.7,2022-2023
2955,Tyrell Malacia,NED,Defensa,Manchester Utd,22,1999,22,14,1396,0,0,0,6,0,0.2,0.7,2022-2023
2956,Orel Mangala,BEL,Centrocampista,Nott'ham Forest,24,1998,27,20,1550,1,1,2,3,0,0.6,0.4,2022-2023
2957,Javier Manquillo,ESP,Defensa,Newcastle Utd,28,1994,4,0,37,0,0,0,0,0,0.0,0.0,2022-2023
2958,Sekou Mara,FRA,Delantero,Southampton,20,2002,22,4,555,1,2,3,1,0,1.0,0.8,2022-2023
2959,Solly March,ENG,Delantero,Brighton,28,1994,33,31,2715,7,7,14,2,0,8.1,8.4,2022-2023
2960,Emiliano Marcondes,DEN,Centrocampista,Bournemouth,27,1995,1,0,9,0,0,0,0,0,0.0,0.0,2022-2023
2961,Marquinhos,BRA,Centrocampista,Arsenal,19,2003,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
2962,Anthony Martial,FRA,Delantero,Manchester Utd,26,1995,21,11,978,6,2,8,0,0,6.2,1.4,2022-2023
2963,Gabriel Martinelli,BRA,Delantero,Arsenal,21,2001,36,34,2789,15,5,20,3,0,9.3,9.1,2022-2023
2964,Emiliano Martínez,ARG,PO,Aston Villa,29,1992,36,36,3139,0,0,0,7,0,0.0,0.3,2022-2023
2965,Lisandro Martínez,ARG,Defensa,Manchester Utd,24,1998,27,24,2114,1,0,1,6,0,0.5,0.3,2022-2023
2966,Pape Matar Sarr,SEN,Centrocampista,Tottenham,19,2002,11,2,218,0,1,1,1,0,0.1,0.3,2022-2023
2967,Jean-Philippe Mateta,FRA,Delantero,Crystal Palace,25,1997,29,6,770,2,0,2,3,0,3.4,0.6,2022-2023
2968,Joël Matip,CMR,Defensa,Liverpool,30,1991,14,12,1092,1,0,1,3,0,0.7,0.3,2022-2023
2969,Neal Maupay,FRA,Delantero,Everton,25,1996,27,11,1118,1,0,1,4,0,4.8,0.6,2022-2023
2970,Kevin Mbabu,SUI,Defensa,Fulham,27,1995,6,1,144,0,1,1,1,0,0.0,0.4,2022-2023
2971,Bryan Mbeumo,CMR,Delantero,Brentford,22,1999,38,36,2906,9,8,17,5,0,9.8,7.6,2022-2023
2972,James McArthur,SCO,Centrocampista,Crystal Palace,34,1987,4,0,54,0,0,0,0,0,0.0,0.0,2022-2023
2973,Alex McCarthy,ENG,PO,Southampton,32,1989,6,6,540,0,0,0,0,0,0.0,0.0,2022-2023
2974,John McGinn,SCO,Centrocampista,Aston Villa,27,1994,34,30,2693,1,3,4,7,0,2.4,2.6,2022-2023
2975,Scott McKenna,SCO,Defensa,Nott'ham Forest,25,1996,20,19,1571,0,0,0,4,0,0.1,1.0,2022-2023
2976,Weston McKennie,USA,Centrocampista,Leeds United,23,1998,19,16,1437,0,1,1,7,0,0.8,0.7,2022-2023
2977,Dwight McNeil,ENG,Delantero,Everton,22,1999,36,28,2498,7,3,10,5,0,3.5,6.1,2022-2023
2978,Scott McTominay,SCO,Centrocampista,Manchester Utd,25,1996,24,10,1160,1,0,1,8,0,1.9,0.6,2022-2023
2979,Ben Mee,ENG,Defensa,Brentford,32,1989,37,37,3269,3,1,4,2,0,3.2,1.3,2022-2023
2980,Edouard Mendy,SEN,PO,Chelsea,30,1992,10,9,855,0,0,0,1,0,0.0,0.0,2022-2023
2981,Nampalys Mendy,SEN,Centrocampista,Leicester City,30,1992,19,7,757,1,0,1,1,0,0.1,0.0,2022-2023
2982,Chris Mepham,WAL,Defensa,Bournemouth,24,1997,26,24,2199,0,0,0,7,0,0.7,0.2,2022-2023
2983,Illan Meslier,FRA,PO,Leeds United,22,2000,34,34,3060,0,0,0,3,0,0.1,0.0,2022-2023
2984,Alex Mighten,ENG,Delantero,Nott'ham Forest,20,2002,1,0,8,0,0,0,0,0,0.0,0.0,2022-2023
2985,Lewis Miley,ENG,Centrocampista,Newcastle Utd,16,2006,1,0,15,0,0,0,0,0,0.1,0.0,2022-2023
2986,Luka Milivojević,SRB,Centrocampista,Crystal Palace,31,1991,18,5,512,0,0,0,2,0,0.3,0.2,2022-2023
2987,James Milner,ENG,Centrocampista,Liverpool,36,1986,31,7,913,0,1,1,2,0,0.4,0.9,2022-2023
2988,Yerry Mina,COL,Defensa,Everton,27,1994,7,7,594,2,0,2,2,0,1.5,0.1,2022-2023
2989,Tyrone Mings,ENG,Defensa,Aston Villa,29,1993,35,35,3150,1,2,3,7,0,1.2,1.4,2022-2023
2990,Tyrick Mitchell,ENG,Defensa,Crystal Palace,22,1999,36,34,2891,0,2,2,5,1,0.6,1.2,2022-2023
2991,Kaoru Mitoma,JPN,Delantero,Brighton,25,1997,33,24,2318,7,5,12,0,0,8.1,6.4,2022-2023
2992,Aleksandar Mitrović,SRB,Delantero,Fulham,27,1994,24,23,2008,14,1,15,7,0,14.9,2.3,2022-2023
2993,Kieffer Moore,WAL,Delantero,Bournemouth,29,1992,27,12,1279,4,0,4,1,0,4.4,0.3,2022-2023
2994,Andrew Moran,IRL,Delantero,Brighton,18,2003,1,0,12,0,0,0,0,0,0.0,0.0,2022-2023
2995,Álex Moreno,ESP,Defensa,Aston Villa,29,1993,19,14,1329,0,3,3,3,0,0.6,3.0,2022-2023
2996,Mason Mount,ENG,Centrocampista,Chelsea,23,1999,24,20,1648,3,2,5,4,0,2.0,3.0,2022-2023
2997,Lucas Moura,BRA,Centrocampista,Tottenham,29,1992,15,0,153,1,0,1,0,1,0.5,0.3,2022-2023
2998,João Moutinho,POR,Centrocampista,Wolves,35,1986,31,20,1780,0,2,2,3,0,1.3,2.6,2022-2023
2999,Divin Mubama,ENG,Delantero,West Ham,17,2004,3,0,38,0,0,0,0,0,0.0,0.0,2022-2023
3000,Mykhailo Mudryk,UKR,Delantero,Chelsea,21,2001,15,7,657,0,2,2,1,0,1.9,0.9,2022-2023
3001,Jacob Murphy,ENG,Delantero,Newcastle Utd,27,1995,36,14,1251,4,2,6,0,0,3.3,2.8,2022-2023
3002,Enock Mwepu,ZAM,Delantero,Brighton,24,1998,6,2,213,0,1,1,0,0,0.2,0.5,2022-2023
3003,Vitaliy Mykolenko,UKR,Defensa,Everton,23,1999,34,30,2655,0,0,0,4,0,0.5,1.2,2022-2023
3004,Keylor Navas,CRC,PO,Nott'ham Forest,35,1986,17,17,1529,0,0,0,2,0,0.0,0.0,2022-2023
3005,Wilfred Ndidi,NGA,Centrocampista,Leicester City,25,1996,27,19,1679,0,0,0,4,0,0.2,0.1,2022-2023
3006,Reiss Nelson,ENG,Delantero,Arsenal,22,1999,11,0,212,3,2,5,0,0,1.1,1.4,2022-2023
3007,Neto,BRA,PO,Bournemouth,33,1989,27,27,2385,0,0,0,4,0,0.0,0.0,2022-2023
3008,Pedro Neto,POR,Delantero,Wolves,22,2000,18,13,964,0,0,0,1,0,1.1,2.1,2022-2023
3009,Rúben Neves,POR,Centrocampista,Wolves,25,1997,35,33,3019,6,1,7,12,0,5.2,1.6,2022-2023
3010,Moussa Niakhate,SEN,Defensa,Nott'ham Forest,26,1996,14,14,1163,0,0,0,1,0,0.6,0.1,2022-2023
3011,Rasmus Nissen,DEN,Defensa,Leeds United,25,1997,26,21,1960,3,1,4,4,0,0.8,1.0,2022-2023
3012,Eddie Nketiah,ENG,Delantero,Arsenal,23,1999,30,9,1089,4,1,5,3,0,8.2,1.3,2022-2023
3013,Matheus Nunes,POR,Centrocampista,Wolves,23,1998,34,30,2467,1,1,2,2,1,2.4,2.2,2022-2023
3014,Darwin Núñez,URU,Delantero,Liverpool,23,1999,29,19,1695,9,3,12,1,1,12.1,5.4,2022-2023
3015,Ethan Nwaneri,ENG,Delantero,Arsenal,15,2007,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
3016,Christian Nørgaard,DEN,Centrocampista,Brentford,28,1994,22,21,1763,1,3,4,6,0,1.6,3.1,2022-2023
3017,Lewis O'Brien,ENG,Centrocampista,Nott'ham Forest,23,1998,13,6,584,1,0,1,2,0,0.3,0.2,2022-2023
3018,Odeluga Offiah,ENG,Defensa,Brighton,19,2002,2,0,25,0,0,0,0,0,0.0,0.0,2022-2023
3019,Angelo Ogbonna,ITA,Defensa,West Ham,34,1988,16,13,1237,0,0,0,0,0,0.3,0.2,2022-2023
3020,Michael Olise,FRA,Delantero,Crystal Palace,20,2001,37,31,2749,2,11,13,2,0,2.9,8.7,2022-2023
3021,Robin Olsen,SWE,PO,Aston Villa,32,1990,4,2,281,0,0,0,0,0,0.0,0.0,2022-2023
3022,Amadou Onana,BEL,Centrocampista,Everton,20,2001,33,29,2488,1,2,3,9,0,3.0,2.6,2022-2023
3023,Josh Onomah,ENG,Centrocampista,Fulham,25,1997,2,0,15,0,0,0,0,0,0.0,0.0,2022-2023
3024,Paul Onuachu,NGA,Delantero,Southampton,28,1994,11,4,407,0,0,0,0,0,1.3,0.1,2022-2023
3025,Frank Onyeka,NGA,Centrocampista,Brentford,24,1998,21,8,848,0,2,2,0,0,1.0,0.6,2022-2023
3026,Mislav Oršić,CRO,Centrocampista,Southampton,29,1992,1,0,7,0,0,0,0,0,0.0,0.0,2022-2023
3027,Stefan Ortega,GER,PO,Manchester City,29,1992,3,3,270,0,0,0,0,0,0.0,0.0,2022-2023
3028,Dango Ouattara,BFA,Centrocampista,Bournemouth,20,2002,19,15,1241,1,3,4,1,0,3.6,2.5,2022-2023
3029,Alex Oxlade-Chamberlain,ENG,Delantero,Liverpool,28,1993,9,4,335,1,0,1,0,0,1.3,0.9,2022-2023
3030,David Ozoh,ENG,Delantero,Crystal Palace,17,2005,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
3031,João Palhinha,POR,Centrocampista,Fulham,27,1995,35,35,3108,3,0,3,14,0,2.9,0.4,2022-2023
3032,Cole Palmer,ENG,Centrocampista,Manchester City,20,2002,14,2,370,0,1,1,1,0,1.2,0.6,2022-2023
3033,Emerson Palmieri,ITA,Defensa,West Ham,27,1994,22,16,1320,1,0,1,2,0,0.8,0.9,2022-2023
3034,Lucas Paquetá,BRA,Centrocampista,West Ham,24,1997,28,27,2151,4,3,7,5,0,4.4,2.5,2022-2023
3035,Thomas Partey,GHA,Centrocampista,Arsenal,29,1993,33,28,2483,3,0,3,5,0,2.2,1.5,2022-2023
3036,Nathan Patterson,SCO,Defensa,Everton,20,2001,19,14,1279,0,0,0,3,0,0.5,0.4,2022-2023
3037,Ben Pearson,ENG,Centrocampista,Bournemouth,27,1995,7,3,286,0,0,0,1,0,0.0,0.0,2022-2023
3038,Facundo Pellistri,URU,Delantero,Manchester Utd,20,2001,4,0,64,0,0,0,0,0,0.0,0.0,2022-2023
3039,Andreas Pereira,BRA,Centrocampista,Fulham,26,1996,33,33,2692,4,6,10,8,0,7.3,5.2,2022-2023
3040,Ricardo Pereira,POR,Defensa,Leicester City,28,1993,10,5,454,1,1,2,2,0,0.1,0.6,2022-2023
3041,Ayoze Pérez,ESP,Centrocampista,Leicester City,29,1993,8,3,382,0,1,1,0,0,1.1,1.5,2022-2023
3042,Ivan Perišić,CRO,Defensa,Tottenham,33,1989,34,23,2108,1,8,9,6,0,2.6,6.1,2022-2023
3043,Romain Perraud,FRA,Defensa,Southampton,24,1997,29,22,1835,2,2,4,4,0,1.3,1.9,2022-2023
3044,Máximo Perrone,ARG,Centrocampista,Manchester City,19,2003,1,0,19,0,0,0,0,0,0.0,0.0,2022-2023
3045,Cameron Peupion,AUS,Centrocampista,Brighton,19,2002,1,0,6,0,0,0,0,0,0.1,0.0,2022-2023
3046,Kalvin Phillips,ENG,Centrocampista,Manchester City,26,1995,12,2,300,0,0,0,1,0,0.3,0.2,2022-2023
3047,Nathaniel Phillips,ENG,Defensa,Liverpool,25,1997,2,1,66,0,0,0,0,0,0.0,0.0,2022-2023
3048,Jordan Pickford,ENG,PO,Everton,28,1994,37,37,3330,0,1,1,6,0,0.0,0.1,2022-2023
3049,Ethan Pinnock,JAM,Defensa,Brentford,29,1993,30,30,2700,3,0,3,0,0,3.0,1.0,2022-2023
3050,Daniel Podence,POR,Delantero,Wolves,26,1995,32,20,1771,6,0,6,5,0,3.9,2.5,2022-2023
3051,Nick Pope,ENG,PO,Newcastle Utd,30,1992,37,37,3261,0,0,0,3,1,0.0,0.1,2022-2023
3052,Pedro Porro,ESP,Defensa,Tottenham,22,1999,15,13,1131,3,3,6,0,0,1.8,3.0,2022-2023
3053,Dennis Praet,BEL,Centrocampista,Leicester City,28,1994,22,6,649,1,0,1,1,0,1.0,0.5,2022-2023
3054,Isaac Price,NIR,Centrocampista,Everton,18,2003,1,0,33,0,0,0,1,0,0.0,0.1,2022-2023
3055,Christian Pulisic,USA,Delantero,Chelsea,23,1998,24,8,821,1,1,2,1,0,1.7,0.7,2022-2023
3056,Aaron Ramsdale,ENG,PO,Arsenal,24,1998,38,38,3420,0,0,0,1,0,0.0,0.0,2022-2023
3057,Jacob Ramsey,ENG,Centrocampista,Aston Villa,21,2001,35,31,2636,6,7,13,5,0,5.0,5.1,2022-2023
3058,Marcus Rashford,ENG,Delantero,Manchester Utd,24,1997,35,32,2879,17,5,22,2,0,15.4,3.4,2022-2023
3059,David Raya,ESP,PO,Brentford,26,1995,38,38,3420,0,0,0,1,0,0.1,0.1,2022-2023
3060,Tim Ream,USA,Defensa,Fulham,34,1987,33,33,2897,1,0,1,2,0,0.3,0.1,2022-2023
3061,Nathan Redmond,ENG,Defensa,Southampton,28,1994,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
3062,Harrison Reed,ENG,Centrocampista,Fulham,27,1995,37,35,2866,3,4,7,5,0,1.9,4.1,2022-2023
3063,Bobby Reid,JAM,Delantero,Fulham,29,1993,36,29,2475,4,1,5,8,0,3.9,1.7,2022-2023
3064,Declan Rice,ENG,Centrocampista,West Ham,23,1999,37,36,3273,4,1,5,5,0,2.4,3.2,2022-2023
3065,Chris Richards,USA,Defensa,Crystal Palace,22,2000,9,4,447,0,0,0,0,0,0.7,0.3,2022-2023
3066,Richarlison,BRA,Centrocampista,Tottenham,25,1997,27,12,1010,1,3,4,3,0,3.3,2.2,2022-2023
3067,Jaïro Riedewald,NED,Defensa,Crystal Palace,25,1996,6,0,64,0,0,0,0,0,0.1,0.0,2022-2023
