,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
36,Ross Barkley,ENG,Centrocampista,Chelsea,23,1993,2,2,129,0,0,0,0,0,0.8,0.1,2017-2018
37,Ashley Barnes,ENG,Delantero,Burnley,27,1989,36,21,2165,9,0,9,10,0,6.7,1.6,2017-2018
38,Harvey Barnes,ENG,Centrocampista,Leicester City,19,1997,3,0,10,0,0,0,0,0,0.1,0.0,2017-2018
39,Gareth Barry,ENG,Centrocampista,West Brom,36,1981,25,22,1923,1,1,2,4,0,1.6,1.4,2017-2018
40,Kyle Bartley,ENG,Defensa,Swansea City,26,1991,5,2,235,0,0,0,2,0,0.1,0.3,2017-2018
41,Michy Batshuayi,BEL,Delantero,Chelsea,23,1993,12,3,360,2,1,3,0,0,1.1,0.1,2017-2018
42,Moritz Bauer,AUT,Defensa,Stoke City,25,1992,15,15,1306,0,0,0,4,0,0.2,0.9,2017-2018
43,Jan Bednarek,POL,Defensa,Southampton,21,1996,5,5,426,1,0,1,1,0,0.2,0.0,2017-2018
44,Asmir Begović,BIH,PO,Bournemouth,30,1987,38,38,3420,0,0,0,2,0,0.0,0.0,2017-2018
45,Héctor Bellerín,ESP,Defensa,Arsenal,22,1995,35,34,3051,2,3,5,5,0,2.2,3.9,2017-2018
46,Yohan Benalouane,TUN,Defensa,Leicester City,30,1987,1,1,90,0,0,0,0,0,0.1,0.0,2017-2018
47,Christian Benteke,BEL,Delantero,Crystal Palace,26,1990,31,24,2240,3,5,8,6,0,10.2,2.9,2017-2018
48,Saido Berahino,BDI,Delantero,Stoke City,23,1993,15,3,494,0,1,1,0,0,2.0,0.6,2017-2018
49,Jóhann Berg Guðmundsson,ISL,Centrocampista,Burnley,26,1990,35,32,2833,2,8,10,2,0,3.5,4.7,2017-2018
50,Ryan Bertrand,ENG,Defensa,Southampton,27,1989,35,35,3135,0,4,4,2,0,1.7,3.1,2017-2018
51,Muhamed Bešić,BIH,Centrocampista,Everton,24,1992,2,0,46,0,0,0,0,0,0.0,0.0,2017-2018
52,Philip Billing,DEN,Centrocampista,Huddersfield,21,1996,16,8,764,0,0,0,3,0,0.2,0.5,2017-2018
53,Mame Biram Diouf,SEN,Delantero,Stoke City,29,1987,35,30,2596,6,2,8,6,0,6.5,1.9,2017-2018
54,Daley Blind,NED,Defensa,Manchester Utd,27,1990,7,4,362,0,0,0,0,0,0.1,0.2,2017-2018
55,Jeremie Boga,CIV,Centrocampista,Chelsea,20,1997,1,1,17,0,0,0,0,0,0.0,0.0,2017-2018
56,Yannick Bolasie,COD,Delantero,Everton,28,1989,16,11,851,1,0,1,0,0,1.5,0.7,2017-2018
57,Gaëtan Bong,CMR,Defensa,Brighton,29,1988,25,25,2236,0,0,0,2,0,0.1,0.5,2017-2018
58,Wilfried Bony,CIV,Delantero,Swansea City,28,1988,15,8,707,2,0,2,2,0,1.6,0.2,2017-2018
59,Sofiane Boufal,MAR,Delantero,Southampton,23,1993,26,11,1219,2,2,4,1,0,1.7,1.8,2017-2018
60,Robbie Brady,IRL,Centrocampista,Burnley,25,1992,15,15,1277,1,2,3,3,0,1.2,2.1,2017-2018
61,Claudio Bravo,CHI,PO,Manchester City,34,1983,3,2,226,0,0,0,0,0,0.0,0.0,2017-2018
62,Miguel Britos,URU,Defensa,Watford,32,1985,12,10,797,1,0,1,3,1,0.8,0.4,2017-2018
63,Leon Britton,ENG,Centrocampista,Swansea City,34,1982,5,4,302,0,0,0,1,0,0.0,0.0,2017-2018
64,Izzy Brown,ENG,Centrocampista,Brighton,20,1997,13,4,311,0,0,0,0,0,0.1,0.8,2017-2018
65,Bruno,ESP,Defensa,Brighton,36,1980,25,23,2016,0,0,0,3,0,0.1,0.6,2017-2018
66,Chris Brunt,NIR,Centrocampista,West Brom,32,1984,26,22,1920,0,7,7,5,0,1.8,4.3,2017-2018
67,Oliver Burke,SCO,Delantero,West Brom,20,1997,15,2,367,0,2,2,0,0,0.5,0.5,2017-2018
68,Jack Butland,ENG,PO,Stoke City,24,1993,35,35,3150,0,0,0,0,0,0.0,0.0,2017-2018
69,Sam Byram,ENG,Defensa,West Ham,23,1993,5,2,248,0,0,0,1,0,0.3,0.1,2017-2018
70,Willy Caballero,ARG,PO,Chelsea,35,1981,3,3,270,0,0,0,0,0,0.0,0.0,2017-2018
71,Yohan Cabaye,FRA,Centrocampista,Crystal Palace,31,1986,31,28,2376,0,1,1,7,0,2.3,4.1,2017-2018
72,Gary Cahill,ENG,Defensa,Chelsea,31,1985,27,24,2086,0,0,0,1,1,0.5,0.1,2017-2018
73,Dominic Calvert-Lewin,ENG,Delantero,Everton,20,1997,32,18,1882,4,6,10,4,0,4.9,2.6,2017-2018
74,Geoff Cameron,USA,Defensa,Stoke City,32,1985,20,17,1525,0,0,0,2,0,0.3,0.1,2017-2018
75,Tyrese Campbell,ENG,Delantero,Stoke City,17,1999,4,0,79,0,0,0,0,0,0.2,0.0,2017-2018
76,Emre Can,GER,Centrocampista,Liverpool,23,1994,26,24,2091,3,4,7,8,0,1.8,3.0,2017-2018
77,Étienne Capoue,FRA,Centrocampista,Watford,29,1988,23,18,1542,1,0,1,3,0,0.8,0.6,2017-2018
78,Michael Carrick,ENG,Centrocampista,Manchester Utd,36,1981,2,1,109,0,0,0,0,0,0.5,0.1,2017-2018
79,André Carrillo,PER,Delantero,Watford,26,1991,28,16,1540,1,2,3,2,0,2.3,2.8,2017-2018
80,Guido Carrillo,ARG,Delantero,Southampton,26,1991,7,5,450,0,1,1,0,0,0.7,0.4,2017-2018
81,Andy Carroll,ENG,Delantero,West Ham,28,1989,16,7,751,3,0,3,6,2,1.8,0.5,2017-2018
82,Tom Carroll,ENG,Centrocampista,Swansea City,25,1992,37,28,2570,0,4,4,3,0,0.9,4.1,2017-2018
83,Craig Cathcart,NIR,Defensa,Watford,28,1989,7,5,523,0,0,0,1,0,0.1,0.0,2017-2018
84,Petr Čech,CZE,PO,Arsenal,35,1982,34,34,3039,0,0,0,1,0,0.0,0.0,2017-2018
85,Nacer Chadli,BEL,Delantero,West Brom,27,1989,5,2,260,1,0,1,1,0,0.2,0.1,2017-2018
86,Nathaniel Chalobah,ENG,Centrocampista,Watford,22,1994,6,5,447,0,0,0,1,0,0.8,0.0,2017-2018
87,Calum Chambers,ENG,Defensa,Arsenal,22,1995,12,10,866,0,0,0,1,0,1.4,0.1,2017-2018
88,Ben Chilwell,ENG,Defensa,Leicester City,20,1996,24,20,1853,0,2,2,2,2,0.2,2.4,2017-2018
89,Hamza Choudhury,ENG,Centrocampista,Leicester City,19,1997,8,4,378,0,1,1,1,0,0.0,0.4,2017-2018
90,Andreas Christensen,DEN,Defensa,Chelsea,21,1996,27,23,2086,0,0,0,0,0,0.9,0.1,2017-2018
91,Lee Chung-yong,KOR,Delantero,Crystal Palace,29,1988,7,1,135,0,0,0,0,0,0.0,0.1,2017-2018
92,Ciaran Clark,IRL,Defensa,Newcastle Utd,27,1989,20,19,1746,2,1,3,3,0,1.7,0.7,2017-2018
93,Tom Cleverley,ENG,Centrocampista,Watford,27,1989,23,22,1902,1,2,3,2,2,1.9,1.6,2017-2018
94,Sam Clucas,ENG,Centrocampista,Swansea City,26,1990,29,23,2044,3,1,4,2,0,2.6,1.3,2017-2018
95,Nathaniel Clyne,ENG,Defensa,Liverpool,26,1991,3,2,174,0,0,0,1,0,0.1,0.1,2017-2018
96,Séamus Coleman,IRL,Defensa,Everton,28,1988,12,12,1035,0,1,1,0,0,1.0,0.7,2017-2018
97,James Collins,WAL,Defensa,West Ham,33,1983,13,12,1050,1,0,1,3,0,0.3,0.2,2017-2018
98,Lewis Cook,ENG,Centrocampista,Bournemouth,20,1997,29,25,2237,0,2,2,5,0,0.5,1.6,2017-2018
99,Steve Cook,ENG,Defensa,Bournemouth,26,1991,34,31,2767,2,1,3,5,0,1.6,1.0,2017-2018
100,Francis Coquelin,FRA,Centrocampista,Arsenal,26,1991,7,1,169,0,0,0,0,0,0.1,0.6,2017-2018
101,Jack Cork,ENG,Centrocampista,Burnley,28,1989,38,38,3420,2,1,3,7,0,2.2,1.1,2017-2018
102,Thibaut Courtois,BEL,PO,Chelsea,25,1992,35,35,3150,0,0,0,2,0,0.0,0.0,2017-2018
103,Philippe Coutinho,BRA,Centrocampista,Liverpool,25,1992,14,13,1109,7,6,13,0,0,3.5,4.7,2017-2018
104,Martin Cranie,ENG,Defensa,Huddersfield,30,1986,3,2,180,0,0,0,0,0,0.0,0.0,2017-2018
105,Aaron Cresswell,ENG,Defensa,West Ham,27,1989,36,35,3069,1,3,4,7,0,0.8,3.2,2017-2018
106,Peter Crouch,ENG,Delantero,Stoke City,36,1981,31,14,1567,5,2,7,4,0,4.2,2.8,2017-2018
107,Josh Cullen,IRL,Centrocampista,West Ham,21,1996,2,0,8,0,0,0,0,0,0.0,0.0,2017-2018
108,Charlie Daniels,ENG,Defensa,Bournemouth,30,1986,35,34,3002,1,3,4,0,0,0.6,2.2,2017-2018
109,Danilo,BRA,Defensa,Manchester City,26,1991,23,13,1349,3,2,5,2,0,1.1,0.2,2017-2018
110,Scott Dann,ENG,Defensa,Crystal Palace,30,1987,17,16,1435,1,0,1,4,0,2.3,0.2,2017-2018
111,Karl Darlow,ENG,PO,Newcastle Utd,26,1990,10,10,900,0,0,0,0,0,0.0,0.0,2017-2018
112,Matteo Darmian,ITA,Defensa,Manchester Utd,27,1989,8,5,444,0,0,0,0,0,0.0,0.0,2017-2018
113,Ben Davies,WAL,Defensa,Tottenham,24,1993,29,26,2324,2,6,8,3,0,1.1,3.2,2017-2018
114,Tom Davies,ENG,Centrocampista,Everton,19,1998,33,20,1900,2,1,3,7,0,1.5,0.6,2017-2018
115,Steven Davis,NIR,Centrocampista,Southampton,32,1985,23,17,1521,3,0,3,0,0,0.9,1.1,2017-2018
116,Craig Dawson,ENG,Defensa,West Brom,27,1990,28,28,2510,2,0,2,6,0,2.3,1.2,2017-2018
117,Kevin De Bruyne,BEL,Centrocampista,Manchester City,26,1991,37,36,3073,8,16,24,2,0,5.1,11.1,2017-2018
118,Troy Deeney,ENG,Delantero,Watford,29,1988,29,20,1844,5,2,7,1,1,6.9,2.8,2017-2018
119,Jermain Defoe,ENG,Delantero,Bournemouth,34,1982,24,11,1088,4,1,5,1,0,3.5,1.1,2017-2018
120,Steven Defour,BEL,Centrocampista,Burnley,29,1988,24,24,1997,1,1,2,6,0,0.8,1.1,2017-2018
121,Damien Delaney,IRL,Defensa,Crystal Palace,36,1981,2,1,96,0,0,0,0,0,0.0,0.0,2017-2018
122,Fabian Delph,ENG,Defensa,Manchester City,27,1989,22,21,1741,1,2,3,2,0,0.3,1.2,2017-2018
123,Mousa Dembélé,BEL,Centrocampista,Tottenham,30,1987,28,21,1879,0,0,0,6,0,0.4,0.7,2017-2018
124,Laurent Depoitre,BEL,Delantero,Huddersfield,28,1988,33,18,1820,6,1,7,1,0,3.7,1.4,2017-2018
125,Mike van der Hoorn,NED,Defensa,Swansea City,24,1992,24,24,1944,1,0,1,4,0,1.0,0.6,2017-2018
126,Gerard Deulofeu,ESP,Delantero,Watford,23,1994,7,5,435,1,0,1,0,0,0.5,0.6,2017-2018
127,Fousseni Diabaté,MLI,Centrocampista,Leicester City,21,1995,14,5,587,0,1,1,1,0,0.5,0.3,2017-2018
128,Mohamed Diamé,SEN,Centrocampista,Newcastle Utd,30,1987,31,23,2041,2,0,2,3,0,1.4,0.7,2017-2018
129,Brahim Díaz,ESP,Delantero,Manchester City,17,1999,5,0,55,0,0,0,0,0,0.5,0.0,2017-2018
130,Eric Dier,ENG,Centrocampista,Tottenham,23,1994,34,32,2824,0,2,2,4,0,2.0,1.7,2017-2018
131,Abdoulaye Doucouré,MLI,Centrocampista,Watford,24,1993,37,37,3324,7,3,10,10,0,3.5,2.3,2017-2018
132,Aleksandar Dragović,AUT,Defensa,Leicester City,26,1991,11,7,769,0,0,0,2,0,0.1,0.0,2017-2018
133,Danny Drinkwater,ENG,Centrocampista,Chelsea,27,1990,12,5,527,1,0,1,0,0,0.2,0.3,2017-2018
134,Martin Dúbravka,SVK,PO,Newcastle Utd,28,1989,12,12,1080,0,0,0,0,0,0.0,0.0,2017-2018
135,Shane Duffy,IRL,Defensa,Brighton,25,1992,37,37,3292,0,1,1,8,0,2.3,1.1,2017-2018
136,Paul Dummett,WAL,Defensa,Newcastle Utd,25,1991,20,19,1602,0,0,0,1,0,0.3,0.3,2017-2018
137,Lewis Dunk,ENG,Defensa,Brighton,25,1991,38,38,3420,1,1,2,7,0,2.7,1.2,2017-2018
138,Nathan Dyer,ENG,Centrocampista,Swansea City,29,1987,24,16,1307,0,0,0,2,0,0.9,0.8,2017-2018
139,Ederson,BRA,PO,Manchester City,23,1993,36,36,3194,0,0,0,1,0,0.0,0.1,2017-2018
140,Tom Edwards,ENG,Defensa,Stoke City,18,1999,6,6,481,0,0,0,0,0,0.0,0.4,2017-2018
141,Rob Elliot,IRL,PO,Newcastle Utd,31,1986,16,16,1440,0,0,0,0,0,0.0,0.0,2017-2018
142,Mohamed Elneny,EGY,Centrocampista,Arsenal,25,1992,13,11,867,0,1,1,3,1,0.3,0.9,2017-2018
143,Christian Eriksen,DEN,Centrocampista,Tottenham,25,1992,37,37,3218,10,10,20,0,0,7.0,11.6,2017-2018
144,Jonny Evans,NIR,Defensa,West Brom,29,1988,28,26,2270,2,2,4,7,0,2.1,0.9,2017-2018
145,Patrice Evra,FRA,Defensa,West Ham,36,1981,5,3,228,0,0,0,0,0,0.0,0.0,2017-2018
146,Łukasz Fabiański,POL,PO,Swansea City,32,1985,38,38,3420,0,0,0,0,0,0.0,0.0,2017-2018
147,Cesc Fàbregas,ESP,Centrocampista,Chelsea,30,1987,32,25,2307,2,4,6,5,2,2.4,6.8,2017-2018
148,Marouane Fellaini,BEL,Centrocampista,Manchester Utd,29,1987,16,5,683,4,0,4,1,0,3.5,0.2,2017-2018
149,Kiko Femenía,ESP,Defensa,Watford,26,1991,23,19,1713,1,1,2,2,0,0.4,1.8,2017-2018
150,Leroy Fer,NED,Centrocampista,Swansea City,27,1990,20,15,1397,1,1,2,5,0,1.6,1.0,2017-2018
151,Edimilson Fernandes,SUI,Centrocampista,West Ham,21,1996,14,9,845,0,1,1,1,0,0.3,0.3,2017-2018
152,Federico Fernández,ARG,Defensa,Swansea City,28,1989,30,30,2676,1,1,2,5,0,0.7,0.7,2017-2018
153,Fernandinho,BRA,Centrocampista,Manchester City,32,1985,34,33,2881,5,3,8,7,0,2.1,2.8,2017-2018
154,Sam Field,ENG,Centrocampista,West Brom,19,1998,10,7,537,1,0,1,3,0,0.5,0.2,2017-2018
155,Roberto Firmino,BRA,Delantero,Liverpool,25,1991,37,32,2763,15,7,22,1,0,10.7,6.5,2017-2018
156,Darren Fletcher,SCO,Centrocampista,Stoke City,33,1984,27,25,2219,1,1,2,0,0,0.4,1.6,2017-2018
157,Phil Foden,ENG,Centrocampista,Manchester City,17,2000,5,0,49,0,1,1,0,0,0.0,0.3,2017-2018
158,José Fonte,POR,Defensa,West Ham,33,1983,8,8,688,0,1,1,0,0,0.6,0.3,2017-2018
159,Fraser Forster,ENG,PO,Southampton,29,1988,20,20,1800,0,0,0,0,0,0.0,0.0,2017-2018
160,Ben Foster,ENG,PO,West Brom,34,1983,37,37,3330,0,0,0,2,0,0.0,0.1,2017-2018
161,Timothy Fosu-Mensah,NED,Defensa,Crystal Palace,19,1998,21,17,1596,0,0,0,2,0,0.2,0.3,2017-2018
162,Simon Francis,ENG,Defensa,Bournemouth,32,1985,32,31,2705,0,1,1,9,2,0.6,1.5,2017-2018
163,Ryan Fraser,SCO,Centrocampista,Bournemouth,23,1994,26,23,2004,5,3,8,0,0,1.8,3.3,2017-2018
164,Christian Fuchs,AUT,Defensa,Leicester City,31,1986,25,21,1921,0,1,1,1,0,0.5,1.2,2017-2018
165,Jay Fulton,SCO,Centrocampista,Swansea City,23,1994,2,0,19,0,0,0,1,0,0.0,0.0,2017-2018
166,Ramiro Funes Mori,ARG,Defensa,Everton,26,1991,4,1,121,0,0,0,1,0,0.0,0.0,2017-2018
167,Manolo Gabbiadini,ITA,Delantero,Southampton,25,1991,28,11,1081,5,0,5,2,0,2.5,0.5,2017-2018
168,Jesús Gámez,ESP,Defensa,Newcastle Utd,32,1985,2,1,98,0,0,0,0,0,0.1,0.2,2017-2018
169,Idrissa Gana Gueye,SEN,Centrocampista,Everton,27,1989,33,32,2751,2,1,3,7,2,1.5,0.8,2017-2018
170,Dwight Gayle,ENG,Delantero,Newcastle Utd,26,1990,35,23,1958,6,3,9,3,0,8.3,2.0,2017-2018
171,Paulo Gazzaniga,ARG,PO,Tottenham,25,1992,1,1,90,0,0,0,0,0,0.0,0.0,2017-2018
172,David de Gea,ESP,PO,Manchester Utd,26,1990,37,37,3330,0,0,0,0,0,0.0,0.0,2017-2018
173,Kieran Gibbs,ENG,Defensa,West Brom,27,1989,33,32,2827,0,1,1,3,0,0.4,1.8,2017-2018
174,Olivier Giroud,FRA,Delantero,Arsenal,30,1986,16,1,388,4,1,5,0,0,3.3,0.9,2017-2018
175,Olivier Giroud,FRA,Delantero,Chelsea,30,1986,13,6,613,3,1,4,0,0,3.6,2.0,2017-2018
176,Connor Goldson,ENG,Defensa,Brighton,24,1992,3,2,200,0,0,0,1,0,0.2,0.0,2017-2018
177,Heurelho Gomes,BRA,PO,Watford,36,1981,24,24,2128,0,0,0,0,0,0.0,0.0,2017-2018
178,Joe Gomez,ENG,Defensa,Liverpool,20,1997,23,21,1902,0,2,2,3,0,0.3,1.5,2017-2018
179,Dan Gosling,ENG,Centrocampista,Bournemouth,27,1990,28,21,1947,2,1,3,8,0,2.1,0.9,2017-2018
180,Lee Grant,ENG,PO,Stoke City,34,1983,3,3,270,0,0,0,0,0,0.0,0.0,2017-2018
181,Andre Gray,JAM,Delantero,Watford,26,1991,31,16,1498,5,2,7,1,0,6.7,2.1,2017-2018
182,Demarai Gray,JAM,Centrocampista,Leicester City,21,1996,35,17,1697,3,1,4,2,0,2.5,3.4,2017-2018
183,Pascal Groß,GER,Delantero,Brighton,26,1991,38,35,2928,7,8,15,2,0,3.3,8.3,2017-2018
184,Marko Grujić,SRB,Centrocampista,Liverpool,21,1996,3,0,16,0,0,0,0,0,0.0,0.0,2017-2018
185,İlkay Gündoğan,GER,Centrocampista,Manchester City,26,1990,30,15,1517,4,1,5,3,0,3.0,1.7,2017-2018
186,Florent Hadergjonaj,KVX,Defensa,Huddersfield,23,1994,23,19,1674,0,1,1,3,0,0.3,1.5,2017-2018
187,Massadio Haïdara,MLI,Delantero,Newcastle Utd,24,1992,1,0,4,0,0,0,0,0,0.0,0.0,2017-2018
188,Ben Hamer,ENG,PO,Leicester City,29,1987,4,3,275,0,0,0,0,0,0.0,0.0,2017-2018
189,Rekeem Harper,ENG,Centrocampista,West Brom,17,2000,1,0,21,0,0,0,0,0,0.0,0.1,2017-2018
190,Joe Hart,ENG,PO,West Ham,30,1987,19,19,1710,0,1,1,0,0,0.0,0.7,2017-2018
191,Isaac Hayden,ENG,Centrocampista,Newcastle Utd,22,1995,26,15,1374,1,0,1,7,0,1.0,0.6,2017-2018
192,Eden Hazard,BEL,Delantero,Chelsea,26,1991,34,28,2422,12,4,16,2,0,7.7,6.4,2017-2018
193,Tom Heaton,ENG,PO,Burnley,31,1986,4,4,305,0,0,0,0,0,0.0,0.0,2017-2018
194,Michael Hefele,GER,Defensa,Huddersfield,26,1990,2,0,33,0,0,0,1,0,0.0,0.0,2017-2018
195,Ahmed Hegazi,EGY,Defensa,West Brom,26,1991,38,38,3386,2,0,2,4,0,1.7,0.6,2017-2018
196,Tomer Hemed,ISR,Delantero,Brighton,30,1987,16,9,849,2,2,4,0,0,1.9,0.1,2017-2018
197,Jordan Henderson,ENG,Centrocampista,Liverpool,27,1990,27,25,2171,1,1,2,1,0,1.2,1.8,2017-2018
198,Jeff Hendrick,IRL,Delantero,Burnley,25,1992,34,29,2331,2,2,4,1,0,2.0,2.7,2017-2018
199,Wayne Hennessey,WAL,PO,Crystal Palace,30,1987,27,27,2430,0,0,0,1,0,0.0,0.5,2017-2018
200,Javier Hernández,MEX,Delantero,West Ham,29,1988,28,16,1548,8,0,8,3,0,5.0,1.3,2017-2018
201,Ander Herrera,ESP,Centrocampista,Manchester Utd,27,1989,26,13,1268,0,2,2,5,0,0.4,1.6,2017-2018
202,Son Heung-min,KOR,Delantero,Tottenham,25,1992,37,27,2317,12,6,18,0,0,10.2,6.2,2017-2018
203,Wesley Hoedt,NED,Defensa,Southampton,23,1994,28,28,2520,0,1,1,7,0,1.3,0.5,2017-2018
204,Jonathan Hogg,ENG,Centrocampista,Huddersfield,28,1988,30,29,2398,0,0,0,9,2,0.4,0.4,2017-2018
205,Rob Holding,ENG,Defensa,Arsenal,21,1995,12,9,822,0,0,0,3,0,0.1,0.0,2017-2018
206,José Holebas,GRE,Defensa,Watford,33,1984,28,26,2382,0,4,4,7,0,0.6,3.2,2017-2018
207,Mason Holgate,ENG,Defensa,Everton,20,1996,15,13,1184,0,0,0,3,0,0.6,0.6,2017-2018
208,Callum Hudson-Odoi,ENG,Delantero,Chelsea,16,2000,2,0,29,0,0,0,0,0,0.1,0.0,2017-2018
209,Will Hughes,ENG,Centrocampista,Watford,22,1995,15,11,990,2,3,5,0,0,0.6,1.5,2017-2018
210,Jordan Hugill,ENG,Delantero,West Ham,25,1992,3,0,25,0,0,0,0,0,0.0,0.0,2017-2018
211,Uwe Hünemeier,GER,Defensa,Brighton,31,1986,1,0,18,0,0,0,0,0,0.0,0.0,2017-2018
212,Emerson Hyndman,USA,Centrocampista,Bournemouth,21,1996,1,1,58,0,0,0,0,0,0.0,0.0,2017-2018
213,Pierre Højbjerg,DEN,Centrocampista,Southampton,21,1995,23,19,1670,0,0,0,6,0,1.0,0.6,2017-2018
214,Jordon Ibe,ENG,Centrocampista,Bournemouth,21,1995,32,22,1995,2,6,8,1,0,3.0,3.3,2017-2018
215,Vicente Iborra,ESP,Centrocampista,Leicester City,29,1988,19,17,1410,3,0,3,0,0,1.7,0.5,2017-2018
216,Zlatan Ibrahimović,SWE,Centrocampista,Manchester Utd,35,1981,5,1,106,0,0,0,0,0,0.2,0.1,2017-2018
217,Kelechi Iheanacho,NGA,Delantero,Leicester City,20,1996,21,7,830,3,3,6,2,0,4.1,2.3,2017-2018
218,Tom Ince,ENG,Centrocampista,Huddersfield,25,1992,33,27,2452,2,0,2,0,0,6.4,1.4,2017-2018
219,Danny Ings,ENG,Delantero,Liverpool,25,1992,8,3,267,1,0,1,0,0,1.1,0.1,2017-2018
220,Stephen Ireland,IRL,Centrocampista,Stoke City,30,1986,4,1,131,0,0,0,1,0,0.4,0.0,2017-2018
221,Alex Iwobi,NGA,Centrocampista,Arsenal,21,1996,26,22,1830,3,5,8,1,0,3.9,3.5,2017-2018
222,José Izquierdo,COL,Centrocampista,Brighton,25,1992,32,23,1984,5,3,8,2,0,3.8,2.2,2017-2018
223,Phil Jagielka,ENG,Defensa,Everton,34,1982,25,23,2065,0,0,0,2,0,0.5,0.0,2017-2018
224,Eldin Jakupović,SUI,PO,Leicester City,32,1984,2,2,180,0,0,0,0,0,0.0,0.0,2017-2018
225,Matty James,ENG,Centrocampista,Leicester City,26,1991,13,11,993,0,0,0,2,0,1.3,0.1,2017-2018
226,Daryl Janmaat,NED,Defensa,Watford,28,1989,23,21,1820,3,0,3,3,0,1.8,1.0,2017-2018
227,Vincent Janssen,NED,Defensa,Tottenham,23,1994,1,0,1,0,0,0,0,0,0.0,0.0,2017-2018
228,Jesé,ESP,Delantero,Stoke City,24,1993,13,8,614,1,1,2,0,0,0.9,0.7,2017-2018
229,Gabriel Jesus,BRA,Delantero,Manchester City,20,1997,29,19,1668,13,3,16,6,0,13.8,2.1,2017-2018
230,Glen Johnson,ENG,Defensa,Stoke City,32,1984,9,7,547,0,0,0,3,0,0.1,0.2,2017-2018
231,Phil Jones,ENG,Defensa,Manchester Utd,25,1992,23,23,1973,0,0,0,2,0,0.4,0.1,2017-2018
232,Joselu,ESP,Delantero,Newcastle Utd,27,1990,30,19,1712,4,1,5,2,0,6.0,1.2,2017-2018
233,Mathias Jørgensen,DEN,Defensa,Huddersfield,27,1990,38,38,3420,0,2,2,6,0,1.9,0.9,2017-2018
234,Christian Kabasele,BEL,Defensa,Watford,26,1991,28,27,2330,2,0,2,5,0,0.7,0.1,2017-2018
235,Younès Kaboul,FRA,Defensa,Watford,31,1986,2,2,150,0,0,0,0,0,0.0,0.0,2017-2018
236,Elias Kachunga,COD,Delantero,Huddersfield,25,1992,19,17,1329,1,1,2,1,0,1.9,0.6,2017-2018
237,Sullay Kaikai,SLE,Centrocampista,Crystal Palace,21,1995,1,0,14,0,0,0,0,0,0.0,0.0,2017-2018
238,Harry Kane,ENG,Delantero,Tottenham,24,1993,37,35,3076,30,2,32,5,0,24.8,2.7,2017-2018
239,N'Golo Kanté,FRA,Centrocampista,Chelsea,26,1991,34,34,2994,1,1,2,3,0,0.8,2.9,2017-2018
240,Loris Karius,GER,PO,Liverpool,24,1993,19,19,1710,0,0,0,1,0,0.0,0.0,2017-2018
241,Orestis Karnezis,GRE,PO,Watford,32,1985,15,14,1292,0,0,0,0,0,0.0,0.0,2017-2018
242,Beram Kayal,ISR,Centrocampista,Brighton,29,1988,19,8,745,0,0,0,2,0,0.2,0.5,2017-2018
243,Michael Keane,ENG,Defensa,Everton,24,1993,30,29,2560,0,1,1,3,0,1.1,0.5,2017-2018
244,Martin Kelly,ENG,Defensa,Crystal Palace,27,1990,15,12,1195,0,0,0,1,0,0.4,0.1,2017-2018
245,Kenedy,BRA,Centrocampista,Newcastle Utd,21,1996,13,13,1023,2,2,4,1,0,2.4,1.7,2017-2018
246,Jonjoe Kenny,ENG,Defensa,Everton,20,1997,19,17,1590,0,1,1,2,0,0.1,1.5,2017-2018
247,Andy King,WAL,Centrocampista,Leicester City,28,1988,11,5,537,1,0,1,1,0,0.5,0.1,2017-2018
248,Andy King,WAL,Centrocampista,Swansea City,28,1988,11,9,715,2,1,3,1,0,1.0,0.2,2017-2018
249,Joshua King,NOR,Delantero,Bournemouth,25,1992,33,27,2453,8,3,11,3,0,6.5,4.9,2017-2018
250,Davy Klaassen,NED,Centrocampista,Everton,24,1993,7,3,251,0,0,0,0,0,0.1,0.1,2017-2018
251,Ragnar Klavan,EST,Defensa,Liverpool,31,1985,19,16,1451,1,0,1,0,0,0.9,0.2,2017-2018
252,Anthony Knockaert,FRA,Centrocampista,Brighton,25,1991,33,27,2421,3,1,4,4,1,4.1,3.2,2017-2018
253,Sead Kolašinac,BIH,Defensa,Arsenal,24,1993,27,25,2147,2,4,6,3,0,2.2,3.5,2017-2018
254,Vincent Kompany,BEL,Defensa,Manchester City,31,1986,17,17,1394,1,1,2,6,0,0.8,0.5,2017-2018
255,Terence Kongolo,NED,Defensa,Huddersfield,23,1994,13,11,1049,0,0,0,0,0,0.3,0.1,2017-2018
256,Laurent Koscielny,FRA,Defensa,Arsenal,31,1985,25,25,2225,2,0,2,4,0,1.9,0.4,2017-2018
257,Cheikhou Kouyaté,SEN,Centrocampista,West Ham,27,1989,33,32,2799,2,3,5,5,0,2.7,1.1,2017-2018
258,Bojan Krkić,ESP,Centrocampista,Stoke City,26,1990,1,1,71,0,0,0,0,0,0.0,0.0,2017-2018
259,Grzegorz Krychowiak,POL,Centrocampista,West Brom,27,1990,27,20,1641,0,2,2,2,0,0.8,1.8,2017-2018
260,Rajiv van La Parra,NED,Delantero,Huddersfield,26,1991,33,26,2137,3,0,3,3,1,3.1,0.9,2017-2018
