Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
1732,Sergio Álvarez,ESP,PO,Celta Vigo,32,1986,2,2,180,0,0,0,3,0,0.0,0.0,-
1733,Yeray Álvarez,ESP,Defensa,Athletic Club,24,1995,32,32,2810,0,0,0,2,0,1.3,0.8,"12,00 mill. €"
1734,Ibrahim Amadou,FRA,Centrocampista,Leganés,26,1993,10,9,770,0,0,0,2,0,0.7,0.0,500 mil €
1735,Amath,SEN,Centrocampista,Getafe,23,1996,7,0,66,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1736,Miguel Ángel Guerrero,ESP,Delantero,Leganés,29,1990,13,9,790,1,0,1,0,0,2.6,0.6,"1,50 mill. €"
1737,José Ángel,ESP,Defensa,Eibar,29,1989,28,27,2360,1,1,2,4,0,0.8,2.8,"11,00 mill. €"
1738,Miguel Ángel Moyá,ESP,PO,Real Sociedad,35,1984,13,13,1170,0,0,0,0,0,0.0,0.0,-
1739,Antoñito,ESP,Defensa,Valladolid,31,1987,15,11,1029,0,0,0,1,0,0.1,0.9,800 mil €
1740,Anuar,MAR,Centrocampista,Valladolid,24,1995,11,1,189,0,0,0,1,0,0.0,0.0,"6,00 mill. €"
1741,Mauro Arambarri,URU,Centrocampista,Getafe,23,1995,35,34,3069,1,1,2,11,1,2.1,2.1,"2,00 mill. €"
1742,Néstor Araujo,MEX,Defensa,Celta Vigo,27,1991,34,32,2888,1,2,3,10,0,1.0,0.8,"10,00 mill. €"
1743,Ronald Araújo,URU,Defensa,Barcelona,20,1999,6,2,238,0,0,0,0,1,0.2,0.0,"70,00 mill. €"
1744,Anaitz Arbilla,ESP,Defensa,Eibar,32,1987,24,22,2007,1,0,1,5,0,0.7,0.3,400 mil €
1745,Alphonse Areola,FRA,PO,Real Madrid,26,1993,4,4,360,0,0,0,1,0,0.0,0.0,"2,50 mill. €"
1746,Santiago Arias,COL,Defensa,Atlético Madrid,27,1992,14,11,1076,0,1,1,1,0,0.5,2.1,"2,50 mill. €"
1747,José Arnaiz,ESP,Delantero,Osasuna,24,1995,14,8,791,2,1,3,2,0,1.4,0.4,"2,50 mill. €"
1748,José Arnaiz,ESP,Centrocampista,Leganés,24,1995,12,2,337,0,0,0,2,0,0.7,0.5,"25,00 mill. €"
1749,Sergio Asenjo,ESP,PO,Villarreal,30,1989,34,34,3060,0,0,0,2,0,0.0,0.0,700 mil €
1750,Marco Asensio,ESP,Delantero,Real Madrid,23,1996,9,3,336,3,1,4,0,0,1.1,1.4,"5,00 mill. €"
1751,Iago Aspas,ESP,Delantero,Celta Vigo,31,1987,37,37,3262,14,3,17,9,0,14.6,4.4,400 mil €
1752,Roger Assalé,CIV,Delantero,Leganés,25,1993,14,2,531,2,1,3,1,0,1.7,1.1,800 mil €
1753,Miguel Atienza,ESP,Centrocampista,Eibar,20,1999,3,0,30,0,0,0,0,0,0.1,0.0,"5,00 mill. €"
1754,Ezequiel Ávila,ARG,Delantero,Osasuna,25,1994,20,18,1591,9,2,11,6,0,7.7,3.6,300 mil €
1755,Javier Avilés,ESP,Centrocampista,Leganés,21,1997,9,1,184,1,1,2,1,0,0.6,0.8,"3,50 mill. €"
1756,Chidozie Awaziem,NGA,Defensa,Leganés,22,1997,26,21,1997,0,0,0,10,0,0.8,0.3,-
1757,Ramon Azeez,NGA,Centrocampista,Granada,26,1992,25,14,1361,2,0,2,3,0,2.4,0.3,"2,50 mill. €"
1758,Iddrisu Baba,GHA,Centrocampista,Mallorca,23,1996,36,35,2903,0,0,0,6,0,1.0,0.2,"20,00 mill. €"
1759,Carlos Bacca,COL,Delantero,Villarreal,32,1986,19,7,688,2,1,3,1,0,3.4,0.9,450 mil €
1760,Alex Baena,ESP,Centrocampista,Villarreal,18,2001,1,0,15,0,0,0,0,0,0.0,0.0,-
1761,Gareth Bale,WAL,Delantero,Real Madrid,30,1989,16,12,1089,2,2,4,4,1,4.0,1.7,400 mil €
1762,Mikel Balenziaga,ESP,Defensa,Athletic Club,31,1988,9,6,563,0,0,0,1,0,0.1,0.0,-
1763,Éver Banega,ARG,Centrocampista,Sevilla,31,1988,33,28,2475,3,7,10,10,0,3.2,6.1,"1,80 mill. €"
1764,Federico Barba,ITA,Defensa,Valladolid,25,1993,5,5,450,0,0,0,3,0,0.0,0.0,900 mil €
1765,Enis Bardhi,MKD,Centrocampista,Levante,24,1995,30,23,2114,7,2,9,5,0,5.1,3.5,"6,00 mill. €"
1766,Kike Barja,ESP,Centrocampista,Osasuna,22,1997,8,4,313,0,1,1,0,0,0.7,1.1,-
1767,Antonio Barragán,ESP,Defensa,Betis,32,1987,12,7,641,0,1,1,3,0,0.1,0.6,"10,00 mill. €"
1768,Ander Barrenetxea,ESP,Delantero,Real Sociedad,17,2001,17,3,442,1,0,1,1,0,0.9,0.5,"1,50 mill. €"
1769,Marc Bartra,ESP,Defensa,Betis,28,1991,30,29,2524,3,1,4,8,0,2.5,2.0,"15,00 mill. €"
1770,Gil Bastião Dias,POR,Centrocampista,Granada,22,1996,12,3,356,0,1,1,1,0,0.3,0.3,"15,00 mill. €"
1771,Fran Beltrán,ESP,Centrocampista,Celta Vigo,20,1999,28,22,1830,1,0,1,2,1,1.5,0.6,"2,50 mill. €"
1772,Hatem Ben Arfa,FRA,Centrocampista,Valladolid,32,1987,5,2,159,0,0,0,1,0,0.1,0.0,"2,00 mill. €"
1773,Karim Benzema,FRA,Delantero,Real Madrid,31,1987,37,36,3141,21,8,29,0,0,20.3,7.6,-
1774,Yuri Berchiche,ESP,Defensa,Athletic Club,29,1990,33,32,2850,2,1,3,7,0,1.5,2.8,900 mil €
1775,Markel Bergara,ESP,Centrocampista,Getafe,33,1986,2,0,72,0,0,0,2,0,0.1,0.0,"3,00 mill. €"
1776,Sergio Bermejo,ESP,Centrocampista,Celta Vigo,21,1997,1,0,5,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
1777,Pedro Bigas,ESP,Defensa,Eibar,28,1990,23,21,1777,3,0,3,2,0,1.2,0.1,200 mil €
1778,Rubén Blanco,ESP,PO,Celta Vigo,24,1995,33,33,2960,0,0,0,4,0,0.0,0.0,"3,00 mill. €"
1779,Pablo de Blasis,ARG,Defensa,Eibar,31,1988,30,15,1604,2,3,5,1,0,2.8,2.8,350 mil €
1780,Alejandro Blesa,ESP,Centrocampista,Levante,17,2002,1,0,2,0,0,0,0,0,0.0,0.0,300 mil €
1781,Yassine Bounou,MAR,PO,Sevilla,28,1991,6,5,495,0,1,1,1,0,0.0,0.2,700 mil €
1782,Filip Bradarić,CRO,Centrocampista,Celta Vigo,27,1992,14,7,706,0,0,0,2,1,0.3,0.1,"5,00 mill. €"
1783,Martin Braithwaite,DEN,Delantero,Barcelona,28,1991,11,4,407,1,0,1,1,0,2.7,0.6,"11,00 mill. €"
1784,Martin Braithwaite,DEN,Delantero,Leganés,28,1991,24,21,1934,6,1,7,3,0,7.1,2.2,"5,00 mill. €"
1785,Brandon,ESP,Delantero,Osasuna,24,1995,8,5,406,0,1,1,4,0,1.3,0.5,"5,00 mill. €"
1786,Darko Brašanac,SRB,Centrocampista,Osasuna,27,1992,31,27,2245,0,1,1,8,0,1.7,1.7,"2,00 mill. €"
1787,Yan Brice Eteki,CMR,Centrocampista,Granada,21,1997,28,18,1499,0,0,0,4,0,0.4,0.1,800 mil €
1788,Ante Budimir,CRO,Delantero,Mallorca,28,1991,35,33,2765,13,2,15,12,0,11.1,1.0,"5,00 mill. €"
1789,Esteban Burgos,ARG,Defensa,Eibar,27,1992,15,11,1119,1,0,1,3,0,0.6,0.1,700 mil €
1790,Burgui,ESP,Centrocampista,Alavés,25,1993,2,0,22,0,0,0,0,0,0.0,0.0,50 mil €
1791,Oliver Burke,SCO,Centrocampista,Alavés,22,1997,31,14,1429,1,2,3,2,0,2.9,1.6,"2,20 mill. €"
1792,Sergio Busquets,ESP,Centrocampista,Barcelona,31,1988,33,29,2483,2,2,4,9,0,1.3,2.8,"3,50 mill. €"
1793,Unai Bustinza,ESP,Defensa,Leganés,27,1992,33,31,2684,0,1,1,8,0,0.5,1.8,300 mil €
1794,Erick Cabaco,URU,Defensa,Getafe,24,1995,4,3,267,0,0,0,0,0,0.3,0.0,"1,00 mill. €"
1795,Erick Cabaco,URU,Defensa,Levante,24,1995,11,9,809,0,0,0,4,0,0.3,0.1,"1,00 mill. €"
1796,Ariday Cabrera,ESP,Centrocampista,Mallorca,30,1988,2,0,37,0,0,0,0,0,0.1,0.0,"2,50 mill. €"
1797,Leandro Cabrera,URU,Defensa,Getafe,28,1991,18,18,1530,2,0,2,3,0,1.0,0.4,100 mil €
1798,Leandro Cabrera,URU,Defensa,Espanyol,28,1991,17,17,1530,0,1,1,2,0,0.0,0.9,"2,50 mill. €"
1799,Fernando Calero,ESP,Defensa,Espanyol,23,1995,15,12,1043,0,0,0,4,1,0.0,0.0,"2,50 mill. €"
1800,Jonathan Calleri,ARG,Delantero,Espanyol,25,1993,27,20,1811,1,3,4,6,1,4.5,2.6,800 mil €
1801,Víctor Camarasa,ESP,Centrocampista,Alavés,25,1994,17,15,1293,0,1,1,1,0,0.3,2.2,"4,00 mill. €"
1802,Sergio Camello,ESP,Delantero,Atlético Madrid,18,2001,2,0,25,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1803,José Campaña,ESP,Centrocampista,Levante,26,1993,37,35,3156,2,7,9,4,1,2.4,5.2,"2,50 mill. €"
1804,Xisco Campos,ESP,Defensa,Mallorca,37,1982,9,4,473,0,1,1,2,0,0.3,0.4,-
1805,Víctor Campuzano,ESP,Delantero,Espanyol,22,1997,20,9,870,0,0,0,2,0,1.7,0.1,"1,80 mill. €"
1806,Sergio Canales,ESP,Centrocampista,Betis,28,1991,36,36,3163,6,6,12,5,0,7.5,7.0,"13,00 mill. €"
1807,Ander Capa,ESP,Defensa,Athletic Club,27,1992,35,32,2872,3,4,7,10,0,1.2,2.9,"1,40 mill. €"
1808,Marc Cardona,ESP,Delantero,Osasuna,24,1995,19,9,705,1,2,3,1,0,1.8,1.1,"18,00 mill. €"
1809,Diego Carlos,BRA,Defensa,Sevilla,26,1993,35,35,3134,2,0,2,7,0,2.3,0.6,"20,00 mill. €"
1810,Yannick Carrasco,BEL,Centrocampista,Atlético Madrid,25,1993,15,6,631,1,2,3,2,0,1.2,1.0,500 mil €
1811,Daniel Carriço,POR,Defensa,Sevilla,30,1988,11,10,847,0,0,0,3,0,0.6,0.0,500 mil €
1812,Guido Carrillo,ARG,Delantero,Leganés,28,1991,24,13,1213,1,2,3,2,0,5.2,0.7,-
1813,William Carvalho,POR,Centrocampista,Betis,27,1992,13,11,892,0,0,0,6,1,0.6,0.8,"9,00 mill. €"
1814,Casemiro,BRA,Centrocampista,Real Madrid,27,1992,35,35,3088,4,3,7,12,0,4.2,1.5,"40,00 mill. €"
1815,Santi Cazorla,ESP,Centrocampista,Villarreal,34,1984,35,29,2450,11,9,20,3,0,8.7,7.4,500 mil €
1816,Sofian Chakla,MAR,Defensa,Villarreal,25,1993,2,2,180,0,0,0,1,0,0.1,0.0,500 mil €
1817,Charles,BRA,Delantero,Eibar,35,1984,30,13,1301,6,0,6,8,0,4.6,0.9,300 mil €
1818,Pablo Chavarría,ARG,Delantero,Mallorca,31,1988,13,1,209,0,0,0,1,0,0.8,0.1,800 mil €
1819,Pape Cheikh Diop,SEN,Centrocampista,Celta Vigo,21,1997,16,6,599,0,1,1,5,1,0.1,0.5,"20,00 mill. €"
1820,Chema,ESP,Defensa,Getafe,27,1992,4,3,309,0,0,0,4,0,0.2,0.0,500 mil €
1821,Denis Cheryshev,RUS,Centrocampista,Valencia,28,1990,24,9,926,1,2,3,5,0,3.4,1.5,"1,00 mill. €"
1822,Samuel Chukwueze,NGA,Delantero,Villarreal,20,1999,37,20,2048,3,2,5,2,0,3.4,4.4,"1,50 mill. €"
1823,Churripi,ESP,PO,Valladolid,25,1994,3,3,244,0,0,0,0,0,0.0,0.0,"25,00 mill. €"
1824,Jasper Cillessen,NED,PO,Valencia,30,1989,24,24,2096,0,1,1,1,0,0.0,0.0,"2,50 mill. €"
1825,Óscar Clemente,ESP,Centrocampista,Atlético Madrid,20,1999,1,0,4,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1826,Carlos Clerc,ESP,Defensa,Levante,27,1992,23,20,1848,0,2,2,4,0,0.4,2.0,300 mil €
1827,Coke,ESP,Defensa,Levante,32,1987,17,11,989,1,0,1,3,0,0.9,0.3,600 mil €
1828,Álex Collado,ESP,Delantero,Barcelona,20,1999,1,0,6,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1829,Francis Coquelin,FRA,Centrocampista,Valencia,28,1991,26,21,1905,0,0,0,8,1,0.4,0.2,"2,50 mill. €"
1830,Sébastien Corchia,FRA,Defensa,Espanyol,28,1990,3,3,269,0,0,0,1,0,0.1,1.0,"1,00 mill. €"
1831,Iñigo Córdoba,ESP,Delantero,Athletic Club,22,1997,24,21,1442,1,4,5,4,0,1.8,1.3,500 mil €
1832,Ángel Correa,ARG,Centrocampista,Atlético Madrid,24,1995,33,22,2061,5,6,11,5,0,6.4,4.6,"8,00 mill. €"
1833,Rober Correa,ESP,Defensa,Eibar,26,1992,12,11,929,0,0,0,3,0,0.2,0.2,"30,00 mill. €"
1834,Thierry Correia,POR,Defensa,Valencia,20,1999,4,3,259,0,0,0,0,0,0.0,0.1,800 mil €
1835,Antonio Cortés,ESP,Delantero,Granada,19,2000,8,2,181,1,0,1,2,0,0.9,0.2,"2,00 mill. €"
1836,Diego Costa,ESP,Delantero,Atlético Madrid,30,1988,23,14,1350,5,4,9,5,0,6.7,2.8,"1,20 mill. €"
1837,Jaume Costa,ESP,Defensa,Valencia,31,1988,19,15,1389,0,1,1,2,1,0.1,0.5,800 mil €
1838,David Costas,ESP,Defensa,Celta Vigo,24,1995,6,3,338,0,0,0,1,0,0.1,0.0,"45,00 mill. €"
1839,Thibaut Courtois,BEL,PO,Real Madrid,27,1992,34,34,3060,0,0,0,1,0,0.1,0.0,"10,00 mill. €"
1840,Sebastián Cristóforo,URU,Centrocampista,Eibar,25,1993,18,9,877,0,0,0,1,0,0.3,0.3,"1,50 mill. €"
1841,Cucho,COL,Delantero,Mallorca,20,1999,22,17,1487,5,1,6,5,1,3.8,1.8,"28,00 mill. €"
1842,Marc Cucurella,ESP,Centrocampista,Getafe,21,1998,37,37,3237,1,5,6,9,0,2.2,4.4,"1,80 mill. €"
1843,Iván Cuéllar,ESP,PO,Leganés,35,1984,27,27,2429,0,0,0,4,1,0.0,0.0,100 mil €
1844,Moanes Dabbur,ISR,Delantero,Sevilla,27,1992,2,0,26,0,0,0,0,0,0.1,0.0,"3,00 mill. €"
1845,Sergi Darder,ESP,Centrocampista,Espanyol,25,1993,36,29,2658,2,1,3,4,0,3.4,2.7,"16,00 mill. €"
1846,Ousmane Dembélé,FRA,Delantero,Barcelona,22,1997,5,3,357,1,0,1,1,1,1.3,0.4,"60,00 mill. €"
1847,Deyverson,BRA,Delantero,Getafe,28,1991,5,3,204,0,1,1,2,0,0.6,0.4,"1,00 mill. €"
1848,Mouctar Diakhaby,GUI,Defensa,Valencia,22,1996,21,15,1444,0,0,0,5,0,0.1,0.1,"6,00 mill. €"
1849,Brahim Díaz,ESP,Delantero,Real Madrid,19,1999,6,0,65,0,0,0,1,0,0.2,0.0,"20,00 mill. €"
1850,Víctor Díaz,ESP,Defensa,Granada,31,1988,36,33,2884,1,5,6,4,0,0.9,4.3,700 mil €
1851,Naïs Djouahra,FRA,Delantero,Real Sociedad,19,1999,2,0,29,0,1,1,0,0,0.1,0.2,900 mil €
1852,Marko Dmitrović,SRB,PO,Eibar,27,1992,35,35,3150,0,0,0,3,0,0.5,0.0,"2,00 mill. €"
1853,Jaume Doménech,ESP,PO,Valencia,28,1990,15,14,1324,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
1854,Domingos Duarte,POR,Defensa,Granada,24,1995,36,34,3087,3,1,4,7,0,1.6,0.1,"3,00 mill. €"
1855,Óscar Duarte,CRC,Defensa,Levante,30,1989,8,5,485,0,0,0,0,0,0.6,0.0,500 mil €
1856,Rubén Duarte,ESP,Defensa,Alavés,23,1995,31,30,2663,0,1,1,11,0,1.1,1.4,"2,50 mill. €"
1857,Hugo Duro,ESP,Delantero,Getafe,19,1999,12,4,378,1,1,2,3,0,0.5,0.2,"5,00 mill. €"
1858,Aritz Elustondo,ESP,Defensa,Real Sociedad,25,1994,22,17,1510,0,1,1,4,0,0.8,0.9,"3,00 mill. €"
1859,Rodrigo Ely,BRA,Defensa,Alavés,25,1993,25,24,2121,2,0,2,9,1,1.0,0.2,"10,00 mill. €"
1860,Emerson,BRA,Defensa,Betis,20,1999,33,32,2839,3,6,9,11,0,1.8,5.0,"20,00 mill. €"
1861,Youssef En-Nesyri,MAR,Delantero,Leganés,22,1997,18,15,1385,4,2,6,2,0,5.0,0.6,"12,00 mill. €"
1862,Youssef En-Nesyri,MAR,Delantero,Sevilla,22,1997,18,7,796,4,0,4,1,0,3.6,0.1,"20,00 mill. €"
1863,Sergi Enrich,ESP,Delantero,Eibar,29,1990,30,21,1865,1,4,5,6,0,3.0,1.8,"1,20 mill. €"
1864,Javier Eraso,ESP,Centrocampista,Leganés,29,1990,20,11,815,0,0,0,3,0,0.5,0.7,300 mil €
1865,Gonzalo Escalante,ARG,Centrocampista,Eibar,26,1993,23,18,1674,0,1,1,9,1,1.7,1.1,"1,50 mill. €"
1866,Aarón Escandell,ESP,PO,Granada,23,1995,3,3,270,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1867,Sergio Escudero,ESP,Defensa,Sevilla,29,1989,11,8,773,1,0,1,2,0,0.3,0.7,"1,50 mill. €"
1868,Bernardo Espinosa,COL,Defensa,Espanyol,30,1989,26,26,2259,3,0,3,5,1,2.3,0.5,"35,00 mill. €"
1869,Vicente Esquerdo,ESP,Centrocampista,Valencia,20,1999,3,0,15,0,0,0,0,0,0.0,0.0,"1,20 mill. €"
1870,Pervis Estupiñán,ECU,Defensa,Osasuna,21,1998,36,32,2979,1,5,6,8,0,1.6,3.6,"1,00 mill. €"
1871,Oghenekaro Etebo,NGA,Centrocampista,Getafe,23,1995,10,6,572,1,0,1,4,0,0.7,0.6,200 mil €
1872,Beñat Etxebarria,ESP,Centrocampista,Athletic Club,32,1987,11,3,394,0,0,0,0,0,0.1,0.7,-
1873,Xabier Etxeita,ESP,Defensa,Getafe,31,1987,17,16,1446,0,0,0,7,0,0.4,0.1,"4,00 mill. €"
1874,Edu Expósito,ESP,Centrocampista,Eibar,22,1996,35,24,2316,4,1,5,3,0,2.7,0.9,300 mil €
1875,Fabricio,ESP,PO,Mallorca,31,1987,1,1,90,0,0,0,1,0,0.0,0.0,"1,30 mill. €"
1876,Fayçal Fajr,MAR,Centrocampista,Getafe,30,1988,10,5,403,0,0,0,2,0,0.4,0.6,150 mil €
1877,Eliseo Falcon,ESP,Defensa,Levante,22,1997,1,1,73,0,0,0,2,1,0.0,0.0,"35,00 mill. €"
1878,Ansu Fati,ESP,Delantero,Barcelona,16,2002,24,11,1027,7,1,8,2,1,3.8,2.1,"1,50 mill. €"
1879,Aleix Febas,ESP,Centrocampista,Mallorca,23,1996,29,22,1690,0,3,3,4,0,0.4,1.6,"6,50 mill. €"
1880,Zouhair Feddal,MAR,Defensa,Betis,30,1989,17,16,1431,1,2,3,10,2,1.0,0.8,800 mil €
1881,Ljubomir Fejsa,SRB,Centrocampista,Alavés,30,1988,13,11,786,0,0,0,2,0,0.0,0.0,"15,00 mill. €"
1882,Nabil Fekir,FRA,Centrocampista,Betis,26,1993,32,31,2638,7,4,11,10,2,6.9,2.4,250 mil €
1883,Felipe,BRA,Defensa,Atlético Madrid,30,1989,25,23,2102,1,0,1,7,0,1.9,0.2,"50,00 mill. €"
1884,João Félix,POR,Delantero,Atlético Madrid,19,1999,27,21,1745,6,1,7,6,0,7.6,2.2,"15,00 mill. €"
1885,Matheus Fernandes,BRA,Centrocampista,Valladolid,21,1998,3,2,166,0,0,0,0,0,0.5,0.0,"1,50 mill. €"
1886,Aitor Fernández,ESP,PO,Levante,28,1991,36,36,3240,0,0,0,2,0,0.0,0.1,"3,00 mill. €"
1887,Andrés Fernández,ESP,PO,Villarreal,32,1986,4,4,360,0,1,1,1,0,0.0,0.5,600 mil €
1888,Carlos Fernández,ESP,Delantero,Granada,23,1996,34,21,2201,10,3,13,8,0,9.8,3.0,-
1889,Gabriel Fernández,URU,Delantero,Celta Vigo,25,1994,20,5,561,1,1,2,5,1,0.7,0.2,"3,00 mill. €"
1890,Joaquín Fernández,ESP,Centrocampista,Valladolid,23,1996,20,19,1659,2,0,2,9,0,0.7,0.1,"6,00 mill. €"
1891,Fernando,BRA,Centrocampista,Sevilla,32,1987,34,30,2659,2,3,5,13,0,2.6,0.4,250 mil €
1892,Facundo Ferreyra,ARG,Delantero,Espanyol,28,1991,16,5,574,1,0,1,2,0,1.3,0.4,"7,00 mill. €"
1893,Junior Firpo,ESP,Defensa,Barcelona,22,1996,17,11,1014,1,1,2,5,0,0.7,0.5,-
1894,Alessandro Florenzi,ITA,Defensa,Valencia,28,1991,12,9,752,0,0,0,1,1,0.6,0.8,"2,00 mill. €"
1895,Hernâni Fortes,POR,Centrocampista,Levante,27,1991,20,5,654,2,0,2,3,1,1.5,2.3,"2,50 mill. €"
1896,Dimitri Foulquier,FRA,Defensa,Granada,26,1993,17,12,1119,1,0,1,4,0,0.3,0.4,"8,00 mill. €"
1897,Jorge de Frutos,ESP,Centrocampista,Valladolid,22,1997,3,0,59,0,0,0,0,0,0.0,0.1,300 mil €
1898,Ramiro Funes Mori,ARG,Defensa,Villarreal,28,1991,7,5,453,0,0,0,1,0,0.1,0.1,600 mil €
1899,Enric Gallego,ESP,Delantero,Osasuna,32,1986,14,9,880,3,0,3,5,1,2.9,0.9,"1,00 mill. €"
1900,Enric Gallego,ESP,Delantero,Getafe,32,1986,5,2,164,0,0,0,0,0,0.2,0.0,"1,20 mill. €"
1901,Kévin Gameiro,FRA,Delantero,Valencia,32,1987,29,17,1581,6,2,8,0,0,5.3,2.9,500 mil €
1902,Fran Gámez,ESP,Defensa,Mallorca,28,1991,23,18,1768,0,1,1,5,0,0.6,1.1,-
1903,Ezequiel Garay,ARG,Defensa,Valencia,32,1986,17,17,1437,0,0,0,2,0,0.6,0.1,-
1904,Dani García,ESP,Centrocampista,Athletic Club,29,1990,36,33,3029,0,1,1,11,0,0.6,1.2,600 mil €
1905,David García,ESP,Defensa,Osasuna,25,1994,32,31,2793,0,0,0,7,0,1.7,0.3,"15,00 mill. €"
1906,Javi García,ESP,Centrocampista,Betis,32,1987,8,4,377,0,0,0,2,0,0.2,0.0,-
1907,Manu García,ESP,Centrocampista,Alavés,33,1986,30,22,1967,0,0,0,11,1,2.0,0.2,"3,00 mill. €"
1908,Raúl García,ESP,Defensa,Valladolid,30,1989,12,12,1012,0,1,1,2,0,0.2,0.4,"2,50 mill. €"
1909,Raúl García,ESP,Centrocampista,Athletic Club,33,1986,35,33,2869,15,1,16,11,0,11.0,1.6,"2,50 mill. €"
1910,Raúl García,ESP,Defensa,Getafe,30,1989,4,3,243,0,0,0,0,0,0.0,0.2,"2,50 mill. €"
1911,Rubén García,ESP,Centrocampista,Osasuna,26,1993,30,25,2188,8,2,10,6,0,7.2,4.8,"4,00 mill. €"
1912,Unai García,ESP,Defensa,Osasuna,27,1992,8,6,536,1,0,1,0,0,0.3,0.1,"1,50 mill. €"
1913,Víctor García,ESP,Delantero,Valladolid,22,1997,2,1,88,1,0,1,0,0,0.1,0.1,-
1914,Manuel Garrido,ESP,Delantero,Leganés,18,2000,4,2,115,0,0,0,1,0,0.5,0.0,"1,00 mill. €"
1915,Mario Gaspar,ESP,Defensa,Villarreal,28,1990,25,22,1962,0,2,2,2,0,1.2,1.2,150 mil €
1916,Bryan Gil,ESP,Centrocampista,Leganés,18,2001,12,4,558,1,0,1,2,0,1.0,0.7,"15,00 mill. €"
1917,Bryan Gil,ESP,Delantero,Sevilla,18,2001,2,0,65,0,0,0,2,0,0.0,0.0,"15,00 mill. €"
1918,Ibai Gómez,ESP,Delantero,Athletic Club,29,1989,17,6,695,0,0,0,0,0,1.2,1.9,-
1919,Maxi Gómez,URU,Delantero,Valencia,22,1996,33,25,2143,10,2,12,5,0,6.2,2.6,"4,00 mill. €"
1920,Moi Gómez,ESP,Delantero,Villarreal,25,1994,37,26,2319,5,4,9,1,0,3.2,4.4,"5,00 mill. €"
1921,Sergi Gómez,ESP,Defensa,Sevilla,27,1992,13,8,717,0,0,0,4,0,0.2,0.0,"2,00 mill. €"
1922,Victor Gomez,ESP,Defensa,Espanyol,19,2000,18,14,1270,0,0,0,2,0,0.2,0.6,"7,00 mill. €"
1923,Maxime Gonalons,FRA,Centrocampista,Granada,30,1989,19,17,1506,0,0,0,7,0,0.3,1.3,900 mil €
1924,Bruno González,ESP,Defensa,Getafe,29,1990,2,2,180,0,0,0,1,0,0.0,0.0,300 mil €
1925,Bruno González,ESP,Defensa,Levante,29,1990,6,5,456,0,0,0,0,0,0.0,0.0,300 mil €
1926,Édgar González,ESP,Centrocampista,Betis,22,1997,10,9,681,0,0,0,3,0,1.3,0.0,"4,00 mill. €"
1927,Gonzalo,ESP,Defensa,Levante,22,1997,1,0,13,0,0,0,0,0,0.0,0.0,-
1928,Andoni Gorosabel,ESP,Defensa,Real Sociedad,22,1996,14,8,714,0,0,0,2,0,0.0,0.3,"4,00 mill. €"
1929,Esteban Granero,ESP,Centrocampista,Espanyol,32,1987,11,5,473,1,0,1,5,0,1.7,0.4,"25,00 mill. €"
1930,Antoine Griezmann,FRA,Delantero,Barcelona,28,1991,35,31,2549,9,4,13,2,0,7.2,4.5,"1,50 mill. €"
1931,Andrés Guardado,MEX,Centrocampista,Betis,32,1986,28,25,2046,0,3,3,9,0,1.0,2.4,"1,50 mill. €"
1932,Sergi Guardiola,ESP,Delantero,Valladolid,28,1991,35,31,2655,8,2,10,6,0,6.3,2.4,"4,00 mill. €"
1933,Nemanja Gudelj,SRB,Centrocampista,Sevilla,27,1991,24,9,1216,0,0,0,6,0,0.3,0.1,"2,00 mill. €"
1934,Adrián Guerrero,ESP,Defensa,Valencia,21,1998,2,1,126,0,0,0,1,0,0.0,0.0,-
1935,Ander Guevara,ESP,Centrocampista,Real Sociedad,22,1997,14,11,939,0,0,0,4,0,0.1,0.3,"2,50 mill. €"
1936,John Guidetti,SWE,Delantero,Alavés,27,1992,5,1,96,0,0,0,0,0,0.1,0.1,"2,00 mill. €"
1937,Munir El Haddadi,MAR,Delantero,Sevilla,23,1995,21,14,1250,5,2,7,1,0,3.0,1.8,"1,00 mill. €"
1938,Eden Hazard,BEL,Delantero,Real Madrid,28,1991,16,14,1077,1,3,4,0,0,2.1,3.0,"20,00 mill. €"
1939,Mario Hermoso,ESP,Defensa,Atlético Madrid,24,1995,17,15,1217,0,0,0,3,1,0.3,0.1,"1,00 mill. €"
1940,Aridane Hernández,ESP,Defensa,Osasuna,30,1989,29,29,2610,3,0,3,8,0,2.2,0.2,"6,00 mill. €"
1941,Javier Hernández,MEX,Delantero,Sevilla,31,1988,9,4,448,1,0,1,0,0,3.0,0.2,"10,00 mill. €"
1942,Juan Hernández,ESP,Delantero,Celta Vigo,24,1994,5,1,87,0,0,0,0,0,0.0,0.2,"2,50 mill. €"
1943,Héctor Herrera,MEX,Centrocampista,Atlético Madrid,29,1990,21,12,1123,0,2,2,1,0,0.8,2.1,600 mil €
