Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Andoni Gorosabel,27,1996.0,18.285714285714285,14.285714285714286,1259.2857142857142,0.0,0.7142857142857143,0.7142857142857143,2.142857142857143,0.0,0.3142857142857142,1.1
Andoni López,21,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Brooks,20,2003.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Gray,28,1991.0,23.0,7.0,755.0,2.0,0.0,2.0,1.0,0.0,2.4,1.8
Andre-Frank Zambo Anguissa,28,1995.0,29.0,24.8,2197.2,1.0,1.8,2.8,4.0,0.0,2.1,1.5399999999999998
Andrea Adorante,20,2000.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Barberis,28,1993.0,9.0,3.0,338.0,0.0,1.0,1.0,0.0,0.0,0.1,0.4
Andrea Belotti,29,1993.0,26.8,19.6,1778.4,8.0,2.8,10.8,1.8,0.0,8.78,2.88
Andrea Bertolacci,28,1991.0,12.0,8.0,534.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1
Andrea Cambiaso,23,2000.0,23.333333333333332,17.333333333333332,1523.3333333333333,0.6666666666666666,2.6666666666666665,3.3333333333333335,3.6666666666666665,0.3333333333333333,0.9,1.5666666666666664
Andrea Carboni,22,2001.0,13.0,9.8,884.2,0.0,0.2,0.2,2.6,0.4,0.32,0.26
Andrea Cistana,22,1997.0,21.0,21.0,1838.0,1.0,0.0,1.0,7.0,1.0,0.4,0.4
Andrea Colpani,24,1999.0,20.0,11.5,952.0,5.0,1.0,6.0,0.5,0.0,2.1,1.95
Andrea Consigli,36,1987.0,30.2,30.2,2716.4,0.0,0.0,0.0,0.8,0.0,0.0,0.18
Andrea Conti,28,1994.0,7.666666666666667,5.333333333333333,472.0,0.16666666666666666,0.3333333333333333,0.5,2.0,0.0,0.15,0.35000000000000003
Andrea Danzi,21,1999.0,1.5,0.5,52.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Andrea Favilli,24,1997.0,10.666666666666666,3.0,344.3333333333333,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.9666666666666668,0.3333333333333333
Andrea Ghezzi,18,2001.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Andrea Ghion,19,2000.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andrea La Mantia,30,1991.0,15.0,4.5,520.5,2.0,0.0,2.0,0.5,0.0,2.85,0.4
Andrea Masiello,35,1986.0,14.75,14.5,1236.25,0.0,0.25,0.25,3.5,0.0,0.2,0.25
Andrea Papetti,17,2002.0,11.0,10.0,917.0,1.0,0.0,1.0,5.0,0.0,0.1,0.0
Andrea Petagna,28,1995.0,25.0,14.2,1331.4,4.6,2.2,6.8,1.8,0.0,5.0600000000000005,2.52
Andrea Pinamonti,24,1999.0,24.2,18.8,1687.4,5.8,0.6,6.4,1.8,0.2,5.819999999999999,1.1199999999999999
Andrea Poli,30,1989.0,23.0,13.0,1151.0,1.5,0.0,1.5,3.0,0.0,1.5,1.15
Andrea Ranocchia,34,1988.0,5.5,4.25,404.25,0.0,0.25,0.25,1.5,0.0,0.65,0.125
Andrea Rispoli,31,1988.0,23.5,12.5,1280.5,0.0,0.0,0.0,5.0,0.0,0.8,0.95
Andrea Schiavone,28,1993.0,14.0,5.0,571.0,1.0,0.0,1.0,1.0,0.0,0.2,0.6
Andrea Tabanelli,29,1990.0,13.0,11.0,964.0,1.0,0.0,1.0,4.0,0.0,1.1,0.2
Andreas Christensen,27,1996.0,18.2,17.2,1437.6,0.2,0.4,0.6,2.4,0.2,0.52,0.48
Andreas Cornelius,27,1993.0,27.5,19.0,1696.0,6.5,3.5,10.0,2.5,0.0,4.85,2.85
Andreas Pereira,27,1996.0,24.0,15.4,1330.6,1.6,3.0,4.6,5.0,0.2,2.4,2.88
Andreas Skov Olsen,21,1999.0,23.333333333333332,8.333333333333334,895.3333333333334,1.0,1.6666666666666667,2.6666666666666665,1.0,0.0,2.3666666666666667,1.0
Andrei Motoc,19,2002.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Ratiu,25,1998.0,3.0,2.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2
Andreu Fontàs,27,1989.0,12.0,9.0,885.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3
Andrew Gravillon,24,1998.0,7.0,4.0,312.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Andrew Hjulsager,23,1995.0,8.5,1.0,186.5,0.0,1.5,1.5,0.5,0.0,0.05,0.85
Andrew Moran,18,2003.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Omobamidele,19,2002.0,5.0,4.0,382.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0
Andrew Robertson,29,1994.0,29.0,27.6,2466.8,1.4,7.4,8.8,2.6,0.2,1.3,5.359999999999999
Andrew Surman,32,1986.0,5.0,2.0,235.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Andrey Galabinov,31,1988.0,12.0,4.0,430.0,3.0,1.0,4.0,0.0,0.0,3.0,0.2
Andrey Santos,19,2004.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Andri Fannar Baldursson,18,2002.0,7.5,0.5,180.0,0.0,0.0,0.0,1.0,0.0,0.15000000000000002,0.05
Andriy Lunin,24,1999.0,4.5,4.25,383.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,31,1989.0,19.0,4.0,560.6666666666666,2.0,0.6666666666666666,2.6666666666666665,2.0,0.0,1.1666666666666667,1.5333333333333332
Andros Townsend,32,1991.0,21.0,14.75,1310.0,1.25,2.0,3.25,0.75,0.0,1.25,2.275
André Ayew,32,1989.0,13.0,1.0,316.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
André Ferreira,27,1996.0,11.0,11.0,990.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
André Gomes,28,1993.0,19.25,11.75,1070.5,0.0,0.75,0.75,3.25,0.0,0.5,0.6
André Onana,27,1996.0,18.5,18.5,1665.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05
André Silva,28,1995.0,10.0,8.666666666666666,750.0,3.0,0.0,3.0,1.6666666666666667,0.0,3.5666666666666664,1.4333333333333333
Andrés Fernández,33,1986.0,7.25,7.25,641.25,0.0,0.25,0.25,0.75,0.0,0.0,0.125
Andrés Guardado,37,1986.0,25.0,18.428571428571427,1574.2857142857142,0.5714285714285714,2.4285714285714284,3.0,5.714285714285714,0.0,0.9285714285714286,1.885714285714286
Andrés Iniesta,33,1984.0,30.0,25.0,1824.0,1.0,2.0,3.0,1.0,0.0,0.6,1.8
Andrés Martín,23,1999.0,8.0,2.0,195.5,0.0,0.0,0.0,0.5,0.0,0.55,0.25
Andrés Prieto,23,1993.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Solano,20,1998.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Tello,23,1996.0,17.0,2.0,413.0,1.0,0.0,1.0,3.0,0.0,0.3,0.0
Andy Carroll,31,1989.0,18.5,4.0,512.0,0.5,2.0,2.5,1.0,0.0,1.0,0.75
Anel Ahmedhodžić,24,1999.0,9.0,8.0,765.0,0.0,0.0,0.0,3.0,0.0,0.9,0.0
Angel Gomes,18,2000.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Angeliño,22,1997.0,6.0,4.0,423.0,0.0,0.0,0.0,1.0,0.0,0.2,1.5
Angelo Ogbonna,35,1988.0,17.8,16.8,1509.8,1.2,0.0,1.2,2.0,0.0,0.82,0.22000000000000003
Angelo da Costa Júnior,36,1983.0,3.5,3.5,315.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Angus Gunn,25,1996.0,9.5,9.5,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anis Ben Slimane,22,2001.0,5.0,1.0,112.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Ansu Fati,21,2002.0,14.833333333333334,5.666666666666667,587.8333333333334,4.0,0.6666666666666666,4.666666666666667,1.1666666666666667,0.16666666666666666,3.233333333333334,1.0666666666666667
Ante Budimir,32,1991.0,27.6,20.8,1778.2,9.4,1.0,10.4,5.2,0.0,8.36,0.78
Ante Palaversa,20,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Ante Rebić,28,1993.0,25.0,12.75,1260.5,6.75,2.75,9.5,3.75,0.25,4.65,3.8499999999999996
Anthony Elanga,21,2002.0,13.0,7.0,635.0,1.5,1.5,3.0,0.25,0.0,1.225,1.4
Anthony Gordon,22,2001.0,15.5,9.5,894.1666666666666,2.1666666666666665,1.0,3.1666666666666665,2.8333333333333335,0.0,2.0500000000000003,1.2833333333333334
Anthony Lozano,30,1993.0,21.166666666666668,10.666666666666666,986.6666666666666,2.0,0.6666666666666666,2.6666666666666665,4.0,0.16666666666666666,2.9,0.5333333333333333
Anthony Martial,27,1995.0,17.166666666666668,11.833333333333334,1019.5,4.833333333333333,2.0,6.833333333333333,0.3333333333333333,0.16666666666666666,4.516666666666667,1.3499999999999999
Anthony Oyono,22,2001.0,13.0,11.0,1004.0,0.0,1.0,1.0,3.0,0.0,0.1,0.9
Antoine Griezmann,32,1991.0,27.5,24.75,2094.125,10.375,6.125,16.5,3.25,0.125,8.75,5.525
Antoine Makoumbou,25,1998.0,13.0,13.0,1163.0,1.0,0.0,1.0,2.0,0.0,0.5,0.3
Antoine Semenyo,23,2000.0,10.5,4.0,374.0,1.5,0.5,2.0,0.5,0.0,0.7000000000000001,0.7000000000000001
Antonee Robinson,26,1997.0,25.0,23.666666666666668,2110.0,0.0,1.0,1.0,5.333333333333333,0.3333333333333333,0.20000000000000004,1.7333333333333332
Antonino Barillà,31,1988.0,26.0,20.0,1688.0,1.0,2.0,3.0,6.0,0.0,1.6,2.0
Antonino Gallo,23,2000.0,21.5,18.0,1554.5,0.0,1.0,1.0,3.5,0.5,0.3,1.45
Antonino La Gumina,24,1996.0,7.0,3.0,263.5,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.05
Antonio Adán,32,1987.0,10.666666666666666,10.333333333333334,938.3333333333334,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.0,0.2333333333333333
Antonio Barragán,34,1987.0,19.6,17.0,1440.6,0.0,2.0,2.0,5.4,0.0,0.36,0.9399999999999998
Antonio Barreca,25,1995.0,10.5,6.0,590.0,0.0,0.5,0.5,0.0,0.0,0.15000000000000002,0.35
Antonio Blanco,23,2000.0,12.0,9.0,766.0,0.0,0.0,0.0,0.0,1.0,0.6,0.3
Antonio Candreva,36,1987.0,30.0,26.2,2249.8,5.4,6.0,11.4,3.2,0.4,3.7800000000000002,4.86
Antonio Cioffi,17,2002.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Cortés,19,2000.0,8.0,2.0,181.0,1.0,0.0,1.0,2.0,0.0,0.9,0.2
Antonio Gomis,19,2003.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Iervolino,19,2003.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Luna,27,1991.0,19.5,18.0,1639.5,0.0,2.0,2.0,4.5,0.0,0.2,1.9500000000000002
Antonio Mazzotta,30,1989.0,2.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Antonio Mirante,40,1983.0,5.0,4.75,423.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Antonio Palumbo,23,1996.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Puertas,31,1992.0,29.25,19.5,1878.0,4.0,2.75,6.75,4.25,0.25,3.7750000000000004,1.8250000000000002
Antonio Raillo,32,1991.0,21.0,20.75,1833.0,1.5,0.75,2.25,7.0,0.5,0.9500000000000001,0.35000000000000003
Antonio Raimondo,18,2004.0,1.3333333333333333,0.3333333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0
Antonio Rosati,36,1983.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rukavina,33,1984.0,17.0,14.0,1272.0,0.0,0.0,0.0,5.0,0.0,0.1,0.6
Antonio Rüdiger,30,1993.0,23.8,22.0,1998.2,1.4,0.0,1.4,3.8,0.0,1.3199999999999998,0.5
Antonio Sanabria,27,1996.0,19.75,13.875,1224.0,5.375,1.0,6.375,2.125,0.0,5.1625,1.0
Antonio Sivera,27,1996.0,4.333333333333333,4.166666666666667,368.3333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.03333333333333333
Antonio Sánchez,26,1997.0,23.333333333333332,12.333333333333334,1052.0,0.6666666666666666,0.3333333333333333,1.0,3.0,0.3333333333333333,0.9333333333333332,0.5666666666666668
Antonio Vacca,31,1990.0,21.0,15.0,1064.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3
Antony,23,2000.0,17.0,14.5,1145.5,2.0,1.0,3.0,3.5,0.0,3.6999999999999997,2.0
Antonín Barák,28,1994.0,17.428571428571427,13.857142857142858,1228.857142857143,3.142857142857143,1.1428571428571428,4.285714285714286,2.0,0.14285714285714285,3.2285714285714286,1.1857142857142857
Antoñito,31,1987.0,22.5,14.5,1446.0,1.0,0.5,1.5,3.0,0.0,0.55,1.4
Antwoine Hackford,19,2004.0,1.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Anuar,27,1995.0,11.0,5.333333333333333,493.3333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,1.0,0.16666666666666666
Anwar El Ghazi,26,1995.0,18.25,11.75,1015.75,3.75,1.25,5.0,1.75,0.0,3.925,1.225
Ardian Ismajli,27,1996.0,17.75,14.0,1327.5,0.25,0.25,0.5,3.25,0.25,0.425,0.25
Aridane Hernández,34,1989.0,20.0,18.8,1675.6,0.6,0.2,0.8,3.2,0.2,0.5400000000000001,0.27999999999999997
Ariday Cabrera,30,1988.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Arijon Ibrahimović,17,2005.0,6.0,2.0,197.0,1.0,1.0,2.0,0.0,0.0,0.4,0.4
Aritz Aduriz,38,1981.0,22.333333333333332,10.333333333333334,1101.0,4.0,0.3333333333333333,4.333333333333333,4.333333333333333,0.0,5.333333333333333,0.7333333333333334
Aritz Arambarri,22,1998.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aritz Elustondo,29,1994.0,21.571428571428573,17.428571428571427,1581.7142857142858,1.2857142857142858,0.8571428571428571,2.142857142857143,3.2857142857142856,0.2857142857142857,0.9285714285714285,0.48571428571428565
Arkadiusz Milik,29,1994.0,21.666666666666668,12.666666666666666,1217.6666666666667,6.666666666666667,0.6666666666666666,7.333333333333333,2.6666666666666665,0.3333333333333333,6.3,1.7666666666666666
Arkadiusz Reca,27,1995.0,27.5,24.0,2046.5,0.75,2.0,2.75,4.25,0.0,1.15,2.375
Armand Lauriente,24,1998.0,20.5,19.5,1579.0,4.0,3.5,7.5,5.0,0.5,3.5,3.8
Armando Broja,22,2001.0,12.5,6.25,604.5,2.0,0.0,2.0,0.5,0.0,1.8,0.275
Armando Izzo,31,1992.0,20.4,18.8,1617.8,0.8,0.0,0.8,5.4,0.4,1.1800000000000002,0.5599999999999999
Armando Sadiku,26,1991.0,6.0,4.0,267.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0
Armel Bella Kotchap,20,2001.0,24.0,24.0,1879.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0
Arnau Martinez,20,2003.0,21.5,20.5,1717.5,1.5,3.0,4.5,7.0,0.0,1.05,2.8
Arnau Puigmal,22,2001.0,15.0,5.0,498.5,0.5,0.0,0.5,3.5,0.0,0.55,0.35
Arnaut Danjuma,26,1997.0,13.0,6.6,628.2,2.8,0.6,3.4,0.2,0.0,3.6799999999999997,0.66
Arnór Sigurðsson,22,1999.0,9.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Arona Sané,22,1995.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsen Zakharyan,20,2003.0,8.0,2.0,207.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
Artem Dovbyk,26,1997.0,13.0,9.0,725.0,7.0,4.0,11.0,0.0,0.0,6.6,2.6
Arthur,24,1998.0,21.0,11.5,1090.5,5.0,1.5,6.5,2.5,0.0,6.050000000000001,0.6000000000000001
Arthur Masuaku,27,1993.0,14.0,9.333333333333334,864.3333333333334,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,0.2333333333333333,1.4000000000000001
Arthur Melo,27,1996.0,20.6,13.6,1120.4,0.8,1.0,1.8,2.0,0.0,0.38,1.0
Arthur Theate,21,2000.0,31.0,28.0,2424.0,2.0,1.0,3.0,6.0,0.0,1.5,0.6
Artur Ioniță,29,1990.0,35.0,27.5,2366.0,1.0,1.0,2.0,6.0,0.0,1.5,0.95
Arturo Calabresi,24,1996.0,1.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arturo Vidal,34,1987.0,29.25,13.5,1369.75,3.25,2.75,6.0,4.25,0.0,3.25,2.5999999999999996
Ashley Barnes,31,1989.0,21.333333333333332,13.333333333333334,1163.6666666666667,3.3333333333333335,0.0,3.3333333333333335,4.0,0.0,4.133333333333333,0.6666666666666666
Ashley Fletcher,25,1995.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Ashley Westwood,31,1990.0,33.333333333333336,33.0,2949.0,1.6666666666666667,4.0,5.666666666666667,7.666666666666667,0.0,0.9666666666666667,5.699999999999999
Ashley Young,38,1985.0,20.166666666666668,14.0,1306.6666666666667,1.0,1.6666666666666667,2.6666666666666665,4.166666666666667,0.16666666666666666,0.55,1.6333333333333335
Asier Illarramendi,32,1990.0,16.666666666666668,13.833333333333334,1164.5,1.5,1.0,2.5,4.333333333333333,0.16666666666666666,0.7000000000000001,0.75
Asier Riesgo,34,1983.0,7.5,7.5,675.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Asier Villalibre,26,1997.0,17.0,5.0,582.4,2.0,0.6,2.6,0.2,0.0,2.22,0.7
Asmir Begović,35,1987.0,2.0,1.6666666666666667,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assan Ceesay,28,1994.0,34.0,20.0,1812.0,6.0,0.0,6.0,2.0,0.0,5.1,0.8
Assane Diao,18,2005.0,7.0,7.0,510.0,2.0,0.0,2.0,1.0,0.0,1.0,0.4
Aster Vranckx,19,2002.0,9.0,2.0,240.0,0.0,0.0,0.0,1.0,0.0,0.1,0.3
Augusto Fernández,34,1986.0,8.5,2.5,238.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Augusto Solari,30,1992.0,18.0,3.3333333333333335,487.3333333333333,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,0.0,0.5666666666666668,0.8333333333333334
Augustus Kargbo,20,1999.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurélien Nguiamba,22,1999.0,3.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aurélien Tchouaméni,23,2000.0,22.0,17.0,1480.0,0.5,2.0,2.5,2.0,0.0,1.25,1.25
Auston Trusty,25,1998.0,8.0,6.0,557.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Awer Mabil,26,1995.0,5.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Axel Disasi,25,1998.0,11.0,11.0,966.0,1.0,0.0,1.0,2.0,0.0,0.8,0.2
Axel Guessand,19,2004.0,1.0,0.5,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Tuanzebe,23,1997.0,6.0,3.0,278.0,0.0,0.0,0.0,0.75,0.0,0.025,0.0
Axel Werner,26,1996.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Witsel,34,1989.0,22.5,18.0,1633.5,0.5,0.0,0.5,1.0,0.5,0.7,0.44999999999999996
Aymeric Laporte,29,1994.0,16.0,15.166666666666666,1330.6666666666667,0.8333333333333334,0.16666666666666666,1.0,2.0,0.16666666666666666,1.2333333333333334,0.3666666666666667
Ayoze Pérez,30,1993.0,18.666666666666668,13.333333333333334,1098.8333333333333,3.1666666666666665,1.8333333333333333,5.0,1.0,0.16666666666666666,3.516666666666667,2.0500000000000003
Aythami Artiles,31,1986.0,3.0,2.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Mandi,32,1991.0,24.428571428571427,22.714285714285715,2050.4285714285716,0.8571428571428571,0.2857142857142857,1.1428571428571428,5.714285714285714,0.42857142857142855,1.4142857142857144,0.6714285714285714
Baba Rahman,25,1994.0,2.0,2.0,108.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Babatunde Akinsola,19,2003.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailey Peacock-Farrell,23,1996.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bali Mumba,19,2001.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbero,22,1998.0,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcia,20,2000.0,1.0,1.0,82.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Barri,21,1995.0,2.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Bart Verbruggen,21,2002.0,6.0,6.0,540.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bartosz Bereszyński,31,1992.0,19.666666666666668,19.0,1626.1666666666667,0.16666666666666666,0.6666666666666666,0.8333333333333334,4.5,0.0,0.20000000000000004,0.5666666666666668
Bartosz Salamon,28,1991.0,7.0,3.0,344.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bartłomiej Drągowski,24,1997.0,27.0,27.0,2360.0,0.0,0.5,0.5,0.5,0.5,0.0,0.025
Bastos,29,1991.0,9.0,3.0,414.0,0.5,0.0,0.5,2.0,0.0,0.2,0.0
Bebé,33,1990.0,13.5,3.8333333333333335,457.3333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.0,0.9499999999999998,1.2166666666666666
Ben Brereton,24,1999.0,10.0,2.0,227.0,0.0,0.0,0.0,2.0,0.0,0.1,0.3
Ben Chilwell,26,1996.0,18.0,15.8,1389.0,2.2,2.4,4.6,2.4,0.0,1.3399999999999999,2.2199999999999998
Ben Davies,30,1993.0,21.0,17.4,1575.0,0.6,0.8,1.4,3.4,0.0,0.9199999999999999,0.9
Ben Doak,18,2005.0,1.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Foster,38,1983.0,32.0,32.0,2880.0,0.0,0.5,0.5,0.5,0.0,0.05,0.05
Ben Gibson,28,1993.0,28.0,28.0,2494.0,0.0,0.0,0.0,5.0,1.0,1.4,0.2
Ben Godfrey,25,1998.0,19.6,18.4,1632.2,0.0,0.6,0.6,3.0,0.2,0.86,0.38
Ben Johnson,22,2000.0,13.5,8.25,764.0,0.5,0.0,0.5,0.5,0.0,0.17500000000000002,0.32500000000000007
Ben Lhassine Kone,21,2000.0,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Ben Mee,34,1989.0,25.0,24.8,2202.6,1.8,0.4,2.2,3.0,0.0,1.92,0.8800000000000001
Ben Osborn,29,1994.0,15.0,8.666666666666666,833.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.5000000000000001,1.0
Ben Parkinson,18,2005.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Pearson,27,1995.0,7.0,3.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ben White,26,1997.0,29.5,28.75,2518.5,0.75,1.25,2.0,3.75,0.25,0.825,1.5750000000000002
Benito Ramírez,28,1995.0,4.5,0.5,130.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1
Benjamin Lecomte,31,1991.0,10.0,10.0,899.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1
Benjamin Mendy,27,1994.0,11.0,10.0,841.0,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,0.0,0.2333333333333333,0.5666666666666667
Benjamin Pavard,27,1996.0,6.0,6.0,403.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Benjamin Tahirovic,19,2003.0,11.0,4.0,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2
Benoît Badiashile,22,2001.0,6.0,5.5,497.5,0.5,0.0,0.5,1.0,0.0,0.65,0.25
Benoît Costil,36,1987.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson Manuel,26,1997.0,3.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berat Djimsiti,30,1993.0,26.8,23.4,2105.0,0.6,1.2,1.8,5.0,0.0,1.28,1.1199999999999999
Berkan Kutlu,25,1998.0,5.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Bernard,27,1992.0,19.5,9.0,867.5,2.0,1.0,3.0,2.0,0.0,1.05,1.5
Bernardo,25,1995.0,8.5,4.5,442.5,0.0,0.0,0.0,0.5,0.0,0.45,0.6000000000000001
Bernardo Espinosa,34,1989.0,22.6,20.6,1816.2,1.0,1.0,2.0,4.6,0.6,1.6600000000000001,0.5599999999999999
Bernardo Silva,29,1994.0,27.8,22.6,1995.0,4.6,5.0,9.6,4.8,0.0,3.72,4.279999999999999
Bernd Leno,31,1992.0,23.6,23.6,2110.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0
Bertrand Traoré,28,1995.0,13.75,7.75,695.25,2.25,1.5,3.75,0.5,0.0,1.9,1.0999999999999999
Beto,25,1998.0,17.5,12.75,1169.25,5.25,0.25,5.5,0.75,0.0,6.3,1.25
Beñat Etxebarria,32,1987.0,20.666666666666668,13.333333333333334,1181.6666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.6666666666666665,0.0,0.3666666666666667,1.9000000000000001
Beñat Prados,22,2001.0,7.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Beñat Turrientes,21,2002.0,7.666666666666667,2.6666666666666665,259.6666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.26666666666666666
Biagio Meccariello,28,1991.0,14.0,8.0,768.0,1.0,0.0,1.0,2.0,0.0,0.4,0.2
Billy Gilmour,22,2001.0,12.2,8.2,702.2,0.0,0.6,0.6,1.0,0.0,0.42000000000000004,0.6799999999999999
Billy Sharp,34,1986.0,20.5,8.5,893.0,3.0,1.0,4.0,1.0,0.5,3.4,1.4
Birkir Bjarnason,31,1988.0,13.0,9.0,798.0,0.0,1.0,1.0,1.0,0.0,0.4,1.5
Bjarki Bjarkason,21,2000.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Björn Engels,24,1994.0,17.0,15.0,1447.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3
