Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Peter González,19,2002.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Petko Hristov,23,1999.0,13.0,8.5,806.5,0.5,0.5,1.0,1.5,0.0,0.15000000000000002,0.25
Phil Bardsley,35,1985.0,12.5,12.0,1082.0,0.0,0.5,0.5,4.0,0.0,0.2,0.7
Phil Foden,23,2000.0,24.8,16.6,1499.6,7.4,4.2,11.6,0.6,0.0,5.300000000000001,3.5200000000000005
Phil Jagielka,37,1982.0,8.0,4.0,385.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Phil Jones,29,1992.0,3.0,2.0,149.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Philip Ankhrah,17,2002.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Billing,27,1996.0,27.333333333333332,24.666666666666668,2083.3333333333335,3.0,1.0,4.0,5.333333333333333,0.0,2.866666666666667,2.0333333333333337
Philippe Coutinho,31,1992.0,16.714285714285715,10.571428571428571,944.7142857142857,3.2857142857142856,1.7142857142857142,5.0,1.0,0.0,3.342857142857143,1.7571428571428573
Pierluigi Gollini,28,1995.0,13.4,13.4,1170.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
Pierre Højbjerg,28,1995.0,30.8,28.2,2588.0,1.6,2.4,4.0,5.0,0.0,1.6600000000000001,1.7600000000000002
Pierre Kalulu,23,2000.0,19.75,13.75,1332.25,0.75,0.75,1.5,2.25,0.0,0.675,0.625
Pierre Lees-Melou,28,1993.0,33.0,27.0,2265.0,1.0,0.0,1.0,5.0,0.0,1.6,1.9
Pierre-Emerick Aubameyang,33,1989.0,18.666666666666668,15.166666666666666,1358.3333333333333,8.0,1.3333333333333333,9.333333333333334,1.5,0.16666666666666666,6.699999999999999,1.3666666666666665
Pietro Ceccaroni,26,1995.0,18.5,17.5,1582.5,1.0,0.5,1.5,3.5,0.5,1.2,0.5
Pietro Comuzzo,18,2005.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pietro Pellegri,22,2001.0,10.75,2.0,279.25,0.75,0.0,0.75,1.5,0.0,0.6000000000000001,0.175
Pietro Terracciano,33,1990.0,16.6,16.0,1471.6,0.0,0.0,0.0,0.4,0.0,0.0,0.04
Pione Sisto,24,1995.0,26.666666666666668,15.666666666666666,1417.3333333333333,3.0,3.6666666666666665,6.666666666666667,1.3333333333333333,0.0,2.5333333333333337,2.266666666666666
Piotr Zieliński,29,1994.0,31.6,25.8,2168.0,4.2,5.8,10.0,2.0,0.0,3.62,4.58
Pipa,21,1998.0,7.0,5.0,473.0,0.0,0.0,0.0,3.0,0.0,0.4,0.2
Pol Lirola,26,1997.0,16.0,11.0,999.25,0.5,1.0,1.5,2.25,0.0,0.675,1.225
Pol Lozano,22,1999.0,4.5,1.0,95.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Pontus Almqvist,24,1999.0,11.0,11.0,917.0,2.0,0.0,2.0,1.0,0.0,0.9,0.4
Pontus Jansson,31,1991.0,24.5,23.0,2022.5,2.0,0.5,2.5,3.5,0.0,1.65,0.15
Portu,31,1992.0,28.375,18.875,1757.5,4.625,2.875,7.5,3.5,0.125,4.2625,3.0000000000000004
Predrag Rajković,28,1995.0,25.0,25.0,2250.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25
Przemysław Płacheta,23,1998.0,12.0,6.0,504.0,0.0,0.0,0.0,1.0,0.0,0.4,0.8
Przemysław Szymiński,29,1994.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przemysław Tytoń,30,1987.0,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przemysław Wiśniewski,24,1998.0,14.0,11.0,1003.0,1.0,0.0,1.0,3.0,0.0,1.2,0.7
Pubill,20,2003.0,7.5,4.0,391.0,0.0,0.5,0.5,1.0,0.0,0.45,0.65
Përparim Hetemaj,33,1986.0,31.0,27.0,2212.0,0.0,2.0,2.0,5.0,0.0,0.6,1.4
Quincy Promes,26,1992.0,33.0,15.0,1583.0,2.0,3.0,5.0,2.0,0.0,2.9,4.5
Quini,31,1989.0,20.333333333333332,15.666666666666666,1404.3333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,6.0,0.0,0.39999999999999997,0.6
Quique,30,1990.0,13.5,2.0,328.5,0.0,0.5,0.5,0.0,0.0,0.4,0.15000000000000002
Rachid Ghezzal,27,1992.0,19.0,9.0,828.0,1.0,0.0,1.0,5.0,0.0,0.5,1.3
Radamel Falcao,37,1986.0,18.666666666666668,3.6666666666666665,518.0,3.0,0.0,3.0,2.0,0.0,3.1666666666666665,0.16666666666666666
Rade Krunić,30,1993.0,20.2,10.0,1004.0,0.2,1.0,1.2,3.8,0.0,0.62,1.06
Radja Nainggolan,32,1988.0,17.333333333333332,15.666666666666666,1319.3333333333333,2.3333333333333335,2.3333333333333335,4.666666666666667,3.3333333333333335,0.0,1.5,2.733333333333333
Radu Drăgușin,21,2002.0,8.5,5.5,569.75,0.25,0.25,0.5,0.5,0.0,0.175,0.19999999999999998
Rafa Marín,21,2002.0,11.0,7.0,637.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1
Rafa Mir,26,1997.0,26.75,17.0,1544.0,7.5,0.25,7.75,2.5,0.0,7.700000000000001,0.6499999999999999
Rafa Navarro,23,1994.0,3.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Rafa Soares,25,1995.0,12.5,9.0,784.5,0.0,0.5,0.5,1.5,0.0,0.05,1.1
Rafael,38,1982.0,4.5,3.5,330.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2
Rafael Leão,24,1999.0,28.4,20.6,1835.8,8.2,5.6,13.8,3.4,0.2,6.4,4.62
Rafael Tolói,33,1990.0,24.6,22.0,1959.6,1.4,1.6,3.0,7.6,0.2,2.0599999999999996,1.0399999999999998
Rafel Obrador,15,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,28,1993.0,13.5,10.75,892.5,1.25,0.25,1.5,2.25,0.0,1.275,0.725
Ragnar Klavan,34,1985.0,23.0,17.5,1562.0,0.0,0.0,0.0,2.5,0.0,0.30000000000000004,0.6000000000000001
Raheem Sterling,28,1994.0,27.0,23.2,2056.2,10.8,3.4,14.2,3.6,0.0,10.52,4.859999999999999
Raimonds Krollis,20,2001.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Rajko Brežančić,28,1989.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralf Fährmann,30,1988.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro Funes Mori,29,1991.0,16.0,14.0,1269.0,0.6666666666666666,0.3333333333333333,1.0,5.666666666666667,0.0,1.1666666666666667,0.19999999999999998
Ramiro Guerra,20,1997.0,4.0,0.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
Ramon Azeez,27,1992.0,13.5,7.5,731.0,1.0,0.0,1.0,1.5,0.0,1.25,0.15
Ramzi Aya,30,1990.0,2.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ramón Folch,30,1989.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramón Terrats,23,2000.0,11.333333333333334,5.666666666666667,497.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.46666666666666673,0.5333333333333333
Randy Ntekja,25,1997.0,15.75,7.25,651.0,1.0,0.0,1.0,0.75,0.25,1.6,0.6749999999999999
Raoul Bellanova,23,2000.0,15.75,10.5,1002.5,0.25,0.75,1.0,1.75,0.0,0.725,1.15
Raphael Dwamena,22,1995.0,12.0,1.0,222.0,0.0,1.0,1.0,0.0,0.0,0.7,0.5
Raphaël Varane,30,1993.0,25.142857142857142,23.857142857142858,2099.714285714286,1.1428571428571428,0.42857142857142855,1.5714285714285714,1.1428571428571428,0.14285714285714285,1.3428571428571427,0.3
Raphinha,26,1996.0,27.75,22.0,1910.25,6.5,5.0,11.5,5.0,0.25,6.675,6.65
Rareș-Cătălin Burnete,19,2004.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1
Rasmus Højlund,20,2003.0,20.5,14.0,1240.5,4.5,1.0,5.5,0.5,0.0,6.0,1.3499999999999999
Rasmus Nissen,26,1997.0,19.0,13.5,1253.0,1.5,1.0,2.5,2.5,0.0,0.4,0.75
Ravel Morrison,26,1993.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayan Aït Nouri,22,2001.0,19.5,14.25,1299.0,0.75,0.75,1.5,3.25,0.0,0.775,1.0
Raúl,23,2000.0,5.666666666666667,1.0,124.66666666666667,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.03333333333333333
Raúl Albentosa,28,1988.0,20.0,19.0,1748.0,1.0,0.0,1.0,5.0,0.0,1.5,0.2
Raúl Albiol,38,1985.0,27.2,26.8,2382.4,0.2,0.0,0.2,6.6,0.0,0.82,0.34
Raúl Fernández,35,1988.0,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,37,1987.3846153846155,20.76923076923077,14.615384615384615,1295.923076923077,3.6923076923076925,1.1538461538461537,4.846153846153846,4.384615384615385,0.15384615384615385,3.707692307692308,1.284615384615385
Raúl Guti,25,1996.0,31.666666666666668,20.666666666666668,1868.6666666666667,1.0,0.3333333333333333,1.3333333333333333,3.0,0.6666666666666666,1.5333333333333332,0.3333333333333333
Raúl Jiménez,32,1991.0,21.8,19.0,1658.2,5.6,2.2,7.8,2.8,0.4,5.9,2.5799999999999996
Raúl Lizoain,26,1991.0,11.0,11.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl Moro,18,2002.0,4.333333333333333,0.3333333333333333,71.33333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.06666666666666667
Raúl Navas,32,1988.0,11.75,11.25,995.0,0.0,0.25,0.25,2.5,0.0,0.3,0.225
Raúl Parra,22,1999.0,4.0,2.5,199.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Raúl Torrente,22,2001.0,13.5,11.0,978.0,0.0,0.0,0.0,3.5,0.0,0.15000000000000002,0.39999999999999997
Raúl de Tomás,29,1994.0,22.2,18.4,1631.8,7.8,1.2,9.0,4.4,0.4,8.38,1.08
Recio,29,1991.0,20.5,15.5,1356.5,0.5,0.5,1.0,9.0,0.25,1.125,0.9249999999999999
Reda Khadra,19,2001.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece Burke,27,1996.0,8.0,7.0,595.0,0.0,1.0,1.0,1.0,0.0,0.4,0.4
Reece James,23,1999.0,20.8,16.2,1462.6,1.4,3.0,4.4,2.8,0.4,1.3599999999999999,3.3
Reinier,21,2002.0,12.0,5.5,555.5,1.5,1.5,3.0,1.5,0.5,1.0,1.15
Reinildo Mandava,28,1994.0,19.5,18.5,1577.5,0.0,0.0,0.0,4.5,0.0,0.45,0.3
Reiss Nelson,23,1999.0,7.2,1.4,199.8,0.8,0.4,1.2,0.2,0.0,0.44000000000000006,0.45999999999999996
Rekeem Harper,20,2000.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Oudin,27,1996.0,19.0,7.5,829.5,2.5,0.0,2.5,1.5,0.0,1.15,1.8499999999999999
Remo Freuler,31,1992.0,26.2,24.0,2052.8,1.0,1.6,2.6,4.6,0.0,1.1,1.6600000000000001
Renan Lodi,24,1998.0,28.0,19.5,1730.0,1.0,1.75,2.75,5.0,0.25,1.0250000000000001,1.575
Renato Sanches,26,1997.0,4.0,1.0,101.0,1.0,0.0,1.0,2.0,0.0,0.1,0.2
Renato Tapia,28,1995.0,23.75,15.75,1440.75,0.0,0.25,0.25,8.0,0.5,0.65,0.6000000000000001
Rey Manaj,24,1997.0,30.0,19.0,1768.0,5.0,0.0,5.0,9.0,0.0,7.5,1.2
Rhian Brewster,23,2000.0,16.0,7.0,646.5,0.0,0.0,0.0,0.5,0.0,0.9,0.8500000000000001
Rhys Williams,19,2001.0,9.0,7.0,661.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2
Ricard Artero,19,2003.0,7.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Ricard Sánchez,23,2000.0,7.0,5.0,475.5,1.0,0.0,1.0,2.0,0.0,0.1,0.5
Ricardo Pereira,28,1993.0,16.75,14.0,1231.0,1.25,1.75,3.0,2.25,0.0,0.575,1.575
Ricardo Rodríguez,31,1992.0,20.6,18.2,1569.6,0.0,0.2,0.2,1.6,0.0,0.27999999999999997,0.8399999999999999
Riccardo Calafiori,21,2002.0,4.6,2.6,225.6,0.0,0.2,0.2,1.0,0.0,0.0,0.24
Riccardo Ciervo,19,2002.0,10.0,1.0,227.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2
Riccardo Fiamozzi,28,1993.0,10.0,7.0,620.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6
Riccardo Gagliolo,31,1990.0,25.666666666666668,21.666666666666668,1899.3333333333333,1.6666666666666667,1.6666666666666667,3.3333333333333335,5.0,0.0,2.1666666666666665,1.3666666666666665
Riccardo Improta,26,1993.0,34.0,23.0,2335.0,1.0,0.0,1.0,7.0,0.0,2.0,2.4
Riccardo Ladinetti,18,2000.0,3.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Riccardo Marchizza,25,1998.0,16.5,12.25,1084.5,0.0,2.0,2.0,2.5,0.0,0.275,1.025
Riccardo Orsolini,26,1997.0,28.8,20.8,1813.0,7.2,3.2,10.4,2.8,0.4,7.82,3.3400000000000007
Riccardo Pagano,19,2004.0,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Riccardo Pinzi,17,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riccardo Saponara,31,1991.0,13.428571428571429,6.571428571428571,601.1428571428571,1.5714285714285714,1.4285714285714286,3.0,1.4285714285714286,0.2857142857142857,1.1857142857142855,1.4285714285714286
Riccardo Sottil,24,1999.0,17.6,8.4,819.2,1.0,1.0,2.0,2.2,0.2,1.44,1.2
Riccardo Stivanello,17,2004.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richairo Živković,22,1996.0,5.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Richarlison,26,1997.0,27.4,23.2,2000.4,6.4,3.4,9.8,5.2,0.2,6.8,3.38
Rick Karsdorp,28,1995.0,22.75,18.5,1662.75,0.25,2.25,2.5,3.0,0.25,0.4,3.025
Rico Henry,26,1997.0,25.333333333333332,25.0,2138.3333333333335,1.0,1.0,2.0,2.3333333333333335,0.0,1.0666666666666667,1.8
Rico Lewis,19,2004.0,9.5,6.0,535.0,0.0,0.0,0.0,0.5,0.0,0.1,0.75
Ridgeciano Haps,30,1993.0,15.5,14.5,1254.5,0.5,1.0,1.5,3.0,0.0,0.3,0.6499999999999999
Riqui Puig,21,1999.0,10.5,2.75,361.25,0.5,0.5,1.0,0.5,0.0,0.49999999999999994,0.7250000000000001
Riyad Mahrez,31,1991.0,29.5,20.25,1827.75,9.0,7.5,16.5,0.5,0.0,7.05,6.55
Riza Durmisi,23,1994.0,24.0,23.0,2080.0,2.0,3.0,5.0,4.0,0.0,1.9,2.6
Rob Holding,26,1995.0,16.75,12.25,1137.5,0.5,0.25,0.75,1.75,0.25,0.475,0.05
Robbie Brady,28,1992.0,18.0,8.5,753.0,1.0,1.5,2.5,2.0,0.0,0.9500000000000001,0.65
Rober,26,1995.0,21.6,18.0,1677.8,0.4,0.2,0.6,3.6,0.4,0.5800000000000001,0.38
Rober Correa,27,1992.0,13.5,12.0,1032.5,0.0,1.0,1.0,3.0,0.0,0.25,1.05
Robert Ibáñez,28,1993.0,8.333333333333334,2.0,235.33333333333334,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.5666666666666667,0.19999999999999998
Robert Lewandowski,35,1988.0,23.0,21.5,1887.5,15.0,5.0,20.0,3.5,0.5,15.95,3.7
Robert Snodgrass,32,1987.0,11.666666666666666,7.666666666666667,680.0,1.6666666666666667,1.6666666666666667,3.3333333333333335,2.0,0.0,0.9,1.2
Robert Sánchez,26,1997.0,25.0,25.0,2249.75,0.0,0.0,0.0,2.0,0.25,0.0,0.1
Roberto,34,1986.0,16.0,15.5,1426.75,0.0,0.0,0.0,0.25,0.25,0.025,0.025
Roberto Arroyo,18,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Firmino,30,1991.0,29.75,22.5,2007.25,8.5,5.75,14.25,1.25,0.0,8.875,4.075
Roberto Gagliardini,29,1994.0,20.4,12.2,1116.0,2.0,1.4,3.4,3.2,0.2,1.8800000000000001,1.02
Roberto González,21,2001.0,3.0,0.5,94.5,0.0,0.0,0.0,0.5,0.0,0.05,0.15
Roberto Inglese,28,1991.0,15.5,7.0,671.0,2.0,1.0,3.0,1.5,0.0,3.05,0.9500000000000001
Roberto Insigne,26,1994.0,30.0,17.0,1599.0,2.0,4.0,6.0,2.0,0.0,3.9,3.8
Roberto López,20,2000.0,7.0,1.3333333333333333,195.0,1.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.16666666666666666,0.3666666666666667
Roberto Navarro,21,2002.0,7.5,2.0,208.25,0.0,0.0,0.0,0.5,0.25,0.5,0.375
Roberto Pereyra,32,1991.0,25.8,22.4,1940.6,3.4,3.8,7.2,6.2,0.2,3.54,3.2
Roberto Piccoli,22,2001.0,8.875,2.375,258.75,1.125,0.0,1.125,0.125,0.0,1.1375,0.2
Roberto Rosales,30,1988.0,27.0,25.333333333333332,2247.6666666666665,1.3333333333333333,0.6666666666666666,2.0,6.333333333333333,0.0,0.7000000000000001,2.9
Roberto Santamaría,33,1985.0,20.0,20.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roberto Soldado,36,1985.0,26.666666666666668,17.666666666666668,1483.0,6.333333333333333,2.0,8.333333333333334,9.666666666666666,1.0,4.8,1.6666666666666667
Roberto Soriano,31,1991.0,30.0,24.8,2161.2,3.0,3.6,6.6,3.8,0.8,3.1,4.12
Roberto Torres,33,1989.0,25.25,14.0,1357.75,4.0,2.75,6.75,1.0,0.0,4.05,2.7250000000000005
Robin Gosens,28,1994.0,22.2,15.4,1390.6,4.8,2.8,7.6,3.4,0.2,3.8400000000000007,2.16
Robin Koch,26,1996.0,24.333333333333332,22.0,1960.3333333333333,0.0,0.0,0.0,3.6666666666666665,0.0,1.0,0.3
Robin Le Normand,27,1996.0,25.0,22.833333333333332,2084.5,0.5,0.5,1.0,4.666666666666667,0.16666666666666666,1.1333333333333333,0.3666666666666667
Robin Olsen,33,1990.0,6.0,5.6,523.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
Rodri,27,1997.4545454545455,27.0,22.272727272727273,1949.2727272727273,2.1818181818181817,2.090909090909091,4.2727272727272725,3.8181818181818183,0.09090909090909091,1.7636363636363634,1.718181818181818
Rodrigo,31,1991.0,30.833333333333332,24.5,2096.6666666666665,9.0,3.5,12.5,4.833333333333333,0.3333333333333333,8.566666666666668,3.733333333333333
Rodrigo Battaglia,31,1991.0,24.333333333333332,16.333333333333332,1452.3333333333333,0.3333333333333333,0.0,0.3333333333333333,6.333333333333333,0.3333333333333333,0.6,0.10000000000000002
Rodrigo Becão,26,1996.0,31.75,29.75,2651.75,1.5,0.75,2.25,8.5,0.25,1.0999999999999999,0.525
Rodrigo Bentancur,26,1997.0,20.166666666666668,16.5,1437.6666666666667,0.8333333333333334,3.0,3.8333333333333335,5.333333333333333,0.16666666666666666,0.9333333333333335,1.7166666666666668
Rodrigo De Paul,29,1994.0,29.2,24.8,2135.4,4.2,5.0,9.2,4.6,0.6,3.08,6.459999999999999
Rodrigo Ely,28,1993.0,21.0,20.2,1773.0,0.8,0.2,1.0,6.4,0.6,0.78,0.36
Rodrigo Muniz,22,2001.0,5.0,1.0,136.0,0.0,0.0,0.0,1.0,0.0,0.4,0.3
Rodrigo Palacio,38,1982.0,35.5,28.0,2509.5,6.0,4.0,10.0,5.0,0.0,9.100000000000001,4.449999999999999
Rodrigo Riquelme,23,2000.0,15.0,10.0,889.3333333333334,2.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,0.0,1.9000000000000001,1.5
Rodrigo Tarín,23,1996.0,16.0,13.5,1190.0,0.0,0.0,0.0,2.0,0.0,0.25,0.05
Rodrygo,22,2001.0,24.4,15.0,1374.0,4.2,4.4,8.6,1.6,0.0,5.4399999999999995,3.12
Roger Assalé,25,1993.0,14.0,2.0,531.0,2.0,1.0,3.0,1.0,0.0,1.7,1.1
Roger Ibanez,23,1998.0,26.5,24.75,2174.25,1.5,0.5,2.0,7.0,0.5,1.625,0.675
Roger Martí,32,1991.0,23.125,17.125,1451.375,6.0,1.625,7.625,4.0,0.125,6.3625,1.85
Roger Martínez,23,1999.0,4.5,1.0,118.5,0.5,0.0,0.5,0.5,0.0,0.35,0.0
Rogério,24,1998.0,25.5,21.5,1904.25,0.25,1.5,1.75,5.0,0.25,0.44999999999999996,1.75
Rolando Mandragora,26,1997.0,19.166666666666668,14.5,1293.1666666666667,1.0,1.6666666666666667,2.6666666666666665,3.8333333333333335,0.3333333333333333,1.8666666666666665,2.1333333333333333
Romain Perraud,24,1997.0,24.5,20.0,1729.0,1.0,1.5,2.5,3.5,0.0,0.9,1.2999999999999998
Romain Saïss,31,1990.0,30.333333333333332,29.666666666666668,2605.6666666666665,2.3333333333333335,0.3333333333333333,2.6666666666666665,6.666666666666667,0.3333333333333333,3.033333333333333,0.6
Romaine Sawyers,28,1991.0,19.0,17.0,1487.0,0.0,0.0,0.0,2.0,0.0,0.1,0.6
Roman Yaremchuk,28,1995.0,8.0,2.0,178.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Romario Benzar,27,1992.0,3.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Romelu Lukaku,30,1993.0,26.8,22.0,2004.8,14.2,4.0,18.2,2.2,0.0,12.379999999999999,3.94
Rominigue Kouamé,26,1996.0,6.0,4.0,364.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1
Roméo Lavia,18,2004.0,29.0,26.0,2221.0,1.0,0.0,1.0,9.0,0.0,0.4,0.6
Ronald Araújo,24,1999.0,18.0,13.8,1278.6,1.4,0.6,2.0,2.8,0.4,1.2399999999999998,0.5800000000000001
Ronaldo Vieira,24,1998.0,12.6,6.8,674.2,0.0,0.2,0.2,3.6,0.2,0.42000000000000004,0.22000000000000003
Ronaël Pierre-Gabriel,24,1998.0,8.0,2.0,236.0,1.0,0.0,1.0,2.0,1.0,0.2,0.3
Rony Lopes,23,1995.0,5.0,2.0,134.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Roque Mesa,33,1989.0,24.2,17.4,1495.8,1.2,1.2,2.4,7.8,0.6,1.1600000000000001,1.3
Ross Barkley,29,1993.0,12.2,7.6,678.0,1.0,1.0,2.0,0.2,0.0,1.48,1.54
Ruan,24,1999.0,14.0,9.333333333333334,827.6666666666666,0.0,0.0,0.0,5.333333333333333,1.0,0.3,0.10000000000000002
Ruben Lendinez,18,2003.0,4.0,1.0,137.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ruben Loftus-Cheek,27,1996.0,16.0,10.333333333333334,931.8333333333334,0.3333333333333333,0.8333333333333334,1.1666666666666667,1.1666666666666667,0.0,1.0666666666666667,1.0833333333333333
Rubén,36,1990.8,14.4,11.6,1057.2,0.0,0.6,0.6,0.8,0.2,0.1,0.4
Rubén Alcaraz,32,1991.0,24.833333333333332,21.0,1882.6666666666667,2.0,0.6666666666666666,2.6666666666666665,9.5,0.16666666666666666,2.1666666666666665,0.7833333333333332
Rubén Blanco,25,1995.0,24.75,24.75,2197.0,0.0,0.0,0.0,2.25,0.5,0.0,0.025
Rubén Castro,36,1981.0,10.0,3.0,359.0,1.0,1.0,2.0,0.0,0.0,1.8,0.6
Rubén Duarte,28,1995.0,27.5,26.166666666666668,2259.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,8.5,0.6666666666666666,0.7666666666666667,1.8333333333333333
Rubén García,30,1993.0,28.8,20.8,1771.8,3.2,3.0,6.2,2.2,0.0,3.1000000000000005,3.3
Rubén Pardo,25,1992.0,15.0,9.5,794.5,0.5,1.5,2.0,1.5,0.5,0.5,1.9000000000000001
Rubén Peña,32,1991.0,20.428571428571427,15.285714285714286,1392.7142857142858,0.7142857142857143,1.0,1.7142857142857142,2.2857142857142856,0.14285714285714285,0.7428571428571429,1.5714285714285714
Rubén Pérez,30,1989.0,29.333333333333332,27.0,2394.6666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.666666666666666,0.3333333333333333,0.6333333333333333,0.7999999999999999
Rubén Quintanilla,20,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén Rochina,30,1991.0,20.0,14.2,1194.6,2.0,2.4,4.4,5.2,0.6,1.6799999999999997,2.2800000000000002
Rubén Sobrino,31,1992.0,16.5,8.8,869.6,1.5,0.6,2.1,3.1,0.0,1.9700000000000002,0.7899999999999999
Rubén Yáñez,26,1993.0,10.0,10.0,900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Rui Patrício,35,1988.0,32.2,32.2,2897.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Rui Silva,29,1994.0,24.0,23.8,2147.8,0.0,0.0,0.0,1.6,0.0,0.0,0.0
Ruslan Malinovskyi,30,1993.0,25.2,13.2,1228.0,4.8,4.6,9.4,5.2,0.2,2.84,4.68
Ryad Boudebouz,28,1990.0,15.666666666666666,9.666666666666666,872.0,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.9333333333333332,2.0
Ryan Bennett,29,1990.0,8.0,5.0,468.5,0.0,0.0,0.0,1.0,0.0,0.05,0.05
Ryan Bertrand,31,1989.0,21.666666666666668,21.333333333333332,1892.3333333333333,0.3333333333333333,0.6666666666666666,1.0,3.0,0.3333333333333333,0.7000000000000001,1.5333333333333332
Ryan Christie,28,1995.0,22.5,17.0,1398.5,0.5,1.0,1.5,1.0,0.0,1.7,2.05
Ryan Fraser,28,1994.0,20.25,12.75,1193.25,0.75,2.25,3.0,2.0,0.25,1.9,2.1
Ryan Fredericks,29,1992.0,15.0,9.75,911.5,0.25,1.0,1.25,2.75,0.0,0.1,1.0
Ryan Gravenberch,21,2002.0,8.0,3.0,309.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3
Ryan John Giles,23,2000.0,6.0,3.0,286.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Ryan One,17,2006.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Sessegnon,22,2000.0,12.666666666666666,8.666666666666666,734.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.0,0.6666666666666666,1.3
Ryan Yates,26,1997.0,18.0,12.0,1112.5,0.0,1.0,1.0,3.5,0.0,1.3499999999999999,0.65
Ryder Matos,27,1993.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Róbert Mazáň,24,1994.0,1.5,1.0,85.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05
