,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
2178,Manu Sánchez,ESP,Defensa,Osasuna,19,2000,16,10,976,0,4,4,4,0,0.1,1.2,2020-2021
2179,Manu Sánchez,ESP,Defensa,Atlético Madrid,19,2000,1,1,49,0,1,1,0,0,0.0,0.4,2020-2021
2180,Juan Sánchez Miño,ARG,Defensa,Elche,30,1990,9,5,495,0,0,0,2,0,0.0,0.1,2020-2021
2181,Pepe Sánchez,ESP,Defensa,Granada,20,2000,3,3,253,0,0,0,0,0,0.0,0.1,2020-2021
2182,Oier Sanjurjo,ESP,Centrocampista,Osasuna,34,1986,32,24,2084,0,2,2,10,0,1.1,2.2,2020-2021
2183,Ivan Šaponjić,SRB,Delantero,Cádiz,22,1997,9,3,388,1,0,1,2,0,2.2,0.0,2020-2021
2184,Stefan Savić,MNE,Defensa,Atlético Madrid,29,1991,33,33,2953,1,0,1,14,0,0.8,0.1,2020-2021
2185,Jaime Seoane,ESP,Centrocampista,Huesca,23,1997,29,23,2064,1,1,2,5,0,1.5,1.1,2020-2021
2186,Edgar Sevikyan,ARM,Centrocampista,Levante,18,2001,1,0,8,0,0,0,0,0,0.0,0.0,2020-2021
2187,Sidnei,BRA,Defensa,Betis,30,1989,11,7,697,0,0,0,1,0,0.3,0.0,2020-2021
2188,David Silva,ESP,Centrocampista,Real Sociedad,34,1986,21,17,1399,2,5,7,4,0,2.4,3.3,2020-2021
2189,Gastón Silva,URU,Defensa,Huesca,26,1994,12,6,600,0,0,0,2,0,0.0,0.0,2020-2021
2190,Rui Silva,POR,PO,Granada,26,1994,32,32,2880,0,0,0,1,0,0.0,0.0,2020-2021
2191,Unai Simón,ESP,PO,Athletic Club,23,1997,37,37,3330,0,0,0,1,0,0.0,0.0,2020-2021
2192,Dimitris Siovas,GRE,Defensa,Huesca,31,1988,36,34,3071,2,0,2,5,0,3.1,0.7,2020-2021
2193,Antonio Sivera,ESP,PO,Alavés,23,1996,1,1,71,0,0,0,0,0,0.0,0.0,2020-2021
2194,Rafa Soares,POR,Defensa,Eibar,25,1995,19,12,1134,0,1,1,2,0,0.1,1.8,2020-2021
2195,Rubén Sobrino,ESP,Centrocampista,Valencia,28,1992,5,0,49,0,0,0,0,0,0.0,0.0,2020-2021
2196,Rubén Sobrino,ESP,Delantero,Cádiz,28,1992,16,11,1113,1,0,1,3,0,2.0,1.0,2020-2021
2197,Augusto Solari,ARG,Centrocampista,Celta Vigo,28,1992,16,3,486,2,2,4,2,0,1.1,1.8,2020-2021
2198,Roberto Soldado,ESP,Delantero,Granada,35,1985,29,16,1438,9,0,9,8,1,5.6,0.6,2020-2021
2199,Carlos Soler,ESP,Centrocampista,Valencia,23,1997,32,31,2735,11,8,19,7,0,9.5,4.7,2020-2021
2200,Son,ESP,Defensa,Levante,26,1994,28,10,1106,0,0,0,3,0,0.6,1.2,2020-2021
2201,David Soria,ESP,PO,Getafe,27,1993,28,28,2520,0,0,0,2,0,0.0,0.0,2020-2021
2202,Alberto Soro,ESP,Delantero,Granada,21,1999,15,3,393,1,2,3,1,0,0.7,0.3,2020-2021
2203,Hugo Sotelo,ESP,Centrocampista,Celta Vigo,16,2003,1,0,1,0,0,0,0,0,0.0,0.0,2020-2021
2204,Damián Suárez,URU,Defensa,Getafe,32,1988,31,28,2434,1,0,1,13,1,0.3,1.0,2020-2021
2205,Denis Suárez,ESP,Centrocampista,Celta Vigo,26,1994,35,34,2852,0,9,9,10,0,1.1,5.9,2020-2021
2206,Luis Suárez,URU,Delantero,Atlético Madrid,33,1987,32,30,2508,21,3,24,6,0,16.2,3.0,2020-2021
2207,Suso,ESP,Delantero,Sevilla,26,1993,34,28,2210,3,4,7,2,0,2.1,4.5,2020-2021
2208,Tachi,ESP,Defensa,Alavés,22,1997,12,8,850,0,0,0,5,1,0.4,0.2,2020-2021
2209,Renato Tapia,PER,Centrocampista,Celta Vigo,25,1995,32,32,2701,0,1,1,11,0,1.0,1.0,2020-2021
2210,Tomás Tavares,POR,Centrocampista,Alavés,19,2001,3,0,65,0,0,0,0,0,0.0,0.0,2020-2021
2211,Álvaro Tejero,ESP,Defensa,Eibar,24,1996,2,1,110,0,0,0,1,0,0.0,0.2,2020-2021
2212,Cristian Tello,ESP,Delantero,Betis,28,1991,29,12,1283,5,3,8,2,1,2.7,2.3,2020-2021
2213,Marc-André ter Stegen,GER,PO,Barcelona,28,1992,31,31,2790,0,0,0,1,0,0.1,0.0,2020-2021
2214,David Timor,ESP,Centrocampista,Getafe,30,1989,30,15,1395,0,0,0,5,1,0.6,1.2,2020-2021
2215,Toño,ESP,Defensa,Levante,30,1989,12,9,726,0,2,2,2,0,0.0,0.5,2020-2021
2216,Lucas Torreira,URU,Centrocampista,Atlético Madrid,24,1996,19,3,518,1,0,1,2,0,0.1,0.5,2020-2021
2217,Óliver Torres,ESP,Centrocampista,Sevilla,25,1994,33,15,1400,0,3,3,2,0,1.1,2.1,2020-2021
2218,Pau Torres,ESP,Defensa,Villarreal,23,1997,33,33,2970,2,2,4,2,0,1.5,0.8,2020-2021
2219,Roberto Torres,ESP,Centrocampista,Osasuna,31,1989,35,19,1894,7,1,8,0,0,5.9,1.6,2020-2021
2220,Lucas Torró,ESP,Centrocampista,Osasuna,26,1994,25,17,1548,0,1,1,4,0,1.5,0.4,2020-2021
2221,Manu Trigueros,ESP,Centrocampista,Villarreal,28,1991,35,30,2527,1,6,7,6,1,2.5,5.0,2020-2021
2222,Francisco Trincão,POR,Delantero,Barcelona,20,1999,28,3,706,3,2,5,1,0,2.6,0.4,2020-2021
2223,Kieran Trippier,ENG,Defensa,Atlético Madrid,29,1990,28,28,2475,0,6,6,0,0,0.1,3.6,2020-2021
2224,Samuel Umtiti,FRA,Defensa,Barcelona,26,1993,13,6,645,0,0,0,1,0,0.2,0.0,2020-2021
2225,Enes Ünal,TUR,Delantero,Getafe,23,1997,28,15,1318,4,2,6,4,0,4.8,1.5,2020-2021
2226,Tomáš Vaclík,CZE,PO,Sevilla,31,1989,5,5,450,0,0,0,0,0,0.0,0.0,2020-2021
2227,Eugeni Valderrama,ESP,Centrocampista,Huesca,26,1994,3,1,115,0,0,0,0,0,0.0,0.2,2020-2021
2228,Jesús Vallejo,ESP,Defensa,Granada,23,1997,21,15,1348,0,0,0,2,1,0.1,0.1,2020-2021
2229,Manu Vallejo,ESP,Delantero,Valencia,23,1997,30,9,950,5,0,5,2,0,4.2,0.8,2020-2021
2230,Federico Valverde,URU,Centrocampista,Real Madrid,22,1998,24,15,1330,3,1,4,0,0,2.3,3.1,2020-2021
2231,Raphaël Varane,FRA,Defensa,Real Madrid,27,1993,31,31,2715,2,0,2,2,0,2.8,0.3,2020-2021
2232,Denis Vavro,SVK,Defensa,Huesca,24,1996,11,9,611,0,0,0,1,0,0.3,0.0,2020-2021
2233,Franco Vázquez,ARG,Delantero,Sevilla,31,1989,15,1,164,1,0,1,1,0,0.2,0.1,2020-2021
2234,Kevin Vázquez,ESP,Defensa,Celta Vigo,27,1993,8,5,562,0,0,0,3,0,0.0,0.0,2020-2021
2235,Lucas Vázquez,ESP,Defensa,Real Madrid,29,1991,24,21,1848,2,5,7,3,0,1.8,4.1,2020-2021
2236,Koke Vegas,ESP,PO,Levante,24,1995,1,1,90,0,0,0,1,0,0.0,0.0,2020-2021
2237,Gabriel Veiga,ESP,Centrocampista,Celta Vigo,18,2002,6,1,118,0,0,0,0,0,0.0,0.0,2020-2021
2238,Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,19,2000,28,19,1701,0,0,0,6,0,0.3,0.2,2020-2021
2239,Gonzalo Verdú,ESP,Defensa,Elche,31,1988,33,33,2944,0,2,2,11,0,1.6,2.0,2020-2021
2240,Mikel Vesga,ESP,Centrocampista,Athletic Club,27,1993,30,20,1722,0,1,1,7,0,1.6,1.1,2020-2021
2241,Rúben Vezo,POR,Defensa,Levante,26,1994,32,25,2316,1,0,1,7,0,0.3,0.2,2020-2021
2242,Iñigo Vicente,ESP,Delantero,Athletic Club,22,1998,3,0,52,0,0,0,0,0,0.0,0.2,2020-2021
2243,Fede Vico,ESP,Centrocampista,Granada,26,1994,20,9,767,0,0,0,1,0,0.7,1.0,2020-2021
2244,Aleix Vidal,ESP,Defensa,Sevilla,30,1989,12,5,595,0,1,1,2,0,0.0,0.7,2020-2021
2245,Nacho Vidal,ESP,Defensa,Osasuna,25,1995,34,25,2348,0,0,0,10,0,0.8,1.6,2020-2021
2246,Toni Villa,ESP,Centrocampista,Valladolid,25,1995,21,10,969,2,0,2,2,0,0.8,1.1,2020-2021
2247,Asier Villalibre,ESP,Delantero,Athletic Club,22,1997,35,16,1589,4,2,6,1,0,4.3,2.3,2020-2021
2248,Iván Villar,ESP,PO,Celta Vigo,23,1997,21,19,1781,0,0,0,1,0,0.0,0.0,2020-2021
2249,Vitolo,ESP,Centrocampista,Atlético Madrid,30,1989,10,3,298,0,0,0,2,0,0.4,0.2,2020-2021
2250,Šime Vrsaljko,CRO,Delantero,Atlético Madrid,28,1992,9,6,519,0,0,0,2,0,0.0,0.0,2020-2021
2251,Nikola Vukčević,MNE,Centrocampista,Levante,28,1991,13,11,810,0,0,0,4,0,0.3,0.1,2020-2021
2252,Daniel Wass,DEN,Centrocampista,Valencia,31,1989,35,35,2979,4,1,5,8,0,2.9,2.3,2020-2021
2253,Shon Weissman,ISR,Delantero,Valladolid,24,1996,32,24,2133,6,1,7,3,0,5.6,2.6,2020-2021
2254,Iñaki Williams,GHA,Delantero,Athletic Club,26,1994,38,27,2387,6,6,12,1,0,6.2,5.1,2020-2021
2255,Nico Williams,ESP,Centrocampista,Athletic Club,18,2002,2,0,57,0,0,0,0,0,0.0,0.0,2020-2021
2256,Jawad El Yamiq,MAR,Defensa,Valladolid,28,1992,19,15,1379,0,1,1,6,0,0.6,0.1,2020-2021
2257,Rubén Yáñez,ESP,PO,Getafe,26,1993,10,10,900,0,0,0,2,0,0.0,0.0,2020-2021
2258,Yoel,ESP,PO,Eibar,31,1988,4,3,300,0,0,0,0,0,0.0,0.0,2020-2021
2259,Okay Yokuşlu,TUR,Centrocampista,Celta Vigo,26,1994,12,3,462,0,0,0,4,1,0.4,0.3,2020-2021
2260,Joseba Zaldúa,ESP,Defensa,Real Sociedad,28,1992,12,6,639,0,0,0,3,0,0.1,1.0,2020-2021
2261,Oier Zarraga,ESP,Centrocampista,Athletic Club,21,1999,5,1,100,0,0,0,0,0,0.1,0.1,2020-2021
2262,Igor Zubeldia,ESP,Defensa,Real Sociedad,23,1997,24,21,1959,1,1,2,5,0,1.3,0.6,2020-2021
2263,Martín Zubimendi,ESP,Centrocampista,Real Sociedad,21,1999,31,17,1882,0,0,0,6,0,0.7,0.6,2020-2021
2264,Martin Ødegaard,NOR,Centrocampista,Real Madrid,21,1998,7,3,234,0,0,0,0,0,0.2,0.4,2020-2021
2265,Luis Abram,PER,Defensa,Granada,25,1996,8,6,560,0,0,0,2,0,0.3,0.0,2021-2022
2266,Marcos Acuña,ARG,Defensa,Sevilla,29,1991,31,26,2260,1,3,4,10,0,1.2,2.9,2021-2022
2267,Martin Agirregabiria,ESP,Defensa,Alavés,25,1996,24,17,1616,0,1,1,4,0,0.2,0.7,2021-2022
2268,Julen Agirrezabala,ESP,PO,Athletic Club,20,2000,4,4,360,0,0,0,0,0,0.0,0.0,2021-2022
2269,Sergio Agüero,ARG,Delantero,Barcelona,33,1988,4,2,151,1,0,1,0,0,1.0,0.1,2021-2022
2270,Álvaro Aguirre,ESP,Delantero,Rayo Vallecano,21,2000,1,0,9,0,0,0,0,0,0.0,0.0,2021-2022
2271,Joseph Aidoo,GHA,Defensa,Celta Vigo,25,1995,32,30,2637,0,0,0,1,0,0.3,0.3,2021-2022
2272,Carlos Akapo,EQG,Defensa,Cádiz,28,1993,25,21,1844,0,0,0,4,0,0.5,0.3,2021-2022
2273,Ilias Akhomach,ESP,Delantero,Barcelona,17,2004,2,2,124,0,0,0,0,0,0.1,0.6,2021-2022
2274,Paul Akouokou,CIV,Centrocampista,Betis,23,1997,8,6,516,0,0,0,2,1,0.0,0.1,2021-2022
2275,David Alaba,AUT,Defensa,Real Madrid,29,1992,30,30,2642,2,3,5,2,0,1.6,2.2,2021-2022
2276,Tomás Alarcón,CHI,Centrocampista,Cádiz,22,1999,23,16,1425,0,1,1,5,0,1.1,1.1,2021-2022
2277,Jordi Alba,ESP,Defensa,Barcelona,32,1989,30,30,2644,2,10,12,11,0,1.5,7.1,2021-2022
2278,Raúl Albiol,ESP,Defensa,Villarreal,35,1985,28,28,2465,0,0,0,8,0,0.4,0.1,2021-2022
2279,Paco Alcácer,ESP,Delantero,Villarreal,27,1993,18,10,787,1,3,4,1,0,3.9,1.6,2021-2022
2280,Rubén Alcaraz,ESP,Centrocampista,Cádiz,30,1991,14,12,1105,2,0,2,7,0,1.3,0.9,2021-2022
2281,Omar Alderete,PAR,Defensa,Valencia,24,1996,29,28,2403,2,0,2,15,0,0.8,0.1,2021-2022
2282,Iván Alejo,ESP,Centrocampista,Cádiz,26,1995,20,11,1065,2,2,4,7,0,1.4,1.8,2021-2022
2283,Carles Aleñá,ESP,Centrocampista,Getafe,23,1998,33,30,2320,1,2,3,6,1,1.8,1.3,2021-2022
2284,Hugo Álvarez,ESP,Delantero,Celta Vigo,18,2003,1,0,11,0,0,0,0,0,0.2,0.0,2021-2022
2285,Yeray Álvarez,ESP,Defensa,Athletic Club,26,1995,22,21,1860,0,0,0,6,0,0.5,0.1,2021-2022
2286,Dani Alves,BRA,Defensa,Barcelona,38,1983,14,13,1098,1,3,4,2,1,0.3,2.3,2021-2022
2287,Emmanuel Amankwaa Akurugu,GHA,Defensa,Getafe,19,2001,3,1,79,0,1,1,0,0,0.0,0.1,2021-2022
2288,Amath,SEN,Delantero,Mallorca,25,1996,19,9,884,0,1,1,5,0,1.4,0.9,2021-2022
2289,Florin Andone,ROU,Delantero,Cádiz,28,1993,5,1,176,0,0,0,1,0,0.2,0.1,2021-2022
2290,Marcos André,BRA,Delantero,Valencia,24,1996,29,8,973,1,3,4,3,0,3.0,2.6,2021-2022
2291,José Ángel,ESP,Defensa,Osasuna,31,1989,23,12,1083,1,1,2,2,1,0.2,1.5,2021-2022
2292,Josep Antoni Gayá,ESP,Defensa,Mallorca,21,2000,1,1,58,0,0,0,0,0,0.0,0.0,2021-2022
2293,Mauro Arambarri,URU,Centrocampista,Getafe,25,1995,31,31,2663,0,5,5,13,0,1.2,2.2,2021-2022
2294,Néstor Araujo,MEX,Defensa,Celta Vigo,29,1991,34,29,2617,0,0,0,4,0,0.3,0.2,2021-2022
2295,Ronald Araújo,URU,Defensa,Barcelona,22,1999,30,25,2272,4,0,4,6,0,1.5,1.2,2021-2022
2296,Jesús Areso,ESP,Defensa,Osasuna,22,1999,3,2,188,0,0,0,1,0,0.0,0.0,2021-2022
2297,Matias Arezo,URU,Delantero,Granada,18,2002,8,1,162,0,0,0,1,0,1.0,0.3,2021-2022
2298,Santiago Arias,COL,Defensa,Granada,29,1992,12,4,440,1,0,1,1,0,0.7,0.4,2021-2022
2299,Santiago Arzamendia,PAR,Centrocampista,Cádiz,23,1998,14,5,469,1,0,1,2,0,0.2,0.0,2021-2022
2300,Sergio Asenjo,ESP,PO,Villarreal,32,1989,6,6,540,0,0,0,1,0,0.0,0.0,2021-2022
2301,Alejandro Asensio,ESP,Delantero,Rayo Vallecano,20,2000,2,0,12,0,0,0,0,0,0.0,0.0,2021-2022
2302,Marco Asensio,ESP,Delantero,Real Madrid,25,1996,31,19,1731,10,0,10,2,0,7.5,2.4,2021-2022
2303,Iago Aspas,ESP,Delantero,Celta Vigo,33,1987,37,36,3087,18,5,23,9,0,14.1,5.9,2021-2022
2304,Pierre-Emerick Aubameyang,GAB,Delantero,Barcelona,32,1989,17,13,1082,11,1,12,0,0,7.8,1.1,2021-2022
2305,Ludwig Augustinsson,SWE,Defensa,Sevilla,27,1994,19,9,793,0,1,1,3,0,0.4,0.8,2021-2022
2306,Serge Aurier,CIV,Defensa,Villarreal,28,1992,19,10,1010,0,1,1,4,0,0.8,1.4,2021-2022
2307,Ezequiel Ávila,ARG,Delantero,Osasuna,27,1994,36,22,1870,6,1,7,9,1,4.3,1.6,2021-2022
2308,Iddrisu Baba,GHA,Centrocampista,Mallorca,25,1996,26,23,1934,1,0,1,9,0,1.4,0.6,2021-2022
2309,Carlos Bacca,COL,Delantero,Granada,34,1986,17,4,513,0,1,1,3,0,0.9,1.3,2021-2022
2310,Édgar Badía,ESP,PO,Elche,29,1992,24,24,2160,0,0,0,2,0,0.0,0.0,2021-2022
2311,Miguel Baeza,ESP,Defensa,Celta Vigo,21,2000,1,0,2,0,0,0,0,0,0.0,0.0,2021-2022
2312,Alejandro Balde,ESP,Defensa,Barcelona,17,2003,5,2,188,0,0,0,0,0,0.0,0.0,2021-2022
2313,Gareth Bale,WAL,Delantero,Real Madrid,32,1989,5,4,280,1,0,1,2,0,1.2,0.1,2021-2022
2314,Mikel Balenziaga,ESP,Defensa,Athletic Club,33,1988,26,23,2027,0,0,0,2,0,0.1,0.4,2021-2022
2315,Iván Balliu,ALB,Defensa,Rayo Vallecano,29,1992,35,35,3147,1,2,3,10,1,0.9,3.5,2021-2022
2316,Barbero,ESP,Delantero,Osasuna,22,1998,6,0,21,0,0,0,0,0,0.0,0.0,2021-2022
2317,Barcia,ESP,Defensa,Granada,20,2000,1,1,75,0,0,0,0,0,0.0,0.0,2021-2022
2318,Enis Bardhi,MKD,Centrocampista,Levante,26,1995,30,17,1701,3,3,6,3,0,3.9,3.0,2021-2022
2319,Keidi Bare,ALB,Centrocampista,Espanyol,23,1997,25,18,1481,1,1,2,9,0,0.3,0.5,2021-2022
2320,Kike Barja,ESP,Centrocampista,Osasuna,24,1997,21,9,865,2,0,2,2,0,1.5,0.5,2021-2022
2321,Antonio Barragán,ESP,Defensa,Elche,34,1987,16,12,1020,0,0,0,5,0,0.0,0.1,2021-2022
2322,Ander Barrenetxea,ESP,Delantero,Real Sociedad,19,2001,11,6,547,1,1,2,0,0,0.5,0.8,2021-2022
2323,Marc Bartra,ESP,Defensa,Betis,30,1991,23,23,1993,1,0,1,5,0,1.6,0.1,2021-2022
2324,Álvaro Bastida,ESP,Centrocampista,Cádiz,17,2004,6,2,197,0,0,0,1,0,0.0,0.0,2021-2022
2325,Rodrigo Battaglia,ARG,Centrocampista,Mallorca,30,1991,26,12,1179,0,0,0,4,0,0.4,0.1,2021-2022
2326,Jon Bautista,ESP,Centrocampista,Real Sociedad,26,1995,1,0,45,0,0,0,0,0,0.1,0.0,2021-2022
2327,Bebé,CPV,Delantero,Rayo Vallecano,31,1990,29,6,867,1,2,3,2,0,1.7,1.8,2021-2022
2328,Héctor Bellerín,ESP,Defensa,Betis,26,1995,23,22,1979,0,2,2,2,1,0.5,2.1,2021-2022
2329,Fran Beltrán,ESP,Centrocampista,Celta Vigo,22,1999,37,31,2597,1,0,1,4,0,0.4,0.3,2021-2022
2330,Darío Benedetto,ARG,Delantero,Elche,31,1990,14,6,590,2,1,3,1,0,2.0,0.9,2021-2022
2331,Iker Benito,ESP,Delantero,Osasuna,18,2002,4,1,118,0,0,0,1,0,0.1,0.1,2021-2022
2332,Pedro Benito,ESP,Delantero,Cádiz,21,2000,1,0,31,0,0,0,0,0,0.0,0.0,2021-2022
2333,Karim Benzema,FRA,Delantero,Real Madrid,33,1987,32,31,2593,27,12,39,0,0,23.7,7.9,2021-2022
2334,Yuri Berchiche,ESP,Defensa,Athletic Club,31,1990,14,11,1015,1,2,3,3,0,0.4,1.2,2021-2022
2335,Álex Berenguer,ESP,Centrocampista,Athletic Club,26,1995,34,24,2168,3,6,9,8,0,5.2,5.4,2021-2022
2336,Pedro Bigas,ESP,Defensa,Elche,30,1990,19,19,1551,1,0,1,6,0,0.6,0.3,2021-2022
2337,Yassine Bounou,MAR,PO,Sevilla,30,1991,31,31,2790,0,2,2,2,0,0.0,0.6,2021-2022
2338,Lucas Boyé,ARG,Delantero,Elche,25,1996,24,22,1713,7,3,10,3,0,4.6,2.0,2021-2022
2339,Martin Braithwaite,DEN,Delantero,Barcelona,30,1991,4,3,235,2,1,3,0,0,0.9,1.2,2021-2022
2340,Darko Brašanac,SRB,Centrocampista,Osasuna,29,1992,35,27,2405,1,2,3,8,0,1.5,1.7,2021-2022
2341,Claudio Bravo,CHI,PO,Betis,38,1983,17,17,1456,0,0,0,2,0,0.0,0.1,2021-2022
2342,Yan Brice Eteki,CMR,Centrocampista,Granada,23,1997,12,2,343,0,0,0,3,0,0.0,0.0,2021-2022
2343,Ante Budimir,CRO,Delantero,Osasuna,30,1991,28,20,1738,8,2,10,3,0,8.3,0.7,2021-2022
2344,Sergio Busquets,ESP,Centrocampista,Barcelona,33,1988,36,36,3198,2,0,2,12,0,0.6,1.7,2021-2022
2345,Adrián Butzke,ESP,Delantero,Granada,22,1999,1,0,1,0,0,0,0,0,0.0,0.0,2021-2022
2346,Erick Cabaco,URU,Defensa,Getafe,26,1995,10,5,403,0,1,1,4,1,0.1,0.4,2021-2022
2347,Leandro Cabrera,URU,Defensa,Espanyol,30,1991,37,37,3330,2,0,2,7,0,1.1,0.7,2021-2022
2348,Martín Cáceres,URU,Defensa,Levante,34,1987,10,9,663,0,0,0,2,0,0.0,0.1,2021-2022
2349,Cala,ESP,Defensa,Cádiz,31,1989,14,10,947,0,0,0,8,1,0.7,0.5,2021-2022
2350,Calderón,ESP,Defensa,Betis,21,2000,1,0,65,0,0,0,0,0,0.0,0.1,2021-2022
2351,Fernando Calero,ESP,Defensa,Espanyol,25,1995,16,13,1090,0,0,0,3,0,0.2,0.1,2021-2022
2352,Víctor Camarasa,ESP,Centrocampista,Betis,27,1994,7,0,108,0,0,0,0,0,0.0,0.0,2021-2022
2353,Eduardo Camavinga,FRA,Centrocampista,Real Madrid,18,2002,26,13,1236,2,1,3,8,0,1.2,1.0,2021-2022
2354,José Campaña,ESP,Centrocampista,Levante,28,1993,20,16,1422,2,2,4,6,1,1.5,1.1,2021-2022
2355,Sergio Canales,ESP,Delantero,Betis,30,1991,34,33,2791,5,8,13,6,0,4.1,5.6,2021-2022
2356,Álex Cantero,ESP,Delantero,Levante,21,2000,25,4,610,0,1,1,1,0,2.2,0.4,2021-2022
2357,Ander Capa,ESP,Defensa,Athletic Club,29,1992,1,0,4,0,0,0,0,0,0.0,0.0,2021-2022
2358,Étienne Capoue,FRA,Centrocampista,Villarreal,33,1988,30,26,2290,1,1,2,9,0,0.5,0.5,2021-2022
2359,Isaac Carcelen,ESP,Defensa,Cádiz,28,1993,25,17,1544,0,1,1,2,0,0.4,0.5,2021-2022
2360,Cárdenas,ESP,PO,Levante,24,1997,24,24,2160,0,0,0,3,0,0.0,0.0,2021-2022
2361,Carlo,ESP,Centrocampista,Villarreal,20,2001,1,0,7,0,0,0,0,0,0.0,0.0,2021-2022
2362,Diego Carlos,BRA,Defensa,Sevilla,28,1993,34,34,2957,3,0,3,4,1,2.1,0.2,2021-2022
2363,Carmona,ESP,Defensa,Sevilla,19,2002,1,0,24,0,0,0,0,0,0.0,0.0,2021-2022
2364,Yannick Carrasco,BEL,Delantero,Atlético Madrid,27,1993,34,28,2583,6,6,12,5,0,5.3,7.0,2021-2022
2365,Guido Carrillo,ARG,Delantero,Elche,30,1991,29,11,1168,2,0,2,3,0,2.6,0.3,2021-2022
2366,Dani Carvajal,ESP,Defensa,Real Madrid,29,1992,24,17,1551,1,3,4,1,0,0.5,2.4,2021-2022
2367,William Carvalho,POR,Centrocampista,Betis,29,1992,33,20,1805,2,3,5,6,0,3.1,1.5,2021-2022
2368,Casemiro,BRA,Centrocampista,Real Madrid,29,1992,32,31,2569,1,3,4,11,0,2.5,2.8,2021-2022
2369,Kiko Casilla,ESP,PO,Elche,34,1986,14,14,1260,0,0,0,3,0,0.0,0.1,2021-2022
2370,Catena,ESP,Defensa,Rayo Vallecano,26,1994,36,36,3240,2,2,4,8,0,1.4,0.8,2021-2022
2371,Dani Ceballos,ESP,Centrocampista,Real Madrid,24,1996,11,2,276,0,0,0,1,0,0.7,0.2,2021-2022
2372,Franco Cervi,ARG,Centrocampista,Celta Vigo,27,1994,33,21,1801,4,3,7,5,0,3.1,1.1,2021-2022
2373,Chapela,ESP,Centrocampista,Cádiz,22,1999,9,4,398,0,0,0,0,0,0.1,0.1,2021-2022
2374,Chema,ESP,Centrocampista,Getafe,29,1992,1,1,45,0,0,0,1,1,0.0,0.0,2021-2022
2375,Denis Cheryshev,RUS,Centrocampista,Valencia,30,1990,17,5,563,0,1,1,1,0,0.9,0.4,2021-2022
2376,Samuel Chukwueze,NGA,Centrocampista,Villarreal,22,1999,27,12,1333,3,3,6,4,0,4.6,4.6,2021-2022
2377,Víctor Chust,ESP,Defensa,Cádiz,21,2000,25,20,1830,0,0,0,2,0,0.7,0.0,2021-2022
2378,Jasper Cillessen,NED,PO,Valencia,32,1989,17,17,1457,0,1,1,1,0,0.0,0.0,2021-2022
2379,Pathé Ciss,SEN,Centrocampista,Rayo Vallecano,27,1994,31,11,1097,2,1,3,5,0,1.7,0.5,2021-2022
2380,Carlos Clerc,ESP,Defensa,Levante,29,1992,19,18,1514,0,0,0,6,0,0.1,0.8,2021-2022
2381,Coke,ESP,Defensa,Levante,34,1987,6,1,118,1,0,1,1,0,0.6,0.1,2021-2022
2382,Álex Collado,ESP,Centrocampista,Granada,22,1999,17,13,1020,2,1,3,1,0,0.8,1.0,2021-2022
2383,Eray Cömert,SUI,Defensa,Valencia,23,1998,8,5,408,0,0,0,2,0,0.4,0.0,2021-2022
2384,Santi Comesaña,ESP,Centrocampista,Rayo Vallecano,24,1996,35,32,2682,1,2,3,12,1,3.7,2.0,2021-2022
2385,Diego Conde,ESP,PO,Getafe,22,1998,1,0,6,0,0,0,0,0,0.0,0.0,2021-2022
2386,Francis Coquelin,FRA,Centrocampista,Villarreal,30,1991,20,8,830,2,1,3,3,0,0.3,0.8,2021-2022
2387,Jesús Corona,MEX,Delantero,Sevilla,28,1993,18,12,1157,2,4,6,2,0,1.6,3.1,2021-2022
2388,Ángel Correa,ARG,Delantero,Atlético Madrid,26,1995,36,21,1856,12,5,17,3,1,7.3,3.7,2021-2022
2389,Thierry Correia,POR,Defensa,Valencia,22,1999,19,18,1414,0,1,1,5,0,0.3,1.1,2021-2022
2390,Hélder Costa,ANG,Centrocampista,Valencia,27,1994,22,13,1118,0,1,1,3,0,0.3,1.8,2021-2022
2391,Jaume Costa,ESP,Defensa,Mallorca,33,1988,25,21,1828,0,4,4,5,1,0.8,2.4,2021-2022
2392,Thibaut Courtois,BEL,PO,Real Madrid,29,1992,36,36,3240,0,0,0,1,0,0.0,0.0,2021-2022
2393,Philippe Coutinho,BRA,Centrocampista,Barcelona,29,1992,12,5,503,2,0,2,1,0,3.1,0.3,2021-2022
2394,Cristo,ESP,Defensa,Real Sociedad,21,2000,1,0,17,0,0,0,0,0,0.0,0.1,2021-2022
2395,Juan Cruz Armada,ESP,Defensa,Osasuna,29,1992,23,22,1934,0,0,0,4,0,0.2,0.0,2021-2022
2396,Marc Cucurella,ESP,Centrocampista,Getafe,23,1998,1,0,23,0,0,0,0,0,0.2,0.1,2021-2022
2397,Jorge Cuenca,ESP,Defensa,Getafe,21,1999,32,31,2683,1,0,1,6,2,0.9,0.1,2021-2022
2398,Matheus Cunha,BRA,Delantero,Atlético Madrid,22,1999,29,8,1063,6,4,10,3,0,5.8,2.2,2021-2022
2399,Arnaut Danjuma,NED,Delantero,Villarreal,24,1997,23,17,1472,10,3,13,1,0,11.9,2.2,2021-2022
