,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
2630,Miguel,ESP,Delantero,Alavés,21,1999,22,10,829,1,1,2,2,0,1.9,0.3,2021-2022
2631,Éder Militão,BRA,Defensa,Real Madrid,23,1998,34,34,3031,1,2,3,5,0,2.5,1.1,2021-2022
2632,Luis Milla,ESP,Centrocampista,Granada,26,1994,34,33,2773,3,3,6,4,0,3.7,3.5,2021-2022
2633,Pere Milla,ESP,Centrocampista,Elche,28,1992,32,17,1644,8,3,11,4,0,4.9,1.7,2021-2022
2634,Santi Mina,ESP,Delantero,Celta Vigo,25,1995,33,30,2367,7,3,10,4,0,8.5,2.6,2021-2022
2635,Óscar Mingueza,ESP,Defensa,Barcelona,22,1999,19,9,894,0,1,1,2,0,0.3,0.9,2021-2022
2636,Rafa Mir,ESP,Delantero,Sevilla,24,1997,34,18,1808,10,0,10,6,0,7.5,0.3,2021-2022
2637,Jorge Miramón,ESP,Defensa,Levante,32,1989,29,22,1977,1,0,1,5,0,0.4,1.5,2021-2022
2638,Juan Miranda,ESP,Defensa,Betis,21,2000,13,9,783,0,2,2,3,0,0.2,1.4,2021-2022
2639,Stefan Mitrović,SRB,Defensa,Getafe,31,1990,32,31,2667,0,0,0,8,1,0.2,0.0,2021-2022
2640,Luka Modrić,CRO,Centrocampista,Real Madrid,35,1985,28,25,2032,2,8,10,4,0,2.5,5.2,2021-2022
2641,Johan Mojica,COL,Defensa,Elche,28,1992,33,32,2855,2,5,7,4,1,0.8,5.3,2021-2022
2642,Jorge Molina,ESP,Delantero,Granada,39,1982,35,19,1966,10,5,15,2,0,6.4,3.4,2021-2022
2643,Jon Moncayola,ESP,Centrocampista,Osasuna,23,1998,36,33,2915,2,3,5,2,0,2.3,1.7,2021-2022
2644,Monchu,ESP,Centrocampista,Granada,21,1999,14,7,668,0,0,0,3,1,0.4,0.8,2021-2022
2645,Gonzalo Montiel,ARG,Defensa,Sevilla,24,1997,18,15,1066,1,2,3,7,0,0.3,1.9,2021-2022
2646,Ángel Montoro,ESP,Centrocampista,Granada,33,1988,24,13,1331,1,1,2,5,0,1.4,1.5,2021-2022
2647,Martín Montoya,ESP,Defensa,Betis,30,1991,6,6,518,0,1,1,2,0,0.3,1.0,2021-2022
2648,Jon Morcillo,ESP,Centrocampista,Athletic Club,22,1998,7,0,54,0,0,0,2,0,0.6,0.0,2021-2022
2649,Alberto Moreno,ESP,Centrocampista,Villarreal,29,1992,24,13,1223,3,2,5,3,0,3.1,1.9,2021-2022
2650,Álex Moreno,ESP,Defensa,Betis,28,1993,30,28,2404,5,3,8,3,1,3.8,1.9,2021-2022
2651,Gerard Moreno,ESP,Delantero,Villarreal,29,1992,17,14,1191,9,3,12,2,0,7.4,4.9,2021-2022
2652,Tete Morente,ESP,Centrocampista,Elche,24,1996,32,18,1632,3,3,6,4,0,3.0,1.8,2021-2022
2653,Ilaix Moriba,GUI,Centrocampista,Valencia,18,2003,14,9,818,0,0,0,9,1,0.7,0.2,2021-2022
2654,Manu Morlanes,ESP,Centrocampista,Espanyol,22,1999,27,11,1144,2,0,2,6,1,0.7,0.3,2021-2022
2655,Loren Morón,ESP,Delantero,Espanyol,27,1993,21,4,563,1,0,1,0,0,0.7,0.7,2021-2022
2656,Loren Morón,ESP,Delantero,Betis,27,1993,1,0,4,0,0,0,0,0,0.0,0.0,2021-2022
2657,Cristhian Mosquera,COL,Defensa,Valencia,17,2004,6,3,212,0,0,0,1,0,0.3,0.0,2021-2022
2658,Toni Moya,ESP,Centrocampista,Alavés,23,1998,28,17,1386,0,1,1,2,0,1.3,1.8,2021-2022
2659,Iker Muniain,ESP,Centrocampista,Athletic Club,28,1992,35,34,2785,4,10,14,3,0,5.8,9.5,2021-2022
2660,Aihen Muñoz,ESP,Defensa,Real Sociedad,23,1997,20,15,1342,0,0,0,4,1,0.1,0.4,2021-2022
2661,Jeison Murillo,COL,Defensa,Celta Vigo,29,1992,19,12,1117,0,0,0,5,1,0.5,0.0,2021-2022
2662,Vedat Muriqi,KVX,Delantero,Mallorca,27,1994,16,16,1438,5,3,8,6,0,5.3,1.4,2021-2022
2663,Yunus Musah,USA,Centrocampista,Valencia,18,2002,29,13,1259,1,0,1,5,0,0.5,1.2,2021-2022
2664,Shkodran Mustafi,GER,Defensa,Levante,29,1992,11,8,658,1,0,1,1,0,0.1,0.0,2021-2022
2665,Nacho,ESP,Defensa,Real Madrid,31,1990,28,17,1555,3,0,3,7,0,1.3,0.3,2021-2022
2666,Roberto Navarro,ESP,Centrocampista,Real Sociedad,19,2002,6,3,199,0,0,0,0,0,0.5,0.0,2021-2022
2667,Ximo Navarro,ESP,Defensa,Alavés,31,1990,18,16,1347,0,0,0,4,1,0.6,0.4,2021-2022
2668,Jesús Navas,ESP,Defensa,Sevilla,35,1985,25,19,1786,0,3,3,4,0,0.4,4.6,2021-2022
2669,Álvaro Negredo,ESP,Delantero,Cádiz,35,1985,34,24,2157,7,2,9,3,0,7.3,2.7,2021-2022
2670,Neto,BRA,PO,Barcelona,32,1989,3,3,270,0,0,0,0,0,0.0,0.0,2021-2022
2671,Carlos Neva,ESP,Defensa,Granada,25,1996,26,24,2108,0,0,0,1,0,1.0,1.2,2021-2022
2672,Saúl Ñíguez,ESP,Delantero,Atlético Madrid,26,1994,3,2,201,0,1,1,0,0,0.3,0.1,2021-2022
2673,Fernando Niño,ESP,Delantero,Mallorca,20,2000,23,9,884,2,0,2,2,0,3.8,0.4,2021-2022
2674,Peru Nolaskoain,ESP,Defensa,Athletic Club,22,1998,1,0,1,0,0,0,0,0,0.0,0.0,2021-2022
2675,Nolito,ESP,Centrocampista,Celta Vigo,34,1986,32,15,1384,2,0,2,2,0,2.9,1.9,2021-2022
2676,Randy Ntekja,FRA,Delantero,Rayo Vallecano,23,1997,34,16,1462,3,0,3,2,0,3.4,1.4,2021-2022
2677,Unai Núñez,ESP,Defensa,Athletic Club,24,1997,9,7,622,0,0,0,2,0,0.8,0.2,2021-2022
2678,Allan Nyom,CMR,Defensa,Getafe,33,1988,5,3,244,0,0,0,1,0,0.0,0.1,2021-2022
2679,Jan Oblak,SVN,PO,Atlético Madrid,28,1993,38,38,3420,0,0,0,2,0,0.0,0.0,2021-2022
2680,Lucas Ocampos,ARG,Delantero,Sevilla,27,1994,30,23,2125,6,4,10,7,0,5.9,1.9,2021-2022
2681,Lucas Olaza,URU,Defensa,Elche,27,1994,5,3,295,1,0,1,1,0,0.7,0.3,2021-2022
2682,Oier Olazábal,ESP,PO,Espanyol,31,1989,2,1,135,0,0,0,0,0,0.0,0.0,2021-2022
2683,Brian Oliván,ESP,Defensa,Mallorca,27,1994,28,24,2189,1,0,1,7,0,1.8,2.2,2021-2022
2684,Mathías Olivera,URU,Defensa,Getafe,23,1997,32,32,2803,1,3,4,10,0,2.4,2.4,2021-2022
2685,Javier Ontiveros,ESP,Delantero,Osasuna,23,1997,3,0,39,0,0,0,0,0,0.1,0.0,2021-2022
2686,Pedro Ortiz,ESP,Centrocampista,Sevilla,20,2000,1,0,7,0,0,0,0,0,0.3,0.5,2021-2022
2687,Milutin Osmajić,MNE,Delantero,Cádiz,22,1999,10,2,257,0,0,0,0,0,0.3,0.0,2021-2022
2688,Jesús Owono,EQG,PO,Alavés,20,2001,1,1,90,0,0,0,0,0,0.0,0.0,2021-2022
2689,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,24,1997,22,19,1671,9,3,12,0,1,9.3,3.7,2021-2022
2690,Fernando Pacheco,ESP,PO,Alavés,29,1992,34,34,3053,0,0,0,1,0,0.0,0.3,2021-2022
2691,Jon Pacheco,ESP,Defensa,Real Sociedad,20,2001,10,4,381,0,0,0,1,0,0.0,0.0,2021-2022
2692,Helibelton Palacios,COL,Defensa,Elche,28,1993,26,22,1931,0,0,0,6,0,0.1,0.1,2021-2022
2693,Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,26,1994,34,27,2288,2,4,6,7,0,3.1,3.1,2021-2022
2694,Daniel Parejo,ESP,Centrocampista,Villarreal,32,1989,33,32,2704,2,10,12,3,0,1.5,6.9,2021-2022
2695,Raúl Parra,ESP,Defensa,Cádiz,21,1999,2,1,88,0,0,0,0,0,0.0,0.0,2021-2022
2696,Javier Pastore,ARG,Centrocampista,Elche,32,1989,13,6,525,0,0,0,2,1,0.5,0.7,2021-2022
2697,Gabriel Paulista,BRA,Defensa,Valencia,30,1990,19,19,1592,2,1,3,2,0,0.8,0.2,2021-2022
2698,Alfonso Pedraza,ESP,Defensa,Villarreal,25,1996,28,19,1701,4,4,8,2,0,1.9,5.2,2021-2022
2699,Pedri,ESP,Centrocampista,Barcelona,18,2002,12,10,885,3,1,4,0,0,1.3,1.2,2021-2022
2700,Adrià Pedrosa,ESP,Defensa,Espanyol,23,1998,31,31,2720,1,1,2,8,0,1.0,1.2,2021-2022
2701,Facundo Pellistri,URU,Centrocampista,Alavés,19,2001,21,6,672,0,0,0,0,0,0.5,0.5,2021-2022
2702,Rubén Peña,ESP,Centrocampista,Villarreal,30,1991,7,1,132,0,0,0,1,0,0.2,1.1,2021-2022
2703,Alberto Perea,ESP,Centrocampista,Cádiz,30,1990,18,8,777,0,1,1,2,0,0.9,0.6,2021-2022
2704,Iñigo Pérez,ESP,Centrocampista,Osasuna,33,1988,10,4,338,1,0,1,0,0,0.1,1.0,2021-2022
2705,Juan Pérez,ESP,PO,Osasuna,25,1996,2,2,180,0,0,0,0,0,0.0,0.0,2021-2022
2706,Kike Pérez,ESP,Centrocampista,Elche,24,1997,12,5,519,2,0,2,1,0,1.0,0.8,2021-2022
2707,Lucas Pérez,ESP,Delantero,Elche,32,1988,18,16,1266,2,1,3,0,0,2.2,1.6,2021-2022
2708,Lucas Pérez,ESP,Delantero,Cádiz,32,1988,15,11,1060,3,2,5,1,0,3.3,3.7,2021-2022
2709,Njegoš Petrović,SRB,Centrocampista,Granada,22,1999,15,10,918,0,1,1,5,0,0.7,0.1,2021-2022
2710,Alex Petxa,ESP,Defensa,Athletic Club,24,1997,17,1,412,0,0,0,4,0,0.1,0.3,2021-2022
2711,Germán Pezzella,ARG,Defensa,Betis,30,1991,23,22,1988,1,0,1,5,1,1.3,0.0,2021-2022
2712,Pablo Piatti,ARG,Centrocampista,Elche,32,1989,10,3,312,0,0,0,0,0,0.2,0.4,2021-2022
2713,Cristiano Piccini,ITA,Defensa,Valencia,28,1992,6,3,322,1,0,1,1,0,0.2,0.1,2021-2022
2714,Tomás Pina Isla,ESP,Centrocampista,Alavés,33,1987,29,16,1444,0,0,0,4,0,0.5,0.3,2021-2022
2715,Orbelín Pineda,MEX,Centrocampista,Celta Vigo,25,1996,7,0,99,0,0,0,0,0,0.5,0.0,2021-2022
2716,Yeremi Pino,ESP,Centrocampista,Villarreal,18,2002,31,21,1678,6,4,10,2,0,5.5,3.5,2021-2022
2717,Gerard Piqué,ESP,Defensa,Barcelona,34,1987,27,25,2092,1,0,1,10,1,1.6,0.5,2021-2022
2718,Ezequiel Ponce,ARG,Delantero,Elche,24,1997,13,5,667,1,0,1,1,1,2.5,0.3,2021-2022
2719,Pere Pons,ESP,Centrocampista,Alavés,28,1993,27,17,1366,1,0,1,2,0,1.5,0.6,2021-2022
2720,Portu,ESP,Delantero,Real Sociedad,29,1992,37,17,1590,1,2,3,5,0,2.9,2.5,2021-2022
2721,Sergio Postigo,ESP,Defensa,Levante,32,1988,13,10,848,0,0,0,3,0,0.1,0.1,2021-2022
2722,Darío Poveda,ESP,Delantero,Getafe,24,1997,15,3,380,1,0,1,0,0,0.3,0.1,2021-2022
2723,José Pozo,ESP,Centrocampista,Rayo Vallecano,25,1996,5,0,72,0,0,0,0,0,0.1,0.3,2021-2022
2724,Abdón Prats,ESP,Delantero,Mallorca,28,1992,23,6,641,3,0,3,3,0,1.5,0.7,2021-2022
2725,Alejandro Primo,ESP,PO,Levante,17,2004,1,1,90,0,0,0,0,0,0.0,0.0,2021-2022
2726,Javi Puado,ESP,Centrocampista,Espanyol,23,1998,30,26,2245,4,1,5,5,0,4.9,1.2,2021-2022
2727,Pubill,ESP,Defensa,Levante,18,2003,11,5,512,0,1,1,1,0,0.9,1.2,2021-2022
2728,Antonio Puertas,ESP,Centrocampista,Granada,29,1992,33,25,2261,6,1,7,4,0,3.5,0.9,2021-2022
2729,Riqui Puig,ESP,Centrocampista,Barcelona,21,1999,15,2,487,1,0,1,0,0,0.7,0.2,2021-2022
2730,Yacine Qasmi,MAR,Delantero,Rayo Vallecano,30,1991,1,0,4,0,0,0,0,0,0.0,0.0,2021-2022
2731,Quini,ESP,Defensa,Granada,31,1989,32,27,2304,0,1,1,11,0,0.5,1.4,2021-2022
2732,Dani Raba,ESP,Centrocampista,Villarreal,25,1995,7,0,89,0,0,0,1,0,0.0,0.3,2021-2022
2733,Dani Raba,ESP,Centrocampista,Granada,25,1995,2,0,26,0,0,0,0,0,0.0,0.0,2021-2022
2734,Uroš Račić,SRB,Centrocampista,Valencia,23,1998,28,13,1206,0,0,0,3,1,0.9,0.4,2021-2022
2735,Nemanja Radoja,SRB,Centrocampista,Levante,28,1993,19,17,1214,0,0,0,3,0,0.3,0.8,2021-2022
2736,Rafinha,BRA,Centrocampista,Real Sociedad,28,1993,17,13,1050,1,0,1,3,0,2.5,0.5,2021-2022
2737,Antonio Raillo,ESP,Defensa,Mallorca,29,1991,17,17,1530,2,0,2,8,0,0.7,0.0,2021-2022
2738,Ivan Rakitić,CRO,Centrocampista,Sevilla,33,1988,35,26,2182,4,6,10,5,0,3.2,2.6,2021-2022
2739,Jonás Ramalho,ESP,Defensa,Osasuna,28,1993,3,3,243,0,0,0,0,0,0.0,0.0,2021-2022
2740,Sandro Ramírez,ESP,Delantero,Getafe,26,1995,29,19,1462,3,0,3,7,0,3.0,0.9,2021-2022
2741,Raúl,ESP,Delantero,Betis,20,2000,1,0,1,0,0,0,0,0,0.0,0.0,2021-2022
2742,Lluís Recasens,ESP,Defensa,Espanyol,19,2002,1,0,45,0,0,0,0,0,0.0,0.0,2021-2022
2743,Manolo Reina,ESP,PO,Mallorca,36,1985,21,21,1890,0,0,0,5,1,0.0,0.0,2021-2022
2744,Karim Rekik,NED,Defensa,Sevilla,26,1994,18,11,1098,0,2,2,2,0,0.2,0.4,2021-2022
2745,Álex Remiro,ESP,PO,Real Sociedad,26,1995,35,35,3150,0,0,0,1,0,0.0,0.0,2021-2022
2746,Nico Ribaudo,ESP,Centrocampista,Espanyol,20,2001,31,7,1116,2,0,2,5,1,1.0,1.4,2021-2022
2747,Diego Rico,ESP,Defensa,Real Sociedad,28,1993,21,19,1644,0,0,0,4,0,0.2,0.9,2021-2022
2748,Sergio Rico,ESP,PO,Mallorca,27,1993,14,14,1260,0,0,0,0,0,0.0,0.0,2021-2022
2749,Luis Rioja,ESP,Centrocampista,Alavés,27,1993,37,36,3111,1,3,4,3,0,3.0,5.1,2021-2022
2750,Rober,ESP,Defensa,Levante,26,1995,27,21,2010,1,0,1,5,1,1.3,0.2,2021-2022
2751,Sergi Roberto,ESP,Centrocampista,Barcelona,29,1992,9,4,400,2,1,3,1,0,1.5,0.4,2021-2022
2752,Rubén Rochina,ESP,Centrocampista,Granada,30,1991,15,8,743,1,3,4,3,0,0.6,0.8,2021-2022
2753,Enzo Roco,CHI,Defensa,Elche,28,1992,30,29,2552,1,0,1,10,0,1.3,0.1,2021-2022
2754,Rodri,ESP,Delantero,Betis,21,2000,21,10,881,1,2,3,1,0,1.4,1.8,2021-2022
2755,Kévin Rodrigues,POR,Defensa,Rayo Vallecano,27,1994,13,5,435,0,0,0,0,0,0.1,0.1,2021-2022
2756,Ángel Rodríguez,ESP,Delantero,Mallorca,34,1987,29,19,1544,4,2,6,4,0,3.9,0.9,2021-2022
2757,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Getafe,23,1998,18,9,943,0,1,1,2,0,1.0,0.9,2021-2022
2758,Óscar Rodríguez Arnaiz,ESP,Delantero,Sevilla,23,1998,11,4,417,0,0,0,1,0,0.6,0.8,2021-2022
2759,Dani Rodríguez,ESP,Centrocampista,Mallorca,33,1988,36,33,2832,3,3,6,7,0,3.2,2.8,2021-2022
2760,Guido Rodríguez,ARG,Centrocampista,Betis,27,1994,32,29,2529,1,2,3,9,1,1.0,0.5,2021-2022
2761,Rodrygo,BRA,Delantero,Real Madrid,20,2001,33,17,1523,4,4,8,4,0,3.4,2.4,2021-2022
2762,Leonardo Román,ESP,PO,Mallorca,21,2000,2,2,180,0,0,0,0,0,0.0,0.0,2021-2022
2763,Iván Romero,ESP,Delantero,Sevilla,20,2001,5,2,178,0,0,0,0,0,0.7,0.0,2021-2022
2764,Unai Ropero,ESP,Centrocampista,Alavés,19,2001,1,0,12,0,0,0,0,0,0.0,0.0,2021-2022
2765,Rubén,ESP,Defensa,Espanyol,20,2001,4,1,150,0,1,1,0,0,0.0,0.5,2021-2022
2766,Aitor Ruibal,ESP,Delantero,Betis,25,1996,19,9,856,0,0,0,6,0,1.0,1.0,2021-2022
2767,Isma Ruiz,ESP,Centrocampista,Granada,20,2001,8,3,283,0,0,0,1,0,0.1,0.1,2021-2022
2768,Víctor Ruiz,ESP,Defensa,Betis,32,1989,18,17,1424,0,0,0,2,0,0.9,0.1,2021-2022
2769,Gerónimo Rulli,ARG,PO,Villarreal,29,1992,32,32,2880,0,0,0,2,0,0.0,0.0,2021-2022
2770,Franco Russo,ARG,Defensa,Mallorca,26,1994,19,17,1464,1,0,1,7,2,0.2,0.2,2021-2022
2771,Mathew Ryan,AUS,PO,Real Sociedad,29,1992,3,3,270,0,0,0,0,0,0.0,0.0,2021-2022
2772,Youssouf Sabaly,SEN,Defensa,Betis,28,1993,10,9,788,0,1,1,1,0,0.1,0.5,2021-2022
2773,Salvi,ESP,Centrocampista,Cádiz,30,1991,23,17,1395,2,1,3,3,1,2.6,1.2,2021-2022
2774,Fede San Emeterio,ESP,Centrocampista,Cádiz,24,1997,12,10,830,0,0,0,3,0,0.0,0.3,2021-2022
2775,Oihan Sancet,ESP,Delantero,Athletic Club,21,2000,27,16,1422,6,4,10,2,0,3.4,2.9,2021-2022
2776,Antonio Sánchez,ESP,Centrocampista,Mallorca,24,1997,29,19,1616,1,0,1,3,1,1.4,0.4,2021-2022
2777,Germán Sánchez,ESP,Defensa,Granada,34,1986,32,25,2299,2,1,3,11,1,1.4,0.2,2021-2022
2778,Manu Sánchez,ESP,Defensa,Osasuna,20,2000,33,25,2257,1,3,4,6,0,0.4,1.9,2021-2022
2779,Oier Sanjurjo,ESP,Centrocampista,Osasuna,35,1986,25,8,758,1,0,1,3,0,0.7,0.2,2021-2022
2780,Jesús Santiago,ESP,Centrocampista,Valencia,17,2004,3,0,82,0,0,0,0,0,0.0,0.0,2021-2022
2781,Sergio Santos,ESP,Defensa,Real Madrid,20,2001,1,0,11,0,0,0,0,0,0.0,0.1,2021-2022
2782,Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001,2,0,29,0,0,0,0,0,0.0,0.0,2021-2022
2783,Marcelo Saracchi,URU,Defensa,Levante,23,1998,4,2,186,0,1,1,2,0,0.0,0.2,2021-2022
2784,Joan Sastre Vanrell,ESP,Defensa,Mallorca,24,1997,7,2,258,0,0,0,1,0,0.1,0.0,2021-2022
2785,Esteban Saveljich,MNE,Defensa,Rayo Vallecano,30,1991,21,21,1700,0,0,0,4,0,0.6,0.0,2021-2022
2786,Stefan Savić,MNE,Defensa,Atlético Madrid,30,1991,28,28,2440,0,0,0,12,0,1.9,0.1,2021-2022
2787,Valentino Scotta,ESP,Defensa,Sevilla,19,2001,1,0,1,0,0,0,0,0,0.0,0.0,2021-2022
2788,Aleksandar Sedlar,SRB,Defensa,Mallorca,29,1991,10,3,404,0,0,0,5,1,0.0,0.1,2021-2022
2789,Javier Serrano,ESP,Centrocampista,Atlético Madrid,18,2003,5,1,68,0,0,0,1,1,0.0,0.0,2021-2022
2790,Nicolás Serrano,ESP,Centrocampista,Athletic Club,18,2003,14,3,317,1,0,1,0,0,0.4,0.1,2021-2022
2791,Salva Sevilla,ESP,Centrocampista,Mallorca,37,1984,28,17,1507,5,3,8,2,0,4.8,2.8,2021-2022
2792,David Silva,ESP,Centrocampista,Real Sociedad,35,1986,25,22,1720,2,4,6,4,1,3.1,4.5,2021-2022
2793,Jonathan Silva,ARG,Defensa,Getafe,27,1994,9,1,226,0,0,0,4,0,0.0,0.1,2021-2022
2794,Rui Silva,POR,PO,Betis,27,1994,22,21,1964,0,0,0,2,0,0.0,0.0,2021-2022
2795,Giuliano Simeone,ARG,Centrocampista,Atlético Madrid,18,2002,1,0,1,0,0,0,0,0,0.0,0.0,2021-2022
2796,Unai Simón,ESP,PO,Athletic Club,24,1997,34,34,3060,0,0,0,3,0,0.0,0.0,2021-2022
2797,Antonio Sivera,ESP,PO,Alavés,24,1996,4,3,277,0,0,0,1,0,0.0,0.0,2021-2022
2798,Rubén Sobrino,ESP,Centrocampista,Valencia,29,1992,1,0,14,0,0,0,0,0,0.0,0.0,2021-2022
2799,Rubén Sobrino,ESP,Delantero,Cádiz,29,1992,33,19,1861,4,1,5,4,0,5.4,1.8,2021-2022
2800,Alex Sola,ESP,Defensa,Real Sociedad,22,1999,2,0,41,0,0,0,0,0,0.1,0.1,2021-2022
2801,Augusto Solari,ARG,Centrocampista,Celta Vigo,29,1992,26,4,714,0,0,0,5,0,0.3,0.5,2021-2022
2802,Roberto Soldado,ESP,Delantero,Levante,36,1985,18,7,664,3,2,5,7,2,3.7,0.7,2021-2022
2803,Carlos Soler,ESP,Centrocampista,Valencia,24,1997,32,28,2474,11,5,16,4,0,9.1,4.0,2021-2022
2804,Son,ESP,Defensa,Levante,27,1994,26,22,1971,1,0,1,5,1,0.9,1.3,2021-2022
2805,David Soria,ESP,PO,Getafe,28,1993,38,38,3414,0,0,0,4,0,0.0,0.0,2021-2022
2806,Alberto Soro,ESP,Centrocampista,Granada,22,1999,16,7,578,0,0,0,0,0,0.8,0.5,2021-2022
2807,Hugo Sotelo,ESP,Delantero,Celta Vigo,17,2003,1,0,2,0,0,0,0,0,0.0,0.0,2021-2022
2808,Damián Suárez,URU,Defensa,Getafe,33,1988,35,31,2711,0,3,3,13,0,0.4,3.0,2021-2022
2809,Denis Suárez,ESP,Centrocampista,Celta Vigo,27,1994,38,33,2819,4,6,10,4,0,2.2,4.4,2021-2022
2810,Luis Suárez,URU,Delantero,Atlético Madrid,34,1987,35,20,1835,11,2,13,7,0,10.0,1.3,2021-2022
2811,Mario Suárez,ESP,Defensa,Rayo Vallecano,34,1987,14,8,712,0,0,0,2,0,1.0,0.0,2021-2022
2812,Suso,ESP,Delantero,Sevilla,27,1993,8,6,384,0,1,1,0,0,0.3,0.2,2021-2022
2813,Mamadou Sylla,SEN,Delantero,Alavés,27,1994,13,4,394,0,0,0,1,0,0.4,0.1,2021-2022
2814,Mamadou Sylla,SEN,Delantero,Rayo Vallecano,27,1994,12,1,253,0,0,0,2,0,1.1,0.3,2021-2022
2815,Alexander Sørloth,NOR,Delantero,Real Sociedad,25,1995,33,20,1763,4,0,4,2,0,5.9,3.4,2021-2022
2816,Tachi,ESP,Defensa,Alavés,23,1997,5,2,239,0,0,0,1,0,0.0,0.1,2021-2022
2817,Renato Tapia,PER,Centrocampista,Celta Vigo,26,1995,29,13,1412,0,0,0,10,0,0.5,0.3,2021-2022
2818,Cristian Tello,ESP,Delantero,Betis,29,1991,23,5,819,2,2,4,2,0,1.7,1.7,2021-2022
2819,Nahuel Tenaglia,ARG,Defensa,Alavés,25,1996,14,12,1073,0,0,0,2,0,0.3,0.1,2021-2022
2820,Marc Tenas,ESP,Delantero,Alavés,20,2001,3,0,54,0,0,0,2,0,0.0,0.2,2021-2022
2821,Marc-André ter Stegen,GER,PO,Barcelona,29,1992,35,35,3150,0,0,0,3,0,0.0,0.1,2021-2022
2822,David Timor,ESP,Centrocampista,Getafe,31,1989,7,3,341,0,0,0,2,0,0.2,0.0,2021-2022
2823,Mircea Ţîrlea,ROU,Defensa,Alavés,21,2000,1,0,15,0,0,0,0,0,0.0,0.0,2021-2022
2824,Raúl de Tomás,ESP,Delantero,Espanyol,26,1994,34,33,2914,17,3,20,7,2,15.1,1.6,2021-2022
2825,Raúl Torrente,ESP,Defensa,Granada,19,2001,18,15,1282,0,0,0,5,0,0.2,0.7,2021-2022
2826,Ferrán Torres,ESP,Delantero,Barcelona,21,2000,18,17,1412,4,4,8,1,0,7.0,3.1,2021-2022
2827,Óliver Torres,ESP,Centrocampista,Sevilla,26,1994,26,11,1008,2,3,5,2,0,0.7,1.4,2021-2022
2828,Pau Torres,ESP,Defensa,Villarreal,24,1997,33,33,2855,5,1,6,5,0,3.0,1.5,2021-2022
2829,Roberto Torres,ESP,Centrocampista,Osasuna,32,1989,28,6,809,2,2,4,3,0,2.1,2.3,2021-2022
2830,Lucas Torró,ESP,Centrocampista,Osasuna,27,1994,33,32,2725,1,0,1,10,0,1.6,0.6,2021-2022
2831,Adama Traoré,ESP,Delantero,Barcelona,25,1996,11,4,382,0,2,2,0,0,0.7,0.9,2021-2022
2832,Óscar Trejo,ARG,Centrocampista,Rayo Vallecano,33,1988,32,24,2007,3,9,12,13,0,3.3,5.0,2021-2022
2833,Manu Trigueros,ESP,Centrocampista,Villarreal,29,1991,35,27,2178,6,4,10,3,0,5.7,2.6,2021-2022
2834,Kieran Trippier,ENG,Defensa,Atlético Madrid,30,1990,15,12,976,0,0,0,1,0,0.1,0.3,2021-2022
2835,Beñat Turrientes,ESP,Centrocampista,Real Sociedad,19,2002,8,1,207,0,0,0,1,0,0.4,0.2,2021-2022
2836,Samuel Umtiti,FRA,Defensa,Barcelona,27,1993,1,1,90,0,0,0,1,0,0.0,0.0,2021-2022
2837,Enes Ünal,TUR,Delantero,Getafe,24,1997,37,33,2798,16,1,17,8,0,10.4,1.5,2021-2022
2838,Myrto Uzuni,ALB,Delantero,Granada,26,1995,15,9,856,1,1,2,4,0,1.1,0.9,2021-2022
2839,Álvaro Vadillo,ESP,Defensa,Espanyol,26,1994,3,0,7,0,0,0,1,0,0.0,0.0,2021-2022
2840,Óscar Valentín,ESP,Centrocampista,Rayo Vallecano,26,1994,35,29,2569,0,0,0,8,0,1.2,1.0,2021-2022
2841,Germán Valera,ESP,Delantero,Real Sociedad,19,2002,3,0,51,0,0,0,0,0,0.0,0.0,2021-2022
2842,Martin Valjent,SVK,Defensa,Mallorca,25,1995,36,36,3181,0,0,0,4,0,0.3,0.7,2021-2022
2843,Jesús Vallejo,ESP,Defensa,Real Madrid,24,1997,5,4,341,0,0,0,1,0,0.0,0.0,2021-2022
2844,Manu Vallejo,ESP,Centrocampista,Alavés,24,1997,11,2,370,1,1,2,0,0,0.7,0.3,2021-2022
2845,Manu Vallejo,ESP,Delantero,Valencia,24,1997,9,0,98,0,0,0,3,0,0.2,0.1,2021-2022
2846,Federico Valverde,URU,Centrocampista,Real Madrid,23,1998,31,19,1833,0,1,1,2,0,0.9,1.7,2021-2022
2847,José Luis García Vayá,ESP,Centrocampista,Levante,22,1998,29,23,2012,0,0,0,9,0,0.6,2.2,2021-2022
2848,Jesus Vazquez,ESP,Defensa,Valencia,18,2003,15,8,813,0,0,0,0,0,0.6,0.2,2021-2022
2849,Kevin Vázquez,ESP,Defensa,Celta Vigo,28,1993,17,16,1334,0,1,1,3,0,0.4,1.2,2021-2022
2850,Lucas Vázquez,ESP,Defensa,Real Madrid,30,1991,29,20,1833,3,0,3,3,0,2.2,2.5,2021-2022
