Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Alexander Tettey,NOR,Centrocampista,Norwich City,33,1986.0,30.0,28.0,2338.0,1.0,1.0,2.0,5.0,0.0,0.8,0.5
Alexandre Jankewitz,SUI,Centrocampista,Southampton,18,2001.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alexandre Lacazette,FRA,Delantero,Arsenal,30,1991.0,31.6,23.4,2056.6,10.8,5.0,15.8,2.8,0.0,10.72,3.2400000000000007
Alexis,ESP,Defensa,Alavés,31,1985.0,28.0,25.0,2184.0,1.0,0.0,1.0,6.0,0.0,1.2,0.3
Alexis Blin,FRA,Centrocampista,Lecce,25,1996.0,35.0,26.0,2376.0,1.0,0.0,1.0,8.0,0.0,2.8,1.1
Alexis Mac Allister,ARG,Centrocampista,Brighton,23,1998.0,24.5,17.5,1619.0,4.0,1.25,5.25,3.25,0.0,5.05,2.0
Alexis Saelemaekers,BEL,Delantero,Milan,23,1999.0,27.75,17.25,1492.0,1.5,2.5,4.0,3.5,0.5,2.1,2.775
Alexis Sánchez,CHI,Centrocampista,Arsenal,32,1988.0,21.666666666666668,11.166666666666666,1062.6666666666667,4.333333333333333,4.0,8.333333333333334,2.0,0.16666666666666666,4.55,3.466666666666667
Aleš Matějů,CZE,Defensa,Brescia,25,1996.0,20.0,18.5,1637.5,0.0,1.0,1.0,6.5,0.5,0.35,1.0
Alfa Semedo,GNB,Centrocampista,Espanyol,20,1997.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alfie Mawson,ENG,Defensa,Swansea City,24,1994.0,26.5,25.5,2275.5,1.0,0.5,1.5,2.5,0.0,1.0,0.35
Alfon,ESP,Centrocampista,Celta Vigo,21,1999.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Alfonso Espino,URU,Defensa,Cádiz,30,1992.0,35.0,34.333333333333336,3017.3333333333335,0.6666666666666666,3.0,3.6666666666666665,6.333333333333333,0.0,1.1333333333333333,2.6999999999999997
Alfonso Pedraza,ESP,Centrocampista,Alavés,26,1996.0,28.5,21.166666666666668,1885.1666666666667,2.0,2.8333333333333335,4.833333333333333,4.333333333333333,0.0,2.0666666666666664,3.283333333333333
Alfred Duncan,GHA,Centrocampista,Sassuolo,29,1993.0,19.875,14.0,1223.625,1.125,1.875,3.0,3.0,0.125,0.8,1.3624999999999998
Alfred Gomis,SEN,PO,SPAL,24,1993.0,23.0,22.0,1992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred N'Diaye,SEN,Defensa,Villarreal,27,1990.0,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfredo Donnarumma,ITA,Delantero,Brescia,28,1990.0,31.0,20.0,1684.0,7.0,2.0,9.0,1.0,0.0,6.8,0.9
Ali Adnan Kadhim,IRQ,Defensa,Udinese,24,1993.0,13.0,10.0,920.0,0.0,0.5,0.5,2.0,0.0,0.35,0.9
Alin Toșca,ROU,Defensa,Betis,25,1992.0,9.5,9.0,796.5,0.0,0.0,0.0,0.5,0.0,0.15000000000000002,0.05
Alireza Jahanbakhsh,IRN,Delantero,Brighton,26,1993.0,16.666666666666668,7.0,619.6666666666666,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.0,0.9666666666666667,1.2666666666666666
Alisson,BRA,PO,Liverpool,29,1992.0,35.0,35.0,3138.8333333333335,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.016666666666666666,0.13333333333333333
Allan,BRA,Centrocampista,Everton,30,1991.0,29.2,24.8,2196.0,1.4,2.2,3.6,5.6,0.2,1.16,1.7600000000000002
Allan Nyom,CMR,Defensa,West Brom,33,1988.0,24.4,21.4,1801.4,0.6,0.8,1.4,7.6,0.8,0.45999999999999996,1.3
Allan Saint-Maximin,FRA,Centrocampista,Newcastle Utd,25,1997.0,27.75,21.25,1836.75,3.0,4.5,7.5,1.75,0.0,3.1750000000000003,3.975
Allan Tchaptchet,FRA,Defensa,Southampton,18,2001.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,FRA,PO,Fulham,29,1993.0,11.5,10.75,999.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aly Abeid,MTN,Defensa,Levante,19,1997.0,1.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Amad Diallo,CIV,Delantero,Manchester Utd,18,2002.0,2.3333333333333335,0.6666666666666666,69.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2333333333333333
Amadou Diambo,GHA,Delantero,Benevento,19,2001.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Diawara,GUI,Centrocampista,Napoli,24,1997.0,15.0,8.2,732.4,0.6,0.2,0.8,2.6,0.2,0.5,0.26
Amadou Onana,BEL,Centrocampista,Everton,20,2001.0,33.0,29.0,2488.0,1.0,2.0,3.0,9.0,0.0,3.0,2.6
Amath,SEN,Centrocampista,Getafe,26,1996.0,21.2,14.0,1207.6,1.2,1.2,2.4,4.0,0.2,1.94,1.1800000000000002
Amato Ciciretti,ITA,Centrocampista,Benevento,24,1993.0,9.0,5.0,473.0,1.0,0.5,1.5,0.0,0.0,0.8500000000000001,0.8
Amer Gojak,BIH,Centrocampista,Torino,23,1997.0,15.0,6.0,475.0,1.0,1.0,2.0,1.0,0.0,0.8,0.3
Amin Younes,GER,Centrocampista,Napoli,25,1993.0,10.5,3.5,337.0,2.0,1.0,3.0,1.0,0.0,1.2,0.75
Amir Rrahmani,KVX,Defensa,Hellas Verona,28,1994.0,28.5,27.0,2424.25,1.75,0.5,2.25,3.5,0.0,2.4250000000000003,0.5
Anaitz Arbilla,ESP,Defensa,Eibar,33,1987.0,28.0,25.0,2294.5,1.0,1.0,2.0,6.75,0.25,1.05,0.675
Ander Barrenetxea,ESP,Delantero,Real Sociedad,20,2001.0,18.2,7.2,714.6,1.8,0.4,2.2,2.4,0.0,1.3599999999999999,0.9400000000000001
Ander Capa,ESP,Defensa,Eibar,30,1992.0,21.5,16.666666666666668,1501.1666666666667,0.8333333333333334,1.0,1.8333333333333333,4.833333333333333,0.0,0.5,1.0833333333333333
Ander Guevara,ESP,Centrocampista,Real Sociedad,25,1997.0,14.2,10.0,839.6,0.2,0.2,0.4,2.6,0.0,0.14,0.4
Ander Herrera,ESP,Centrocampista,Manchester Utd,32,1989.0,21.666666666666668,12.666666666666666,1122.6666666666667,0.6666666666666666,2.0,2.6666666666666665,4.333333333333333,0.3333333333333333,0.7333333333333334,1.366666666666667
Ander Iturraspe,ESP,Centrocampista,Athletic Club,30,1989.0,13.666666666666666,8.0,748.0,0.0,0.0,0.0,3.0,0.0,0.06666666666666667,0.6666666666666666
Ander Martin,ESP,Delantero,Real Sociedad,21,2000.0,4.0,0.5,64.5,0.0,0.0,0.0,0.0,0.0,0.05,0.1
Anderson Lima,BRA,Centrocampista,Lazio,21,1999.0,5.0,0.0,63.5,0.0,0.0,0.0,0.5,0.0,0.15000000000000002,0.1
Andi Zeqiri,SUI,Delantero,Brighton,21,1999.0,9.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1
Andoni Gorosabel,ESP,Defensa,Real Sociedad,25,1996.0,19.0,14.5,1270.6666666666667,0.0,0.8333333333333334,0.8333333333333334,2.0,0.0,0.31666666666666665,1.1833333333333333
Andoni López,ESP,Defensa,Athletic Club,21,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Gray,JAM,Delantero,Watford,28,1991.0,27.666666666666668,12.0,1206.3333333333333,4.666666666666667,1.3333333333333333,6.0,1.3333333333333333,0.0,4.7,1.9333333333333333
Andre-Frank Zambo Anguissa,CMR,Centrocampista,Fulham,26,1995.0,31.0,26.0,2332.6,1.0,1.8,2.8,4.4,0.2,2.14,1.42
Andrea Adorante,ITA,Delantero,Parma,20,2000.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Barberis,ITA,Centrocampista,Crotone,28,1993.0,23.5,18.5,1683.5,1.0,1.0,2.0,0.5,0.0,0.8,1.75
Andrea Barzagli,ITA,Defensa,Juventus,37,1981.0,16.0,9.0,853.5,0.0,0.5,0.5,1.0,0.0,0.0,0.2
Andrea Beghetto,ITA,Defensa,Frosinone,23,1994.0,27.0,25.0,2226.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0
Andrea Belotti,ITA,Delantero,Torino,28,1993.0,32.166666666666664,26.666666666666668,2399.1666666666665,10.333333333333334,3.3333333333333335,13.666666666666666,2.6666666666666665,0.0,11.600000000000001,3.816666666666667
Andrea Bertolacci,ITA,Centrocampista,Genoa,28,1991.0,22.5,20.5,1714.5,0.5,0.0,0.5,5.0,0.5,0.5,0.8500000000000001
Andrea Cambiaso,ITA,Defensa,Genoa,22,2000.0,29.0,23.0,1980.0,0.5,3.5,4.0,3.5,0.5,0.8,1.9
Andrea Carboni,ITA,Defensa,Cagliari,21,2001.0,14.0,10.75,958.75,0.0,0.25,0.25,3.25,0.5,0.30000000000000004,0.32500000000000007
Andrea Cistana,ITA,Defensa,Brescia,22,1997.0,21.0,21.0,1838.0,1.0,0.0,1.0,7.0,1.0,0.4,0.4
Andrea Colpani,ITA,Centrocampista,Monza,23,1999.0,27.0,10.0,948.0,4.0,1.0,5.0,1.0,0.0,2.1,1.9
Andrea Consigli,ITA,PO,Sassuolo,35,1987.0,35.5,35.5,3186.8333333333335,0.0,0.0,0.0,1.3333333333333333,0.16666666666666666,0.0,0.15
Andrea Conti,ITA,Defensa,Milan,28,1994.0,7.5,4.75,436.125,0.125,0.5,0.625,1.875,0.0,0.1125,0.41250000000000003
Andrea Cossu,ITA,Centrocampista,Cagliari,37,1980.0,11.0,2.0,243.0,0.0,1.0,1.0,0.0,0.0,0.1,0.3
Andrea Costa,ITA,Defensa,Benevento,31,1986.0,16.0,16.0,1375.0,0.0,0.0,0.0,5.0,0.0,1.3,0.1
Andrea Danzi,ITA,Centrocampista,Hellas Verona,21,1999.0,2.6666666666666665,1.6666666666666667,166.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
Andrea Favilli,ITA,Delantero,Genoa,24,1997.0,9.5,2.25,300.75,0.5,0.5,1.0,1.25,0.0,0.8,0.42500000000000004
Andrea Ghezzi,ITA,Delantero,Brescia,18,2001.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Andrea Ghion,ITA,Delantero,Sassuolo,19,2000.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andrea La Mantia,ITA,Delantero,Lecce,30,1991.0,15.0,4.5,520.5,2.0,0.0,2.0,0.5,0.0,2.85,0.4
Andrea Masiello,ITA,Defensa,Atalanta,35,1986.0,19.0,18.333333333333332,1581.3333333333333,0.6666666666666666,0.5,1.1666666666666667,4.0,0.0,0.85,0.31666666666666665
Andrea Nalini,ITA,Delantero,Crotone,27,1990.0,23.0,19.0,1638.0,0.0,2.0,2.0,2.0,0.0,1.1,2.6
Andrea Papetti,ITA,Defensa,Brescia,17,2002.0,11.0,10.0,917.0,1.0,0.0,1.0,5.0,0.0,0.1,0.0
Andrea Petagna,ITA,Delantero,Atalanta,27,1995.0,30.333333333333332,20.333333333333332,1815.6666666666667,7.166666666666667,2.6666666666666665,9.833333333333334,3.6666666666666665,0.0,7.166666666666668,3.0833333333333335
Andrea Pinamonti,ITA,Delantero,Inter,23,1999.0,22.666666666666668,16.333333333333332,1512.3333333333333,4.833333333333333,1.0,5.833333333333333,1.6666666666666667,0.16666666666666666,5.516666666666667,0.9500000000000001
Andrea Poli,ITA,Centrocampista,Bologna,30,1989.0,27.0,20.25,1694.25,2.25,0.25,2.5,5.0,0.5,2.275,0.9500000000000001
Andrea Ranocchia,ITA,Defensa,Inter,34,1988.0,6.166666666666667,4.0,384.3333333333333,0.3333333333333333,0.16666666666666666,0.5,1.8333333333333333,0.0,0.5833333333333334,0.08333333333333333
Andrea Rispoli,ITA,Defensa,Lecce,31,1988.0,23.5,12.5,1280.5,0.0,0.0,0.0,5.0,0.0,0.8,0.95
Andrea Schiavone,ITA,Centrocampista,Salernitana,28,1993.0,14.0,5.0,571.0,1.0,0.0,1.0,1.0,0.0,0.2,0.6
Andrea Seculin,ITA,PO,Chievo,28,1990.0,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Tabanelli,ITA,Centrocampista,Lecce,29,1990.0,13.0,11.0,964.0,1.0,0.0,1.0,4.0,0.0,1.1,0.2
Andreas Christensen,DEN,Defensa,Chelsea,26,1996.0,19.166666666666668,17.333333333333332,1513.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,2.0,0.16666666666666666,0.5166666666666667,0.3333333333333333
Andreas Cornelius,DEN,Delantero,Atalanta,27,1993.0,26.0,15.333333333333334,1442.0,5.333333333333333,2.6666666666666665,8.0,1.6666666666666667,0.0,4.5,2.6
Andreas Pereira,BRA,Centrocampista,Manchester Utd,26,1996.0,24.4,14.4,1279.2,1.6,3.0,4.6,5.6,0.2,2.28,2.7
Andreas Skov Olsen,DEN,Delantero,Bologna,21,1999.0,23.333333333333332,8.333333333333334,895.3333333333334,1.0,1.6666666666666667,2.6666666666666665,1.0,0.0,2.3666666666666667,1.0
Andrei Motoc,ROU,Defensa,Salernitana,19,2002.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreu Fontàs,ESP,Defensa,Celta Vigo,27,1989.0,12.0,9.0,885.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3
Andrew Gravillon,GLP,Defensa,Benevento,24,1998.0,4.5,2.5,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Andrew Hjulsager,DEN,Defensa,Celta Vigo,23,1995.0,8.5,1.0,186.5,0.0,1.5,1.5,0.5,0.0,0.05,0.85
Andrew Moran,IRL,Delantero,Brighton,18,2003.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Omobamidele,IRL,Defensa,Norwich City,19,2002.0,5.0,4.0,382.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0
Andrew Robertson,SCO,Defensa,Liverpool,28,1994.0,32.5,31.333333333333332,2795.0,1.1666666666666667,8.833333333333334,10.0,3.0,0.16666666666666666,1.2,6.183333333333334
Andrew Surman,ENG,Centrocampista,Bournemouth,32,1986.0,16.0,12.666666666666666,1176.6666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.0,0.5,0.4666666666666666
Andrey Galabinov,BUL,Delantero,Genoa,31,1988.0,16.0,8.0,779.5,3.0,1.0,4.0,1.0,0.0,3.35,0.65
Andri Fannar Baldursson,ISL,Centrocampista,Bologna,18,2002.0,7.5,0.5,180.0,0.0,0.0,0.0,1.0,0.0,0.15000000000000002,0.05
Andrija Balić,CRO,Centrocampista,Udinese,20,1997.0,12.5,5.5,555.0,0.0,0.5,0.5,1.0,0.0,0.4,0.35
Andriy Lunin,UKR,PO,Leganés,23,1999.0,4.666666666666667,4.333333333333333,391.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,UKR,Centrocampista,West Ham,31,1989.0,16.5,4.25,535.25,2.0,0.5,2.5,2.0,0.0,1.15,1.3499999999999999
Andros Townsend,ENG,Delantero,Crystal Palace,30,1991.0,30.6,25.0,2227.2,2.6,3.8,6.4,1.4,0.0,2.5,3.960000000000001
André Ayew,GHA,Centrocampista,West Ham,32,1989.0,14.333333333333334,6.666666666666667,720.3333333333334,1.0,1.3333333333333333,2.3333333333333335,2.0,0.0,2.0666666666666664,0.5333333333333333
André Carrillo,PER,Delantero,Watford,26,1991.0,28.0,16.0,1540.0,1.0,2.0,3.0,2.0,0.0,2.3,2.8
André Gomes,POR,Centrocampista,Everton,28,1993.0,20.8,14.2,1252.4,0.2,0.8,1.0,4.0,0.0,0.72,0.6000000000000001
André Onana,CMR,PO,Inter,26,1996.0,24.0,24.0,2160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
André Schürrle,GER,Delantero,Fulham,27,1990.0,24.0,21.0,1641.0,6.0,0.0,6.0,2.0,0.0,3.6,1.9
André Silva,POR,Delantero,Sevilla,23,1995.0,17.333333333333332,11.0,1053.0,3.6666666666666665,0.3333333333333333,4.0,1.6666666666666667,0.0,4.766666666666667,1.7333333333333334
Andrés Fernández,ESP,PO,Villarreal,33,1986.0,7.25,7.25,641.25,0.0,0.25,0.25,0.75,0.0,0.0,0.125
Andrés Guardado,MEX,Centrocampista,Betis,35,1986.0,27.666666666666668,21.166666666666668,1788.1666666666667,0.6666666666666666,2.8333333333333335,3.5,6.5,0.0,1.0666666666666667,2.166666666666667
Andrés Iniesta,ESP,Centrocampista,Barcelona,33,1984.0,30.0,25.0,1824.0,1.0,2.0,3.0,1.0,0.0,0.6,1.8
Andrés Martín,ESP,Delantero,Rayo Vallecano,23,1999.0,8.0,2.0,195.5,0.0,0.0,0.0,0.5,0.0,0.55,0.25
Andrés Prieto,ESP,PO,Málaga,23,1993.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Solano,COL,Defensa,Atlético Madrid,20,1998.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Tello,COL,Defensa,Benevento,23,1996.0,17.0,2.0,413.0,1.0,0.0,1.0,3.0,0.0,0.3,0.0
Andy Carroll,ENG,Delantero,West Ham,31,1989.0,16.25,4.5,559.0,1.0,1.0,2.0,2.5,0.5,1.5,0.6
Andy King,WAL,Centrocampista,Leicester City,28,1988.0,11.0,7.0,626.0,1.5,0.5,2.0,1.0,0.0,0.75,0.15000000000000002
Angel Gomes,ENG,Centrocampista,Manchester Utd,18,2000.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
Angeliño,ESP,Defensa,Manchester City,22,1997.0,6.0,4.0,423.0,0.0,0.0,0.0,1.0,0.0,0.2,1.5
Angelo Ndrecka,ALB,Defensa,Chievo,16,2001.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Angelo Ogbonna,ITA,Defensa,West Ham,34,1988.0,23.666666666666668,22.5,2031.6666666666667,1.3333333333333333,0.16666666666666666,1.5,2.5,0.0,1.0999999999999999,0.4166666666666667
Angelo da Costa Júnior,BRA,PO,Bologna,36,1983.0,3.6666666666666665,3.6666666666666665,330.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
Angus Gunn,SCO,PO,Southampton,25,1996.0,10.333333333333334,10.333333333333334,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansu Fati,ESP,Delantero,Barcelona,19,2002.0,19.25,8.0,796.75,5.5,1.0,6.5,1.5,0.25,4.0,1.475
Ante Budimir,CRO,Delantero,Mallorca,31,1991.0,29.2,22.0,1902.8,9.2,0.8,10.0,6.2,0.0,8.319999999999999,0.9199999999999999
Ante Palaversa,CRO,Centrocampista,Getafe,20,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Ante Rebić,CRO,Delantero,Milan,28,1993.0,25.0,12.75,1260.5,6.75,2.75,9.5,3.75,0.25,4.65,3.8500000000000005
Ante Ćorić,CRO,Centrocampista,Roma,21,1997.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,SWE,Delantero,Manchester Utd,20,2002.0,13.0,7.0,598.3333333333334,1.0,1.0,2.0,0.0,0.0,1.2333333333333334,1.0999999999999999
Anthony Gordon,ENG,Centrocampista,Everton,21,2001.0,16.2,9.2,879.0,1.6,0.6,2.2,2.2,0.0,1.7600000000000002,1.1400000000000001
Anthony Knockaert,FRA,Centrocampista,Brighton,26,1991.0,31.5,22.5,2129.0,2.5,3.5,6.0,4.0,1.0,3.0999999999999996,3.4000000000000004
Anthony Lozano,HON,Delantero,Girona,29,1993.0,24.4,12.8,1167.8,2.4,0.8,3.2,4.6,0.2,3.44,0.64
Anthony Martial,FRA,Delantero,Manchester Utd,26,1995.0,21.285714285714285,14.857142857142858,1283.857142857143,6.714285714285714,2.7142857142857144,9.428571428571429,0.7142857142857143,0.14285714285714285,5.485714285714286,2.2714285714285714
Antoine Griezmann,FRA,Delantero,Atlético Madrid,31,1991.0,29.571428571428573,26.428571428571427,2241.0,10.571428571428571,6.857142857142857,17.428571428571427,3.2857142857142856,0.14285714285714285,9.142857142857142,5.942857142857143
Antoine Semenyo,GHA,Delantero,Bournemouth,22,2000.0,11.0,2.0,258.0,1.0,0.0,1.0,0.0,0.0,0.3,0.1
Antonee Robinson,USA,Defensa,Fulham,24,1997.0,31.5,29.5,2625.0,0.0,0.5,0.5,6.0,0.5,0.25,1.6
Antonino Barillà,ITA,Centrocampista,Parma,31,1988.0,28.5,25.0,2153.0,2.0,2.0,4.0,8.0,0.0,2.3,1.95
Antonino Gallo,ITA,Defensa,Lecce,22,2000.0,32.0,28.0,2486.0,0.0,1.0,1.0,5.0,1.0,0.6,1.9
Antonino La Gumina,ITA,Delantero,Empoli,24,1996.0,12.0,6.0,539.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,1.7333333333333334,0.26666666666666666
Antonino Ragusa,ITA,Delantero,Sassuolo,27,1990.0,30.0,7.0,825.0,0.0,1.0,1.0,6.0,0.0,3.1,0.7
Antonio Adán,ESP,PO,Betis,32,1987.0,10.666666666666666,10.333333333333334,938.3333333333334,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.0,0.2333333333333333
Antonio Barragán,ESP,Defensa,Betis,34,1987.0,19.6,17.0,1440.6,0.0,2.0,2.0,5.4,0.0,0.36,0.9399999999999998
Antonio Barreca,ITA,Defensa,Newcastle Utd,25,1995.0,7.75,3.75,413.25,0.0,0.25,0.25,0.0,0.25,0.07500000000000001,0.19999999999999998
Antonio Candreva,ITA,Delantero,Inter,35,1987.0,32.0,26.333333333333332,2230.3333333333335,4.166666666666667,6.0,10.166666666666666,3.1666666666666665,0.3333333333333333,3.783333333333333,5.3500000000000005
Antonio Caracciolo,ITA,Defensa,Hellas Verona,27,1990.0,33.0,32.0,2857.0,2.0,4.0,6.0,6.0,0.0,1.6,1.0
Antonio Cioffi,ITA,Delantero,Napoli,17,2002.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Cortés,ESP,Delantero,Granada,19,2000.0,8.0,2.0,181.0,1.0,0.0,1.0,2.0,0.0,0.9,0.2
Antonio Di Gaudio,ITA,Delantero,Parma,28,1989.0,12.0,9.0,699.0,0.0,1.0,1.0,0.0,0.0,1.4,0.3
Antonio Gomis,ESP,PO,Atlético Madrid,19,2003.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Iervolino,ITA,Centrocampista,Salernitana,19,2003.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Luna,ESP,Defensa,Levante,27,1991.0,19.5,18.0,1639.5,0.0,2.0,2.0,4.5,0.0,0.2,1.9500000000000002
Antonio Mazzotta,ITA,Defensa,Crotone,30,1989.0,2.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Antonio Mirante,ITA,PO,Bologna,39,1983.0,12.6,12.4,1113.0,0.0,0.0,0.0,1.4,0.0,0.02,0.0
Antonio Palumbo,ITA,Centrocampista,Sampdoria,23,1996.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Puertas,ESP,Delantero,Granada,29,1992.0,34.666666666666664,24.666666666666668,2331.3333333333335,5.333333333333333,3.0,8.333333333333334,5.666666666666667,0.0,4.433333333333334,2.266666666666667
Antonio Raillo,ESP,Defensa,Mallorca,30,1991.0,26.666666666666668,26.666666666666668,2357.0,1.6666666666666667,1.0,2.6666666666666665,9.333333333333334,0.6666666666666666,1.1,0.46666666666666673
Antonio Raimondo,ITA,Delantero,Bologna,18,2004.0,1.3333333333333333,0.3333333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0
Antonio Rosati,ITA,PO,Torino,36,1983.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rukavina,SRB,Defensa,Villarreal,33,1984.0,17.0,14.0,1272.0,0.0,0.0,0.0,5.0,0.0,0.1,0.6
Antonio Rüdiger,GER,Defensa,Chelsea,29,1993.0,27.666666666666668,26.0,2346.5,1.6666666666666667,0.16666666666666666,1.8333333333333333,4.0,0.0,1.75,0.46666666666666673
Antonio Sanabria,PAR,Delantero,Betis,26,1996.0,20.375,14.125,1245.375,5.625,1.0,6.625,2.125,0.0,5.5,0.975
Antonio Santurro,DOM,PO,Bologna,25,1992.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Antonio Sivera,ESP,PO,Alavés,24,1996.0,2.4,2.2,190.0,0.0,0.0,0.0,0.4,0.0,0.0,0.02
Antonio Sánchez,ESP,Centrocampista,Mallorca,25,1997.0,30.5,15.0,1346.0,0.5,0.0,0.5,4.0,0.5,1.0,0.6000000000000001
Antonio Vacca,ITA,Centrocampista,Venezia,31,1990.0,21.0,15.0,1064.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3
Antonio Valencia,ECU,Defensa,Manchester Utd,32,1985.0,18.5,18.0,1603.0,1.5,0.5,2.0,4.5,0.0,0.3,0.85
Antony,BRA,Delantero,Manchester Utd,22,2000.0,25.0,23.0,1802.0,4.0,2.0,6.0,5.0,0.0,6.6,2.9
Antonín Barák,CZE,Centrocampista,Udinese,27,1994.0,20.0,16.375,1441.75,3.625,1.375,5.0,2.375,0.125,3.1625,1.475
Antoñito,ESP,Defensa,Valladolid,31,1987.0,22.5,14.5,1446.0,1.0,0.5,1.5,3.0,0.0,0.55,1.4
Antwoine Hackford,ENG,Defensa,Sheffield Utd,16,2004.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Anuar,MAR,Centrocampista,Valladolid,27,1995.0,11.0,5.333333333333333,493.3333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,1.0,0.16666666666666666
Anwar El Ghazi,NED,Delantero,Aston Villa,26,1995.0,18.25,11.75,1015.75,3.75,1.25,5.0,1.75,0.0,3.9250000000000003,1.225
Ardian Ismajli,ALB,Defensa,Spezia,25,1996.0,20.666666666666668,16.333333333333332,1554.3333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.5666666666666667,0.3333333333333333
Aridane Hernández,ESP,Defensa,Osasuna,33,1989.0,22.75,21.25,1897.0,0.75,0.25,1.0,3.25,0.25,0.6500000000000001,0.35
Ariday Cabrera,ESP,Centrocampista,Mallorca,30,1988.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Aristóteles Romero,VEN,Centrocampista,Crotone,21,1995.0,6.0,0.0,86.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Aritz Aduriz,ESP,Delantero,Athletic Club,38,1981.0,22.333333333333332,10.333333333333334,1101.0,4.0,0.3333333333333333,4.333333333333333,4.333333333333333,0.0,5.333333333333333,0.7333333333333334
