,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
1652,Germán Sánchez,ESP,Defensa,Granada,33,1986,34,29,2638,3,1,4,11,1,2.3,0.1
1653,Javi Sánchez,ESP,Defensa,Valladolid,23,1997,16,11,921,0,0,0,3,0,0.2,0.1
1654,Manu Sánchez,ESP,Defensa,Osasuna,19,2000,16,10,976,0,4,4,4,0,0.1,1.2
1655,Manu Sánchez,ESP,Defensa,Atlético Madrid,19,2000,1,1,49,0,1,1,0,0,0.0,0.4
1656,Juan Sánchez Miño,ARG,Defensa,Elche,30,1990,9,5,495,0,0,0,2,0,0.0,0.1
1657,Pepe Sánchez,ESP,Defensa,Granada,20,2000,3,3,253,0,0,0,0,0,0.0,0.1
1658,Oier Sanjurjo,ESP,Centrocampista,Osasuna,34,1986,32,24,2084,0,2,2,10,0,1.1,2.2
1659,Ivan Šaponjić,SRB,Delantero,Cádiz,22,1997,9,3,388,1,0,1,2,0,2.2,0.0
1660,Stefan Savić,MNE,Defensa,Atlético Madrid,29,1991,33,33,2953,1,0,1,14,0,0.8,0.1
1661,Jaime Seoane,ESP,Centrocampista,Huesca,23,1997,29,23,2064,1,1,2,5,0,1.5,1.1
1662,Edgar Sevikyan,ARM,Centrocampista,Levante,18,2001,1,0,8,0,0,0,0,0,0.0,0.0
1663,Sidnei,BRA,Defensa,Betis,30,1989,11,7,697,0,0,0,1,0,0.3,0.0
1664,David Silva,ESP,Centrocampista,Real Sociedad,34,1986,21,17,1399,2,5,7,4,0,2.4,3.3
1665,Gastón Silva,URU,Defensa,Huesca,26,1994,12,6,600,0,0,0,2,0,0.0,0.0
1666,Rui Silva,POR,PO,Granada,26,1994,32,32,2880,0,0,0,1,0,0.0,0.0
1667,Unai Simón,ESP,PO,Athletic Club,23,1997,37,37,3330,0,0,0,1,0,0.0,0.0
1668,Dimitris Siovas,GRE,Defensa,Huesca,31,1988,36,34,3071,2,0,2,5,0,3.1,0.7
1669,Antonio Sivera,ESP,PO,Alavés,23,1996,1,1,71,0,0,0,0,0,0.0,0.0
1670,Rafa Soares,POR,Defensa,Eibar,25,1995,19,12,1134,0,1,1,2,0,0.1,1.8
1671,Rubén Sobrino,ESP,Centrocampista,Valencia,28,1992,5,0,49,0,0,0,0,0,0.0,0.0
1672,Rubén Sobrino,ESP,Delantero,Cádiz,28,1992,16,11,1113,1,0,1,3,0,2.0,1.0
1673,Augusto Solari,ARG,Centrocampista,Celta Vigo,28,1992,16,3,486,2,2,4,2,0,1.1,1.8
1674,Roberto Soldado,ESP,Delantero,Granada,35,1985,29,16,1438,9,0,9,8,1,5.6,0.6
1675,Carlos Soler,ESP,Centrocampista,Valencia,23,1997,32,31,2735,11,8,19,7,0,9.5,4.7
1676,Son,ESP,Defensa,Levante,26,1994,28,10,1106,0,0,0,3,0,0.6,1.2
1677,David Soria,ESP,PO,Getafe,27,1993,28,28,2520,0,0,0,2,0,0.0,0.0
1678,Alberto Soro,ESP,Delantero,Granada,21,1999,15,3,393,1,2,3,1,0,0.7,0.3
1679,Hugo Sotelo,ESP,Centrocampista,Celta Vigo,16,2003,1,0,1,0,0,0,0,0,0.0,0.0
1680,Damián Suárez,URU,Defensa,Getafe,32,1988,31,28,2434,1,0,1,13,1,0.3,1.0
1681,Denis Suárez,ESP,Centrocampista,Celta Vigo,26,1994,35,34,2852,0,9,9,10,0,1.1,5.9
1682,Luis Suárez,URU,Delantero,Atlético Madrid,33,1987,32,30,2508,21,3,24,6,0,16.2,3.0
1683,Suso,ESP,Delantero,Sevilla,26,1993,34,28,2210,3,4,7,2,0,2.1,4.5
1684,Tachi,ESP,Defensa,Alavés,22,1997,12,8,850,0,0,0,5,1,0.4,0.2
1685,Renato Tapia,PER,Centrocampista,Celta Vigo,25,1995,32,32,2701,0,1,1,11,0,1.0,1.0
1686,Tomás Tavares,POR,Centrocampista,Alavés,19,2001,3,0,65,0,0,0,0,0,0.0,0.0
1687,Álvaro Tejero,ESP,Defensa,Eibar,24,1996,2,1,110,0,0,0,1,0,0.0,0.2
1688,Cristian Tello,ESP,Delantero,Betis,28,1991,29,12,1283,5,3,8,2,1,2.7,2.3
1689,Marc-André ter Stegen,GER,PO,Barcelona,28,1992,31,31,2790,0,0,0,1,0,0.1,0.0
1690,David Timor,ESP,Centrocampista,Getafe,30,1989,30,15,1395,0,0,0,5,1,0.6,1.2
1691,Toño,ESP,Defensa,Levante,30,1989,12,9,726,0,2,2,2,0,0.0,0.5
1692,Lucas Torreira,URU,Centrocampista,Atlético Madrid,24,1996,19,3,518,1,0,1,2,0,0.1,0.5
1693,Óliver Torres,ESP,Centrocampista,Sevilla,25,1994,33,15,1400,0,3,3,2,0,1.1,2.1
1694,Pau Torres,ESP,Defensa,Villarreal,23,1997,33,33,2970,2,2,4,2,0,1.5,0.8
1695,Roberto Torres,ESP,Centrocampista,Osasuna,31,1989,35,19,1894,7,1,8,0,0,5.9,1.6
1696,Lucas Torró,ESP,Centrocampista,Osasuna,26,1994,25,17,1548,0,1,1,4,0,1.5,0.4
1697,Manu Trigueros,ESP,Centrocampista,Villarreal,28,1991,35,30,2527,1,6,7,6,1,2.5,5.0
1698,Francisco Trincão,POR,Delantero,Barcelona,20,1999,28,3,706,3,2,5,1,0,2.6,0.4
1699,Kieran Trippier,ENG,Defensa,Atlético Madrid,29,1990,28,28,2475,0,6,6,0,0,0.1,3.6
1700,Samuel Umtiti,FRA,Defensa,Barcelona,26,1993,13,6,645,0,0,0,1,0,0.2,0.0
1701,Enes Ünal,TUR,Delantero,Getafe,23,1997,28,15,1318,4,2,6,4,0,4.8,1.5
1702,Tomáš Vaclík,CZE,PO,Sevilla,31,1989,5,5,450,0,0,0,0,0,0.0,0.0
1703,Eugeni Valderrama,ESP,Centrocampista,Huesca,26,1994,3,1,115,0,0,0,0,0,0.0,0.2
1704,Jesús Vallejo,ESP,Defensa,Granada,23,1997,21,15,1348,0,0,0,2,1,0.1,0.1
1705,Manu Vallejo,ESP,Delantero,Valencia,23,1997,30,9,950,5,0,5,2,0,4.2,0.8
1706,Federico Valverde,URU,Centrocampista,Real Madrid,22,1998,24,15,1330,3,1,4,0,0,2.3,3.1
1707,Raphaël Varane,FRA,Defensa,Real Madrid,27,1993,31,31,2715,2,0,2,2,0,2.8,0.3
1708,Denis Vavro,SVK,Defensa,Huesca,24,1996,11,9,611,0,0,0,1,0,0.3,0.0
1709,Franco Vázquez,ARG,Delantero,Sevilla,31,1989,15,1,164,1,0,1,1,0,0.2,0.1
1710,Kevin Vázquez,ESP,Defensa,Celta Vigo,27,1993,8,5,562,0,0,0,3,0,0.0,0.0
1711,Lucas Vázquez,ESP,Defensa,Real Madrid,29,1991,24,21,1848,2,5,7,3,0,1.8,4.1
1712,Koke Vegas,ESP,PO,Levante,24,1995,1,1,90,0,0,0,1,0,0.0,0.0
1713,Gabriel Veiga,ESP,Centrocampista,Celta Vigo,18,2002,6,1,118,0,0,0,0,0,0.0,0.0
1714,Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,19,2000,28,19,1701,0,0,0,6,0,0.3,0.2
1715,Gonzalo Verdú,ESP,Defensa,Elche,31,1988,33,33,2944,0,2,2,11,0,1.6,2.0
1716,Mikel Vesga,ESP,Centrocampista,Athletic Club,27,1993,30,20,1722,0,1,1,7,0,1.6,1.1
1717,Rúben Vezo,POR,Defensa,Levante,26,1994,32,25,2316,1,0,1,7,0,0.3,0.2
1718,Iñigo Vicente,ESP,Delantero,Athletic Club,22,1998,3,0,52,0,0,0,0,0,0.0,0.2
1719,Fede Vico,ESP,Centrocampista,Granada,26,1994,20,9,767,0,0,0,1,0,0.7,1.0
1720,Aleix Vidal,ESP,Defensa,Sevilla,30,1989,12,5,595,0,1,1,2,0,0.0,0.7
1721,Nacho Vidal,ESP,Defensa,Osasuna,25,1995,34,25,2348,0,0,0,10,0,0.8,1.6
1722,Toni Villa,ESP,Centrocampista,Valladolid,25,1995,21,10,969,2,0,2,2,0,0.8,1.1
1723,Asier Villalibre,ESP,Delantero,Athletic Club,22,1997,35,16,1589,4,2,6,1,0,4.3,2.3
1724,Iván Villar,ESP,PO,Celta Vigo,23,1997,21,19,1781,0,0,0,1,0,0.0,0.0
1725,Vitolo,ESP,Centrocampista,Atlético Madrid,30,1989,10,3,298,0,0,0,2,0,0.4,0.2
1726,Šime Vrsaljko,CRO,Delantero,Atlético Madrid,28,1992,9,6,519,0,0,0,2,0,0.0,0.0
1727,Nikola Vukčević,MNE,Centrocampista,Levante,28,1991,13,11,810,0,0,0,4,0,0.3,0.1
1728,Daniel Wass,DEN,Centrocampista,Valencia,31,1989,35,35,2979,4,1,5,8,0,2.9,2.3
1729,Shon Weissman,ISR,Delantero,Valladolid,24,1996,32,24,2133,6,1,7,3,0,5.6,2.6
1730,Iñaki Williams,GHA,Delantero,Athletic Club,26,1994,38,27,2387,6,6,12,1,0,6.2,5.1
1731,Nico Williams,ESP,Centrocampista,Athletic Club,18,2002,2,0,57,0,0,0,0,0,0.0,0.0
1732,Jawad El Yamiq,MAR,Defensa,Valladolid,28,1992,19,15,1379,0,1,1,6,0,0.6,0.1
1733,Rubén Yáñez,ESP,PO,Getafe,26,1993,10,10,900,0,0,0,2,0,0.0,0.0
1734,Yoel,ESP,PO,Eibar,31,1988,4,3,300,0,0,0,0,0,0.0,0.0
1735,Okay Yokuşlu,TUR,Centrocampista,Celta Vigo,26,1994,12,3,462,0,0,0,4,1,0.4,0.3
1736,Joseba Zaldúa,ESP,Defensa,Real Sociedad,28,1992,12,6,639,0,0,0,3,0,0.1,1.0
1737,Oier Zarraga,ESP,Centrocampista,Athletic Club,21,1999,5,1,100,0,0,0,0,0,0.1,0.1
1738,Igor Zubeldia,ESP,Defensa,Real Sociedad,23,1997,24,21,1959,1,1,2,5,0,1.3,0.6
1739,Martín Zubimendi,ESP,Centrocampista,Real Sociedad,21,1999,31,17,1882,0,0,0,6,0,0.7,0.6
1740,Martin Ødegaard,NOR,Centrocampista,Real Madrid,21,1998,7,3,234,0,0,0,0,0,0.2,0.4
1741,Antonio Adán,ESP,PO,Atlético Madrid,32,1987,1,0,25,0,0,0,0,0,0.0,0.0
1742,Aritz Aduriz,ESP,Delantero,Athletic Club,38,1981,14,0,208,1,0,1,3,0,1.6,0.0
1743,Lumor Agbenyenu,GHA,Defensa,Mallorca,22,1996,23,20,1805,1,0,1,5,1,0.3,1.6
1744,Joseph Aidoo,GHA,Defensa,Celta Vigo,23,1995,32,27,2502,0,1,1,4,0,1.0,0.7
1745,Jordi Alba,ESP,Defensa,Barcelona,30,1989,27,25,2187,2,5,7,7,0,1.4,4.3
1746,Raúl Albiol,ESP,Defensa,Villarreal,33,1985,36,36,3237,1,0,1,9,0,2.3,0.3
1747,Paco Alcácer,ESP,Delantero,Villarreal,25,1993,13,11,924,4,1,5,1,0,3.7,1.4
1748,Rubén Alcaraz,ESP,Centrocampista,Valladolid,28,1991,27,20,1927,2,2,4,10,0,1.9,1.0
1749,Álex Alegría,ESP,Delantero,Mallorca,26,1992,6,0,109,0,0,0,0,0,0.0,0.0
1750,Carles Aleñá,ESP,Centrocampista,Barcelona,21,1998,4,2,172,0,0,0,0,0,0.1,0.0
1751,Carles Aleñá,ESP,Centrocampista,Betis,21,1998,17,7,735,1,0,1,1,0,1.4,0.1
1752,Sergio Álvarez,ESP,Centrocampista,Eibar,27,1992,18,14,1147,0,0,0,6,0,0.2,0.1
1753,Sergio Álvarez,ESP,PO,Celta Vigo,32,1986,2,2,180,0,0,0,3,0,0.0,0.0
1754,Yeray Álvarez,ESP,Defensa,Athletic Club,24,1995,32,32,2810,0,0,0,2,0,1.3,0.8
1755,Ibrahim Amadou,FRA,Centrocampista,Leganés,26,1993,10,9,770,0,0,0,2,0,0.7,0.0
1756,Amath,SEN,Centrocampista,Getafe,23,1996,7,0,66,0,0,0,0,0,0.0,0.0
1757,Miguel Ángel Guerrero,ESP,Delantero,Leganés,29,1990,13,9,790,1,0,1,0,0,2.6,0.6
1758,José Ángel,ESP,Defensa,Eibar,29,1989,28,27,2360,1,1,2,4,0,0.8,2.8
1759,Miguel Ángel Moyá,ESP,PO,Real Sociedad,35,1984,13,13,1170,0,0,0,0,0,0.0,0.0
1760,Antoñito,ESP,Defensa,Valladolid,31,1987,15,11,1029,0,0,0,1,0,0.1,0.9
1761,Anuar,MAR,Centrocampista,Valladolid,24,1995,11,1,189,0,0,0,1,0,0.0,0.0
1762,Mauro Arambarri,URU,Centrocampista,Getafe,23,1995,35,34,3069,1,1,2,11,1,2.1,2.1
1763,Néstor Araujo,MEX,Defensa,Celta Vigo,27,1991,34,32,2888,1,2,3,10,0,1.0,0.8
1764,Ronald Araújo,URU,Defensa,Barcelona,20,1999,6,2,238,0,0,0,0,1,0.2,0.0
1765,Anaitz Arbilla,ESP,Defensa,Eibar,32,1987,24,22,2007,1,0,1,5,0,0.7,0.3
1766,Alphonse Areola,FRA,PO,Real Madrid,26,1993,4,4,360,0,0,0,1,0,0.0,0.0
1767,Santiago Arias,COL,Defensa,Atlético Madrid,27,1992,14,11,1076,0,1,1,1,0,0.5,2.1
1768,José Arnaiz,ESP,Delantero,Osasuna,24,1995,14,8,791,2,1,3,2,0,1.4,0.4
1769,José Arnaiz,ESP,Centrocampista,Leganés,24,1995,12,2,337,0,0,0,2,0,0.7,0.5
1770,Sergio Asenjo,ESP,PO,Villarreal,30,1989,34,34,3060,0,0,0,2,0,0.0,0.0
1771,Marco Asensio,ESP,Delantero,Real Madrid,23,1996,9,3,336,3,1,4,0,0,1.1,1.4
1772,Iago Aspas,ESP,Delantero,Celta Vigo,31,1987,37,37,3262,14,3,17,9,0,14.6,4.4
1773,Roger Assalé,CIV,Delantero,Leganés,25,1993,14,2,531,2,1,3,1,0,1.7,1.1
1774,Miguel Atienza,ESP,Centrocampista,Eibar,20,1999,3,0,30,0,0,0,0,0,0.1,0.0
1775,Ezequiel Ávila,ARG,Delantero,Osasuna,25,1994,20,18,1591,9,2,11,6,0,7.7,3.6
1776,Javier Avilés,ESP,Centrocampista,Leganés,21,1997,9,1,184,1,1,2,1,0,0.6,0.8
1777,Chidozie Awaziem,NGA,Defensa,Leganés,22,1997,26,21,1997,0,0,0,10,0,0.8,0.3
1778,Ramon Azeez,NGA,Centrocampista,Granada,26,1992,25,14,1361,2,0,2,3,0,2.4,0.3
1779,Iddrisu Baba,GHA,Centrocampista,Mallorca,23,1996,36,35,2903,0,0,0,6,0,1.0,0.2
1780,Carlos Bacca,COL,Delantero,Villarreal,32,1986,19,7,688,2,1,3,1,0,3.4,0.9
1781,Alex Baena,ESP,Centrocampista,Villarreal,18,2001,1,0,15,0,0,0,0,0,0.0,0.0
1782,Gareth Bale,WAL,Delantero,Real Madrid,30,1989,16,12,1089,2,2,4,4,1,4.0,1.7
1783,Mikel Balenziaga,ESP,Defensa,Athletic Club,31,1988,9,6,563,0,0,0,1,0,0.1,0.0
1784,Éver Banega,ARG,Centrocampista,Sevilla,31,1988,33,28,2475,3,7,10,10,0,3.2,6.1
1785,Federico Barba,ITA,Defensa,Valladolid,25,1993,5,5,450,0,0,0,3,0,0.0,0.0
1786,Enis Bardhi,MKD,Centrocampista,Levante,24,1995,30,23,2114,7,2,9,5,0,5.1,3.5
1787,Kike Barja,ESP,Centrocampista,Osasuna,22,1997,8,4,313,0,1,1,0,0,0.7,1.1
1788,Antonio Barragán,ESP,Defensa,Betis,32,1987,12,7,641,0,1,1,3,0,0.1,0.6
1789,Ander Barrenetxea,ESP,Delantero,Real Sociedad,17,2001,17,3,442,1,0,1,1,0,0.9,0.5
1790,Marc Bartra,ESP,Defensa,Betis,28,1991,30,29,2524,3,1,4,8,0,2.5,2.0
1791,Gil Bastião Dias,POR,Centrocampista,Granada,22,1996,12,3,356,0,1,1,1,0,0.3,0.3
1792,Fran Beltrán,ESP,Centrocampista,Celta Vigo,20,1999,28,22,1830,1,0,1,2,1,1.5,0.6
1793,Hatem Ben Arfa,FRA,Centrocampista,Valladolid,32,1987,5,2,159,0,0,0,1,0,0.1,0.0
1794,Karim Benzema,FRA,Delantero,Real Madrid,31,1987,37,36,3141,21,8,29,0,0,20.3,7.6
1795,Yuri Berchiche,ESP,Defensa,Athletic Club,29,1990,33,32,2850,2,1,3,7,0,1.5,2.8
1796,Markel Bergara,ESP,Centrocampista,Getafe,33,1986,2,0,72,0,0,0,2,0,0.1,0.0
1797,Sergio Bermejo,ESP,Centrocampista,Celta Vigo,21,1997,1,0,5,0,0,0,0,0,0.0,0.0
1798,Pedro Bigas,ESP,Defensa,Eibar,28,1990,23,21,1777,3,0,3,2,0,1.2,0.1
1799,Rubén Blanco,ESP,PO,Celta Vigo,24,1995,33,33,2960,0,0,0,4,0,0.0,0.0
1800,Pablo de Blasis,ARG,Defensa,Eibar,31,1988,30,15,1604,2,3,5,1,0,2.8,2.8
1801,Alejandro Blesa,ESP,Centrocampista,Levante,17,2002,1,0,2,0,0,0,0,0,0.0,0.0
1802,Yassine Bounou,MAR,PO,Sevilla,28,1991,6,5,495,0,1,1,1,0,0.0,0.2
1803,Filip Bradarić,CRO,Centrocampista,Celta Vigo,27,1992,14,7,706,0,0,0,2,1,0.3,0.1
1804,Martin Braithwaite,DEN,Delantero,Barcelona,28,1991,11,4,407,1,0,1,1,0,2.7,0.6
1805,Martin Braithwaite,DEN,Delantero,Leganés,28,1991,24,21,1934,6,1,7,3,0,7.1,2.2
1806,Brandon,ESP,Delantero,Osasuna,24,1995,8,5,406,0,1,1,4,0,1.3,0.5
1807,Darko Brašanac,SRB,Centrocampista,Osasuna,27,1992,31,27,2245,0,1,1,8,0,1.7,1.7
1808,Yan Brice Eteki,CMR,Centrocampista,Granada,21,1997,28,18,1499,0,0,0,4,0,0.4,0.1
1809,Ante Budimir,CRO,Delantero,Mallorca,28,1991,35,33,2765,13,2,15,12,0,11.1,1.0
1810,Esteban Burgos,ARG,Defensa,Eibar,27,1992,15,11,1119,1,0,1,3,0,0.6,0.1
1811,Burgui,ESP,Centrocampista,Alavés,25,1993,2,0,22,0,0,0,0,0,0.0,0.0
1812,Oliver Burke,SCO,Centrocampista,Alavés,22,1997,31,14,1429,1,2,3,2,0,2.9,1.6
1813,Sergio Busquets,ESP,Centrocampista,Barcelona,31,1988,33,29,2483,2,2,4,9,0,1.3,2.8
1814,Unai Bustinza,ESP,Defensa,Leganés,27,1992,33,31,2684,0,1,1,8,0,0.5,1.8
1815,Erick Cabaco,URU,Defensa,Getafe,24,1995,4,3,267,0,0,0,0,0,0.3,0.0
1816,Erick Cabaco,URU,Defensa,Levante,24,1995,11,9,809,0,0,0,4,0,0.3,0.1
1817,Ariday Cabrera,ESP,Centrocampista,Mallorca,30,1988,2,0,37,0,0,0,0,0,0.1,0.0
1818,Leandro Cabrera,URU,Defensa,Getafe,28,1991,18,18,1530,2,0,2,3,0,1.0,0.4
1819,Leandro Cabrera,URU,Defensa,Espanyol,28,1991,17,17,1530,0,1,1,2,0,0.0,0.9
1820,Fernando Calero,ESP,Defensa,Espanyol,23,1995,15,12,1043,0,0,0,4,1,0.0,0.0
1821,Jonathan Calleri,ARG,Delantero,Espanyol,25,1993,27,20,1811,1,3,4,6,1,4.5,2.6
1822,Víctor Camarasa,ESP,Centrocampista,Alavés,25,1994,17,15,1293,0,1,1,1,0,0.3,2.2
1823,Sergio Camello,ESP,Delantero,Atlético Madrid,18,2001,2,0,25,0,0,0,0,0,0.0,0.0
1824,José Campaña,ESP,Centrocampista,Levante,26,1993,37,35,3156,2,7,9,4,1,2.4,5.2
1825,Xisco Campos,ESP,Defensa,Mallorca,37,1982,9,4,473,0,1,1,2,0,0.3,0.4
1826,Víctor Campuzano,ESP,Delantero,Espanyol,22,1997,20,9,870,0,0,0,2,0,1.7,0.1
1827,Sergio Canales,ESP,Centrocampista,Betis,28,1991,36,36,3163,6,6,12,5,0,7.5,7.0
1828,Ander Capa,ESP,Defensa,Athletic Club,27,1992,35,32,2872,3,4,7,10,0,1.2,2.9
1829,Marc Cardona,ESP,Delantero,Osasuna,24,1995,19,9,705,1,2,3,1,0,1.8,1.1
1830,Diego Carlos,BRA,Defensa,Sevilla,26,1993,35,35,3134,2,0,2,7,0,2.3,0.6
1831,Yannick Carrasco,BEL,Centrocampista,Atlético Madrid,25,1993,15,6,631,1,2,3,2,0,1.2,1.0
1832,Daniel Carriço,POR,Defensa,Sevilla,30,1988,11,10,847,0,0,0,3,0,0.6,0.0
1833,Guido Carrillo,ARG,Delantero,Leganés,28,1991,24,13,1213,1,2,3,2,0,5.2,0.7
1834,William Carvalho,POR,Centrocampista,Betis,27,1992,13,11,892,0,0,0,6,1,0.6,0.8
1835,Casemiro,BRA,Centrocampista,Real Madrid,27,1992,35,35,3088,4,3,7,12,0,4.2,1.5
1836,Santi Cazorla,ESP,Centrocampista,Villarreal,34,1984,35,29,2450,11,9,20,3,0,8.7,7.4
1837,Sofian Chakla,MAR,Defensa,Villarreal,25,1993,2,2,180,0,0,0,1,0,0.1,0.0
1838,Charles,BRA,Delantero,Eibar,35,1984,30,13,1301,6,0,6,8,0,4.6,0.9
1839,Pablo Chavarría,ARG,Delantero,Mallorca,31,1988,13,1,209,0,0,0,1,0,0.8,0.1
1840,Pape Cheikh Diop,SEN,Centrocampista,Celta Vigo,21,1997,16,6,599,0,1,1,5,1,0.1,0.5
1841,Chema,ESP,Defensa,Getafe,27,1992,4,3,309,0,0,0,4,0,0.2,0.0
1842,Denis Cheryshev,RUS,Centrocampista,Valencia,28,1990,24,9,926,1,2,3,5,0,3.4,1.5
1843,Samuel Chukwueze,NGA,Delantero,Villarreal,20,1999,37,20,2048,3,2,5,2,0,3.4,4.4
1844,Churripi,ESP,PO,Valladolid,25,1994,3,3,244,0,0,0,0,0,0.0,0.0
1845,Jasper Cillessen,NED,PO,Valencia,30,1989,24,24,2096,0,1,1,1,0,0.0,0.0
1846,Óscar Clemente,ESP,Centrocampista,Atlético Madrid,20,1999,1,0,4,0,0,0,0,0,0.0,0.0
1847,Carlos Clerc,ESP,Defensa,Levante,27,1992,23,20,1848,0,2,2,4,0,0.4,2.0
1848,Coke,ESP,Defensa,Levante,32,1987,17,11,989,1,0,1,3,0,0.9,0.3
1849,Álex Collado,ESP,Delantero,Barcelona,20,1999,1,0,6,0,0,0,0,0,0.0,0.0
1850,Francis Coquelin,FRA,Centrocampista,Valencia,28,1991,26,21,1905,0,0,0,8,1,0.4,0.2
1851,Sébastien Corchia,FRA,Defensa,Espanyol,28,1990,3,3,269,0,0,0,1,0,0.1,1.0
1852,Iñigo Córdoba,ESP,Delantero,Athletic Club,22,1997,24,21,1442,1,4,5,4,0,1.8,1.3
1853,Ángel Correa,ARG,Centrocampista,Atlético Madrid,24,1995,33,22,2061,5,6,11,5,0,6.4,4.6
1854,Rober Correa,ESP,Defensa,Eibar,26,1992,12,11,929,0,0,0,3,0,0.2,0.2
1855,Thierry Correia,POR,Defensa,Valencia,20,1999,4,3,259,0,0,0,0,0,0.0,0.1
1856,Antonio Cortés,ESP,Delantero,Granada,19,2000,8,2,181,1,0,1,2,0,0.9,0.2
1857,Diego Costa,ESP,Delantero,Atlético Madrid,30,1988,23,14,1350,5,4,9,5,0,6.7,2.8
1858,Jaume Costa,ESP,Defensa,Valencia,31,1988,19,15,1389,0,1,1,2,1,0.1,0.5
1859,David Costas,ESP,Defensa,Celta Vigo,24,1995,6,3,338,0,0,0,1,0,0.1,0.0
1860,Thibaut Courtois,BEL,PO,Real Madrid,27,1992,34,34,3060,0,0,0,1,0,0.1,0.0
1861,Sebastián Cristóforo,URU,Centrocampista,Eibar,25,1993,18,9,877,0,0,0,1,0,0.3,0.3
1862,Cucho,COL,Delantero,Mallorca,20,1999,22,17,1487,5,1,6,5,1,3.8,1.8
1863,Marc Cucurella,ESP,Centrocampista,Getafe,21,1998,37,37,3237,1,5,6,9,0,2.2,4.4
1864,Iván Cuéllar,ESP,PO,Leganés,35,1984,27,27,2429,0,0,0,4,1,0.0,0.0
1865,Moanes Dabbur,ISR,Delantero,Sevilla,27,1992,2,0,26,0,0,0,0,0,0.1,0.0
1866,Sergi Darder,ESP,Centrocampista,Espanyol,25,1993,36,29,2658,2,1,3,4,0,3.4,2.7
1867,Ousmane Dembélé,FRA,Delantero,Barcelona,22,1997,5,3,357,1,0,1,1,1,1.3,0.4
1868,Deyverson,BRA,Delantero,Getafe,28,1991,5,3,204,0,1,1,2,0,0.6,0.4
1869,Mouctar Diakhaby,GUI,Defensa,Valencia,22,1996,21,15,1444,0,0,0,5,0,0.1,0.1
1870,Brahim Díaz,ESP,Delantero,Real Madrid,19,1999,6,0,65,0,0,0,1,0,0.2,0.0
1871,Víctor Díaz,ESP,Defensa,Granada,31,1988,36,33,2884,1,5,6,4,0,0.9,4.3
1872,Naïs Djouahra,FRA,Delantero,Real Sociedad,19,1999,2,0,29,0,1,1,0,0,0.1,0.2
1873,Marko Dmitrović,SRB,PO,Eibar,27,1992,35,35,3150,0,0,0,3,0,0.5,0.0
1874,Jaume Doménech,ESP,PO,Valencia,28,1990,15,14,1324,0,0,0,1,0,0.0,0.0
1875,Domingos Duarte,POR,Defensa,Granada,24,1995,36,34,3087,3,1,4,7,0,1.6,0.1
1876,Óscar Duarte,CRC,Defensa,Levante,30,1989,8,5,485,0,0,0,0,0,0.6,0.0
1877,Rubén Duarte,ESP,Defensa,Alavés,23,1995,31,30,2663,0,1,1,11,0,1.1,1.4
1878,Hugo Duro,ESP,Delantero,Getafe,19,1999,12,4,378,1,1,2,3,0,0.5,0.2
1879,Aritz Elustondo,ESP,Defensa,Real Sociedad,25,1994,22,17,1510,0,1,1,4,0,0.8,0.9
1880,Rodrigo Ely,BRA,Defensa,Alavés,25,1993,25,24,2121,2,0,2,9,1,1.0,0.2
1881,Emerson,BRA,Defensa,Betis,20,1999,33,32,2839,3,6,9,11,0,1.8,5.0
1882,Youssef En-Nesyri,MAR,Delantero,Leganés,22,1997,18,15,1385,4,2,6,2,0,5.0,0.6
1883,Youssef En-Nesyri,MAR,Delantero,Sevilla,22,1997,18,7,796,4,0,4,1,0,3.6,0.1
1884,Sergi Enrich,ESP,Delantero,Eibar,29,1990,30,21,1865,1,4,5,6,0,3.0,1.8
1885,Javier Eraso,ESP,Centrocampista,Leganés,29,1990,20,11,815,0,0,0,3,0,0.5,0.7
1886,Gonzalo Escalante,ARG,Centrocampista,Eibar,26,1993,23,18,1674,0,1,1,9,1,1.7,1.1
1887,Aarón Escandell,ESP,PO,Granada,23,1995,3,3,270,0,0,0,0,0,0.0,0.0
1888,Sergio Escudero,ESP,Defensa,Sevilla,29,1989,11,8,773,1,0,1,2,0,0.3,0.7
1889,Bernardo Espinosa,COL,Defensa,Espanyol,30,1989,26,26,2259,3,0,3,5,1,2.3,0.5
1890,Vicente Esquerdo,ESP,Centrocampista,Valencia,20,1999,3,0,15,0,0,0,0,0,0.0,0.0
1891,Pervis Estupiñán,ECU,Defensa,Osasuna,21,1998,36,32,2979,1,5,6,8,0,1.6,3.6
1892,Oghenekaro Etebo,NGA,Centrocampista,Getafe,23,1995,10,6,572,1,0,1,4,0,0.7,0.6
1893,Beñat Etxebarria,ESP,Centrocampista,Athletic Club,32,1987,11,3,394,0,0,0,0,0,0.1,0.7
1894,Xabier Etxeita,ESP,Defensa,Getafe,31,1987,17,16,1446,0,0,0,7,0,0.4,0.1
1895,Edu Expósito,ESP,Centrocampista,Eibar,22,1996,35,24,2316,4,1,5,3,0,2.7,0.9
1896,Fabricio,ESP,PO,Mallorca,31,1987,1,1,90,0,0,0,1,0,0.0,0.0
