Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Romario Benzar,ROU,Defensa,Lecce,27,1992.0,3.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2019-2020,200000.0
Romelu Lukaku,BEL,Delantero,Inter,29,1993.0,31.5,25.83333333333333,2352.5,15.5,4.333333333333333,19.83333333333333,2.6666666666666665,0.0,13.55,4.25,2017-2018,40000000.0
Roméo Lavia,BEL,Centrocampista,Southampton,18,2004.0,29.0,26.0,2221.0,1.0,0.0,1.0,9.0,0.0,0.4,0.6,2022-2023,50000000.0
Ronald Araújo,URU,Defensa,Barcelona,23,1999.0,20.5,16.0,1455.0,1.5,0.75,2.25,3.5,0.5,1.4,0.55,2019-2020,70000000.0
Ronaldo Vieira,ENG,Centrocampista,Sampdoria,24,1998.0,12.833333333333334,6.666666666666667,661.6666666666666,0.0,0.1666666666666666,0.1666666666666666,3.5,0.1666666666666666,0.4333333333333333,0.2,2018-2019,1500000.0
Ronaël Pierre-Gabriel,FRA,Defensa,Espanyol,24,1998.0,8.0,2.0,236.0,1.0,0.0,1.0,2.0,1.0,0.2,0.3,2022-2023,4000000.0
Rony Lopes,POR,Delantero,Sevilla,23,1995.0,5.0,2.0,134.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2019-2020,4000000.0
Roque Mesa,ESP,Centrocampista,Valladolid,33,1989.0,22.0,16.0,1372.1666666666667,1.0,1.0,2.0,7.0,0.5,1.0,1.1166666666666667,2017-2018,1800000.0
Ross Barkley,ENG,Centrocampista,Chelsea,27,1993.0,13.666666666666666,7.833333333333333,704.8333333333334,1.3333333333333333,1.6666666666666667,3.0,0.1666666666666666,0.0,1.933333333333333,1.5499999999999998,2017-2018,4500000.0
Ruben Loftus-Cheek,ENG,Centrocampista,Chelsea,26,1996.0,19.285714285714285,11.857142857142858,1139.857142857143,1.2857142857142858,1.2857142857142858,2.571428571428572,0.8571428571428571,0.0,1.7428571428571429,1.3571428571428572,2017-2018,25000000.0
Rubén,ESP,PO,Espanyol,36,1990.8,14.4,11.6,1057.2,0.0,0.6,0.6,0.8,0.2,0.1,0.4,2017-2018,80000000.0
Rubén Alcaraz,ESP,Centrocampista,Cádiz,31,1991.0,27.2,22.6,2043.2,2.2,0.8,3.0,10.2,0.2,2.5,0.92,2018-2019,2000000.0
Rubén Blanco,ESP,PO,Celta Vigo,25,1995.0,24.75,24.75,2197.0,0.0,0.0,0.0,2.25,0.5,0.0,0.025,2017-2018,3000000.0
Rubén Castro,ESP,Delantero,Betis,36,1981.0,10.0,3.0,359.0,1.0,1.0,2.0,0.0,0.0,1.8,0.6,2017-2018,100000.0
Rubén Duarte,ESP,Defensa,Alavés,25,1995.0,30.6,29.4,2547.8,0.2,1.6,1.8,9.4,0.8,0.8800000000000001,2.0,2017-2018,2500000.0
Rubén García,ESP,Centrocampista,Osasuna,29,1993.0,33.25,24.75,2110.0,3.5,3.75,7.25,2.75,0.0,3.675,3.925,2019-2020,4000000.0
Rubén Pardo,ESP,Centrocampista,Real Sociedad,25,1992.0,15.0,9.5,794.5,0.5,1.5,2.0,1.5,0.5,0.5,1.9,2017-2018,1500000.0
Rubén Peña,ESP,Defensa,Osasuna,31,1991.0,21.83333333333333,16.0,1473.3333333333333,0.8333333333333334,1.0,1.8333333333333333,2.333333333333333,0.1666666666666666,0.7666666666666667,1.7,2017-2018,2500000.0
Rubén Pérez,ESP,Centrocampista,Leganés,30,1989.0,29.33333333333333,27.0,2394.6666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.666666666666666,0.3333333333333333,0.6333333333333333,0.7999999999999999,2017-2018,800000.0
Rubén Quintanilla,ESP,Defensa,Mallorca,20,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,25000.0
Rubén Rochina,ESP,Centrocampista,Granada,30,1991.0,20.0,14.2,1194.6,2.0,2.4,4.4,5.2,0.6,1.6799999999999995,2.28,2017-2018,700000.0
Rubén Sobrino,ESP,Delantero,Cádiz,30,1992.0,17.0,9.555555555555555,921.7777777777778,1.6666666666666667,0.6666666666666666,2.333333333333333,2.888888888888889,0.0,2.177777777777778,0.8666666666666667,2017-2018,2000000.0
Rubén Yáñez,ESP,PO,Getafe,26,1993.0,10.0,10.0,900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-2021,1200000.0
Rui Patrício,POR,PO,Roma,34,1988.0,37.0,37.0,3329.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-2019,5000000.0
Rui Silva,POR,PO,Betis,28,1994.0,28.75,28.5,2583.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2019-2020,8000000.0
Ruslan Malinovskyi,UKR,Centrocampista,Atalanta,29,1993.0,28.75,14.5,1389.0,5.75,5.5,11.25,5.5,0.25,3.475,5.775,2019-2020,10000000.0
Ryad Boudebouz,ALG,Centrocampista,Betis,28,1990.0,15.666666666666666,9.666666666666666,872.0,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.9333333333333332,2.0,2017-2018,1200000.0
Ryan Babel,NED,Delantero,Fulham,31,1986.0,16.0,15.0,1251.0,5.0,3.0,8.0,3.0,0.0,5.7,2.2,2018-2019,150000.0
Ryan Bennett,ENG,Defensa,Leicester City,29,1990.0,16.666666666666668,14.666666666666666,1332.3333333333333,0.3333333333333333,0.0,0.3333333333333333,4.666666666666667,0.0,0.4666666666666667,0.3666666666666667,2018-2019,250000.0
Ryan Bertrand,ENG,Defensa,Leicester City,31,1989.0,24.8,24.6,2194.4,0.4,1.2,1.6,3.8,0.2,1.0,1.88,2017-2018,500000.0
Ryan Christie,SCO,Centrocampista,Bournemouth,27,1995.0,32.0,22.0,1834.0,1.0,1.0,2.0,2.0,0.0,2.8,2.4,2022-2023,10000000.0
Ryan Fraser,SCO,Centrocampista,Newcastle Utd,28,1994.0,24.166666666666668,18.166666666666668,1657.1666666666667,2.5,4.333333333333333,6.833333333333333,1.6666666666666667,0.1666666666666666,2.35,4.183333333333333,2017-2018,4000000.0
Ryan Fredericks,ENG,Defensa,Bournemouth,29,1992.0,15.0,10.2,946.4,0.4,0.8,1.2,3.2,0.0,0.18,0.8999999999999998,2018-2019,1500000.0
Ryan Sessegnon,ENG,Delantero,Tottenham,22,2000.0,18.25,13.0,1125.5,1.0,2.0,3.0,1.5,0.0,1.5,1.925,2018-2019,18000000.0
Ryan Yates,ENG,Centrocampista,Nott'ham Forest,24,1997.0,26.0,21.0,1837.0,0.0,2.0,2.0,5.0,0.0,2.3,1.2,2022-2023,11000000.0
Ryder Matos,BRA,Centrocampista,Udinese,27,1993.0,6.333333333333333,4.0,387.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2666666666666666,0.3333333333333333,2017-2018,250000.0
Róbert Mazáň,SVK,Defensa,Celta Vigo,24,1994.0,1.5,1.0,85.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2017-2018,250000.0
Rômulo,ITA,Centrocampista,Genoa,32,1987.0,17.4,16.2,1407.6,1.0,2.2,3.2,2.4,0.2,1.6800000000000002,1.7,2017-2018,300000.0
Rúben Dias,POR,Defensa,Manchester City,25,1997.0,29.0,27.0,2414.333333333333,1.0,1.3333333333333333,2.333333333333333,4.0,0.0,1.9666666666666663,1.3,2020-2021,80000000.0
Rúben Neves,POR,Centrocampista,Wolves,25,1997.0,35.4,32.8,2883.6,4.2,1.8,6.0,9.2,0.0,3.4799999999999995,2.14,2018-2019,40000000.0
Rúben Semedo,POR,Defensa,Huesca,24,1994.0,7.5,6.0,540.5,0.0,0.0,0.0,2.0,0.0,0.3,0.1,2017-2018,3000000.0
Rúben Vezo,POR,Defensa,Levante,27,1994.0,21.83333333333333,19.166666666666668,1739.3333333333333,0.6666666666666666,0.1666666666666666,0.8333333333333334,3.8333333333333335,0.1666666666666666,0.5666666666666667,0.4333333333333333,2017-2018,2500000.0
Rúben Vinagre,POR,Defensa,Everton,23,1999.0,9.25,3.5,390.25,0.0,0.0,0.0,0.5,0.0,0.2,0.375,2018-2019,3500000.0
Rúnar Alex Rúnarsson,ISL,PO,Arsenal,25,1995.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,1000000.0
Răzvan Marin,ROU,Centrocampista,Empoli,26,1996.0,35.333333333333336,31.33333333333333,2773.0,1.6666666666666667,5.0,6.666666666666667,6.333333333333333,0.3333333333333333,1.5333333333333332,5.1000000000000005,2020-2021,5000000.0
Sabin Merino,ESP,Delantero,Leganés,27,1992.0,9.0,2.333333333333333,249.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0666666666666669,0.1,2017-2018,500000.0
Sabit Abdulai,GHA,Centrocampista,Getafe,21,1999.0,3.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-2021,200000.0
Sadio Mané,SEN,Delantero,Liverpool,29,1992.0,33.8,31.4,2728.6,15.4,4.8,20.2,3.2,0.2,14.04,5.74,2017-2018,25000000.0
Saido Berahino,BDI,Delantero,Stoke City,23,1993.0,15.0,3.0,494.0,0.0,1.0,1.0,0.0,0.0,2.0,0.6,2017-2018,600000.0
Saidy Janko,GAM,Defensa,Valladolid,24,1995.0,19.0,14.0,1220.0,0.0,1.0,1.0,4.0,0.0,0.5,0.5,2020-2021,1000000.0
Salem Al-Dawsari,KSA,Centrocampista,Villarreal,25,1991.0,1.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-2018,2000000.0
Salih Uçan,TUR,Centrocampista,Empoli,24,1994.0,14.0,1.0,259.0,1.0,1.0,2.0,1.0,0.0,1.3,0.8,2018-2019,5000000.0
Salomón Rondón,VEN,Delantero,Everton,32,1989.0,23.75,17.75,1567.25,4.75,2.75,7.5,2.0,0.25,5.0,1.675,2017-2018,1000000.0
Salva Sevilla,ESP,Centrocampista,Mallorca,37,1984.0,31.5,24.0,2037.5,5.0,3.0,8.0,6.0,0.5,4.3,3.95,2019-2020,200000.0
Salvador Ferrer,ESP,Defensa,Spezia,24,1998.0,16.666666666666668,9.333333333333334,940.3333333333334,0.0,1.3333333333333333,1.3333333333333333,2.333333333333333,0.0,0.1,0.8666666666666667,2020-2021,700000.0
Salvador Ichazo,URU,PO,Torino,26,1992.0,3.0,2.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,400000.0
Salvatore Esposito,ITA,Centrocampista,Spezia,21,2000.0,15.0,10.0,971.0,1.0,0.0,1.0,5.0,1.0,0.7,1.5,2022-2023,3300000.0
Salvatore Molina,ITA,Centrocampista,Monza,30,1992.0,17.0,14.5,1272.0,0.5,2.0,2.5,1.0,0.0,0.35,1.2,2020-2021,450000.0
Salvatore Sirigu,ITA,PO,Fiorentina,35,1987.0,29.83333333333333,29.83333333333333,2673.1666666666665,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0166666666666666,2017-2018,500000.0
Salvi,ESP,Centrocampista,Rayo Vallecano,31,1991.0,25.0,15.333333333333334,1272.6666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,3.333333333333333,0.3333333333333333,1.7999999999999998,1.1333333333333335,2020-2021,2200000.0
Sam Byram,ENG,Defensa,Norwich City,27,1993.0,12.333333333333334,9.333333333333334,856.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.7666666666666666,0.2333333333333333,2017-2018,1000000.0
Sam Clucas,ENG,Centrocampista,Swansea City,26,1990.0,29.0,23.0,2044.0,3.0,1.0,4.0,2.0,0.0,2.6,1.3,2017-2018,400000.0
Sam Field,ENG,Centrocampista,West Brom,22,1998.0,6.5,3.5,299.5,0.5,0.0,0.5,1.5,0.0,0.25,0.1,2017-2018,3500000.0
Sam Gallagher,ENG,Delantero,Southampton,22,1995.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,2800000.0
Sam Greenwood,ENG,Centrocampista,Leeds United,20,2002.0,12.5,2.0,330.5,0.5,2.0,2.5,0.5,0.0,0.5,0.65,2021-2022,5000000.0
Sam Johnstone,ENG,PO,Crystal Palace,29,1993.0,23.0,23.0,2070.0,0.0,0.5,0.5,1.0,0.0,0.0,0.1,2020-2021,10000000.0
Sam Lammers,NED,Delantero,Empoli,25,1997.0,12.5,6.0,578.0,1.0,0.5,1.5,0.25,0.0,1.525,0.575,2020-2021,2500000.0
Sam Surridge,ENG,Centrocampista,Nott'ham Forest,24,1998.0,8.666666666666666,0.3333333333333333,121.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8666666666666667,0.0666666666666666,2018-2019,5500000.0
Sam Vokes,WAL,Delantero,Burnley,28,1989.0,25.0,8.5,956.5,3.5,0.5,4.0,1.5,0.0,2.6,1.3,2017-2018,275000.0
Saman Ghoddos,IRN,Centrocampista,Brentford,28,1993.0,16.0,2.0,337.5,0.5,0.5,1.0,1.0,0.0,0.25,0.8,2021-2022,2000000.0
Samir Santos,BRA,Defensa,Udinese,26,1994.0,23.166666666666668,21.166666666666668,1870.3333333333333,1.0,0.0,1.0,5.333333333333333,0.1666666666666666,0.7999999999999999,0.4166666666666667,2021-2022,7000000.0
Samu Castillejo,ESP,Centrocampista,Milan,27,1995.0,23.5,13.166666666666666,1162.3333333333333,2.833333333333333,1.6666666666666667,4.5,3.8333333333333335,0.1666666666666666,2.6333333333333333,2.3000000000000003,2017-2018,3000000.0
Samu Costa,POR,Centrocampista,Almería,21,2000.0,32.0,22.0,1989.0,1.0,2.0,3.0,5.0,0.0,1.7,1.0,2022-2023,5000000.0
Samu Pérez,ESP,PO,Valladolid,22,1997.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,25000.0
Samuel Amo-Ameyaw,ENG,Centrocampista,Southampton,16,2006.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,300000.0
Samuel Armenteros,SWE,Delantero,Benevento,27,1990.0,9.0,5.0,429.0,1.0,0.0,1.0,1.0,0.0,1.4,0.0,2017-2018,375000.0
Samuel Bastien,COD,Centrocampista,Chievo,20,1996.0,21.0,15.0,1355.0,1.0,0.0,1.0,3.0,2.0,0.9,0.3,2017-2018,1800000.0
Samuel Chukwueze,NGA,Centrocampista,Villarreal,23,1999.0,31.0,18.2,1758.2,4.2,2.8,7.0,1.8,0.0,4.42,3.56,2018-2019,25000000.0
Samuel Di Carmine,ITA,Delantero,Cremonese,33,1988.0,9.4,5.8,466.4,1.6,0.0,1.6,1.2,0.0,1.7399999999999998,0.1399999999999999,2019-2020,350000.0
Samuel Edozie,ENG,Delantero,Southampton,19,2003.0,17.0,5.0,567.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,2022-2023,8000000.0
Samuel Gustafson,SWE,Centrocampista,Torino,22,1995.0,4.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,2500000.0
Samuel Iling-Junior,ENG,Defensa,Juventus,18,2003.0,12.0,1.0,318.0,1.0,1.0,2.0,1.0,0.0,0.7,0.2,2022-2023,9000000.0
Samuel Kalu,NGA,Delantero,Watford,23,1997.0,4.0,2.0,222.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,2021-2022,2500000.0
Samuel Lino,BRA,Delantero,Valencia,22,1999.0,38.0,33.0,2887.0,6.0,1.0,7.0,4.0,0.0,7.8,2.1,2022-2023,20000000.0
Samuel Mráz,SVK,Delantero,Spezia,24,1997.0,4.0,1.0,112.0,0.5,0.0,0.5,0.0,0.0,0.4,0.15,2018-2019,600000.0
Samuel Souprayen,FRA,Defensa,Hellas Verona,28,1989.0,22.0,19.0,1582.0,0.0,0.0,0.0,2.0,2.0,0.2,0.4,2017-2018,100000.0
Samuel Sáiz,ESP,Centrocampista,Girona,31,1991.0,9.0,1.5,272.5,1.5,0.0,1.5,1.5,0.0,1.0,0.15,2018-2019,900000.0
Samuel Umtiti,FRA,Defensa,Lecce,28,1993.0,15.166666666666666,13.0,1195.8333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,4.5,0.0,0.3166666666666666,0.15,2017-2018,4000000.0
Samuele Birindelli,ITA,Defensa,Monza,23,1999.0,31.0,14.0,1400.0,0.0,1.0,1.0,8.0,0.0,1.1,2.2,2022-2023,2300000.0
Samuele Longo,ITA,Delantero,Huesca,26,1992.0,15.0,6.0,556.0,1.0,2.0,3.0,4.0,0.0,1.8,1.7,2018-2019,350000.0
Samuele Perisan,ITA,PO,Empoli,24,1997.0,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,800000.0
Samuele Ricci,ITA,Centrocampista,Torino,20,2001.0,20.33333333333333,16.333333333333332,1440.6666666666667,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.7666666666666666,0.7666666666666666,2021-2022,20000000.0
Samuele Vignato,ITA,Centrocampista,Monza,18,2004.0,5.0,0.0,62.0,0.0,1.0,1.0,0.0,0.0,0.1,0.3,2022-2023,1000000.0
Sander Berge,NOR,Centrocampista,Sheffield Utd,22,1998.0,14.5,12.5,1031.5,1.0,1.0,2.0,2.0,0.0,0.8999999999999999,0.8500000000000001,2019-2020,20000000.0
Sandi Lovrić,SVN,Centrocampista,Udinese,24,1998.0,37.0,28.0,2335.0,5.0,6.0,11.0,4.0,0.0,4.8,3.2,2022-2023,10000000.0
Sandro Ramírez,ESP,Delantero,Getafe,26,1995.0,19.666666666666668,11.666666666666666,1017.1666666666666,1.8333333333333333,0.5,2.333333333333333,2.5,0.0,2.5,1.0166666666666668,2017-2018,1800000.0
Sandro Tonali,ITA,Centrocampista,Milan,22,2000.0,32.5,28.0,2414.25,2.0,4.0,6.0,6.5,0.25,2.025,4.325,2019-2020,60000000.0
Sanjin Prcić,BIH,Centrocampista,Levante,24,1993.0,10.0,6.0,532.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,2018-2019,3000000.0
Santi Cazorla,ESP,Centrocampista,Villarreal,34,1984.0,35.0,29.5,2548.5,7.5,9.5,17.0,2.5,0.0,6.55,7.1,2018-2019,500000.0
Santi Comesaña,ESP,Centrocampista,Rayo Vallecano,25,1996.0,31.666666666666668,28.0,2388.333333333333,1.6666666666666667,1.6666666666666667,3.333333333333333,8.0,0.3333333333333333,2.3000000000000003,1.5333333333333332,2018-2019,7500000.0
Santi Mina,ESP,Delantero,Celta Vigo,25,1995.0,32.6,24.0,2025.8,8.8,3.2,12.0,4.0,0.0,8.059999999999999,2.68,2017-2018,2000000.0
Santiago Arias,COL,Defensa,Granada,29,1992.0,17.0,11.666666666666666,1096.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.0,0.5333333333333333,1.2666666666666668,2018-2019,2500000.0
Santiago Arzamendia,PAR,Centrocampista,Cádiz,24,1998.0,13.0,5.0,476.0,0.5,0.0,0.5,1.0,0.0,0.2,0.25,2021-2022,1200000.0
Santiago Ascacíbar,ARG,Centrocampista,Cremonese,25,1997.0,13.0,7.0,727.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,2022-2023,5500000.0
Santiago Bueno,URU,Defensa,Girona,23,1998.0,34.0,34.0,3010.0,0.0,1.0,1.0,7.0,1.0,1.3,1.1,2022-2023,8000000.0
Santiago Cáseres,ARG,Centrocampista,Villarreal,21,1997.0,23.0,17.0,1588.0,0.0,1.0,1.0,10.0,0.0,0.5,1.1,2018-2019,2000000.0
Saphir Taïder,ALG,Centrocampista,Bologna,25,1992.0,9.0,3.0,384.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2,2017-2018,400000.0
Sasa Kalajdzic,AUT,Delantero,Wolves,25,1997.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2022-2023,12000000.0
Sauli Väisänen,FIN,Defensa,SPAL,23,1994.0,7.0,6.0,541.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,2017-2018,500000.0
Saïd Benrahma,ALG,Delantero,West Ham,26,1995.0,32.333333333333336,20.666666666666668,1876.0,5.0,5.0,10.0,0.0,0.0,4.8,4.1000000000000005,2020-2021,25000000.0
Saúl García,ESP,Centrocampista,Alavés,26,1994.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,400000.0
Saúl Ñíguez,ESP,Defensa,Atlético Madrid,27,1994.0,25.857142857142858,20.285714285714285,1852.2857142857144,2.4285714285714284,1.0,3.4285714285714284,6.857142857142857,0.0,2.6,1.1714285714285713,2021-2022,12000000.0
Saša Lukić,SRB,Centrocampista,Torino,25,1996.0,23.571428571428573,16.857142857142858,1505.571428571429,1.8571428571428568,0.8571428571428571,2.7142857142857144,5.0,0.1428571428571428,1.557142857142857,1.342857142857143,2022-2023,12000000.0
Scott Arfield,CAN,Centrocampista,Burnley,28,1988.0,18.0,15.0,1333.0,2.0,1.0,3.0,3.0,0.0,1.3,0.4,2017-2018,500000.0
Scott Carson,ENG,PO,Manchester City,34,1985.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,200000.0
Scott Dann,ENG,Defensa,Crystal Palace,33,1987.0,14.5,13.0,1178.5,0.5,0.5,1.0,1.5,0.0,0.8999999999999999,0.3249999999999999,2017-2018,200000.0
Scott Malone,ENG,Defensa,Huddersfield,26,1991.0,22.0,12.0,1119.0,0.0,1.0,1.0,3.0,0.0,0.5,0.5,2017-2018,700000.0
Scott McKenna,SCO,Defensa,Nott'ham Forest,25,1996.0,20.0,19.0,1571.0,0.0,0.0,0.0,4.0,0.0,0.1,1.0,2022-2023,10000000.0
Scott McTominay,SCO,Centrocampista,Manchester Utd,25,1996.0,23.666666666666668,16.333333333333332,1491.5,2.0,0.5,2.5,4.166666666666667,0.0,1.5166666666666668,0.7999999999999999,2017-2018,25000000.0
Sead Kolašinac,BIH,Defensa,Arsenal,28,1993.0,16.0,13.6,1183.2,0.4,2.2,2.6,2.6,0.0,0.6,2.16,2017-2018,8000000.0
Sean Longstaff,ENG,Centrocampista,Newcastle Utd,24,1997.0,22.2,16.0,1491.8,0.8,1.4,2.2,1.8,0.2,1.5599999999999998,1.36,2018-2019,25000000.0
Sean Morrison,ENG,Defensa,Cardiff City,27,1991.0,34.0,34.0,3039.0,1.0,3.0,4.0,6.0,0.0,5.0,3.7,2018-2019,900000.0
Sebastian Walukiewicz,POL,Defensa,Empoli,22,2000.0,12.75,10.25,922.0,0.0,0.25,0.25,0.75,0.0,0.375,0.1999999999999999,2019-2020,3000000.0
Sebastiano Esposito,ITA,Delantero,Inter,17,2002.0,7.0,2.0,199.0,1.0,0.0,1.0,2.0,0.0,1.8,0.1,2019-2020,3500000.0
Sebastiano Luperto,ITA,Defensa,Empoli,25,1996.0,20.8,18.2,1645.8,0.4,0.2,0.6,3.8,0.8,0.4599999999999999,0.2799999999999999,2018-2019,3000000.0
Sebastien De Maio,FRA,Defensa,Udinese,34,1987.0,14.333333333333334,11.5,1041.6666666666667,0.5,0.1666666666666666,0.6666666666666666,2.1666666666666665,0.1666666666666666,0.6666666666666669,0.1166666666666666,2017-2018,200000.0
Sebastián Cristóforo,URU,Centrocampista,Fiorentina,25,1993.0,10.25,4.25,421.25,0.0,0.5,0.5,1.25,0.0,0.1,0.35,2018-2019,800000.0
Seko Fofana,CIV,Centrocampista,Udinese,24,1995.0,30.0,25.666666666666668,2252.0,2.6666666666666665,3.6666666666666665,6.333333333333333,4.333333333333333,0.3333333333333333,3.0,2.7000000000000006,2017-2018,24000000.0
Sekou Mara,FRA,Delantero,Southampton,20,2002.0,22.0,4.0,555.0,1.0,2.0,3.0,1.0,0.0,1.0,0.8,2022-2023,8000000.0
Selim Amallah,MAR,Centrocampista,Valladolid,25,1996.0,7.0,3.0,267.0,2.0,1.0,3.0,2.0,1.0,0.9,0.3,2022-2023,2500000.0
Semi Ajayi,NGA,Defensa,West Brom,26,1993.0,33.0,31.0,2780.0,2.0,0.0,2.0,3.0,1.0,1.9,0.5,2020-2021,2500000.0
Senna Miangue,BEL,Defensa,Cagliari,20,1997.0,11.0,8.0,805.0,0.0,1.0,1.0,2.0,2.0,0.1,1.3,2017-2018,600000.0
Serdar Gürler,TUR,Centrocampista,Huesca,26,1991.0,13.0,5.0,482.0,0.0,1.0,1.0,2.0,0.0,0.7,0.2,2018-2019,2000000.0
Serge Aurier,CIV,Defensa,Villarreal,29,1992.0,20.0,17.333333333333332,1541.8333333333333,1.0,2.1666666666666665,3.1666666666666665,2.1666666666666665,0.5,0.6833333333333332,2.1333333333333333,2017-2018,8000000.0
Sergej Grubac,MNE,Delantero,Chievo,18,2000.0,3.0,2.0,157.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,2018-2019,50000.0
Sergej Milinković-Savić,SRB,Centrocampista,Lazio,27,1995.0,34.666666666666664,33.166666666666664,2856.1666666666665,8.666666666666666,6.333333333333333,15.0,7.333333333333333,0.3333333333333333,6.733333333333332,5.766666666666667,2017-2018,40000000.0
Sergi Canós,ESP,Defensa,Brentford,25,1997.0,18.0,12.5,1080.0,1.5,1.0,2.5,4.0,0.5,1.55,0.85,2021-2022,4000000.0
Sergi Darder,ESP,Centrocampista,Espanyol,28,1993.0,35.8,33.4,2918.8,3.2,3.4,6.6,5.4,0.2,2.7,4.06,2017-2018,16000000.0
Sergi Enrich,ESP,Delantero,Eibar,30,1990.0,27.75,19.5,1795.25,3.5,2.25,5.75,3.25,0.0,6.2,1.75,2017-2018,1200000.0
Sergi García,ESP,Centrocampista,Alavés,21,1999.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,200000.0
Sergi Guardiola,ESP,Delantero,Cádiz,31,1991.0,21.0,15.571428571428571,1338.7142857142858,3.2857142857142856,1.0,4.285714285714286,2.4285714285714284,0.0,3.985714285714285,1.3142857142857145,2018-2019,1500000.0
Sergi Gómez,ESP,Defensa,Espanyol,30,1992.0,24.5,22.666666666666668,1990.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.5,0.6666666666666669,0.4666666666666667,2017-2018,2000000.0
Sergi Roberto,ESP,Defensa,Barcelona,30,1992.0,22.666666666666668,17.0,1551.0,1.5,3.333333333333333,4.833333333333333,3.1666666666666665,0.3333333333333333,1.0166666666666666,2.166666666666667,2017-2018,4000000.0
Sergi Samper,ESP,Centrocampista,Las Palmas,22,1995.0,2.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,600000.0
Sergio Akieme,ESP,Defensa,Almería,24,1997.0,15.5,14.5,1238.5,0.5,0.5,1.0,2.5,0.0,0.75,1.05,2018-2019,8000000.0
Sergio Araujo,ARG,Centrocampista,Las Palmas,25,1992.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017-2018,3000000.0
Sergio Arribas,ESP,Centrocampista,Real Madrid,20,2001.0,5.0,0.0,77.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,2020-2021,8000000.0
Sergio Asenjo,ESP,PO,Valladolid,33,1989.0,23.5,23.5,2115.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2017-2018,700000.0
Sergio Benito,ESP,Delantero,Valladolid,21,1999.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,150000.0
Sergio Bermejo,ESP,Centrocampista,Celta Vigo,21,1997.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,900000.0
