Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Alexandre Jankewitz,SUI,Centrocampista,Southampton,18,2001.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-2021,800000.0
Alexandre Lacazette,FRA,Delantero,Arsenal,30,1991.0,31.6,23.4,2056.6,10.8,5.0,15.8,2.8,0.0,10.72,3.2400000000000007,2017-2018,12000000.0
Alexis,ESP,Defensa,Alavés,31,1985.0,28.0,25.0,2184.0,1.0,0.0,1.0,6.0,0.0,1.2,0.3,2017-2018,65000000.0
Alexis Blin,FRA,Centrocampista,Lecce,25,1996.0,35.0,26.0,2376.0,1.0,0.0,1.0,8.0,0.0,2.8,1.1,2022-2023,2500000.0
Alexis Mac Allister,ARG,Centrocampista,Brighton,23,1998.0,24.5,17.5,1619.0,4.0,1.25,5.25,3.25,0.0,5.05,2.0,2019-2020,65000000.0
Alexis Saelemaekers,BEL,Delantero,Milan,23,1999.0,27.75,17.25,1492.0,1.5,2.5,4.0,3.5,0.5,2.1,2.775,2019-2020,10000000.0
Alexis Sánchez,CHI,Centrocampista,Inter,32,1988.0,21.666666666666668,11.166666666666666,1062.6666666666667,4.333333333333333,4.0,8.333333333333334,2.0,0.1666666666666666,4.55,3.466666666666667,2017-2018,4000000.0
Aleš Matějů,CZE,Defensa,Venezia,25,1996.0,20.0,18.5,1637.5,0.0,1.0,1.0,6.5,0.5,0.35,1.0,2019-2020,900000.0
Alfa Semedo,GNB,Centrocampista,Espanyol,20,1997.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-2019,2000000.0
Alfon,ESP,Centrocampista,Celta Vigo,21,1999.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2020-2021,12000000.0
Alfonso Espino,URU,Defensa,Cádiz,30,1992.0,35.0,34.333333333333336,3017.333333333333,0.6666666666666666,3.0,3.6666666666666665,6.333333333333333,0.0,1.1333333333333333,2.7,2020-2021,3500000.0
Alfonso Pedraza,ESP,Centrocampista,Villarreal,26,1996.0,28.5,21.166666666666668,1885.1666666666667,2.0,2.833333333333333,4.833333333333333,4.333333333333333,0.0,2.0666666666666664,3.283333333333333,2017-2018,12000000.0
Alfred Duncan,GHA,Centrocampista,Fiorentina,29,1993.0,19.875,14.0,1223.625,1.125,1.875,3.0,3.0,0.125,0.8,1.3624999999999998,2017-2018,4000000.0
Alfred Gomis,SEN,PO,SPAL,24,1993.0,23.0,22.0,1992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,2000000.0
Alfred N'Diaye,SEN,Defensa,Villarreal,27,1990.0,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,600000.0
Alfredo Donnarumma,ITA,Delantero,Brescia,28,1990.0,31.0,20.0,1684.0,7.0,2.0,9.0,1.0,0.0,6.8,0.9,2019-2020,800000.0
Ali Adnan Kadhim,IRQ,Defensa,Atalanta,24,1993.0,13.0,10.0,920.0,0.0,0.5,0.5,2.0,0.0,0.35,0.9,2017-2018,200000.0
Alin Toșca,ROU,Defensa,Benevento,25,1992.0,9.5,9.0,796.5,0.0,0.0,0.0,0.5,0.0,0.15,0.05,2017-2018,850000.0
Alireza Jahanbakhsh,IRN,Delantero,Brighton,26,1993.0,16.666666666666668,7.0,619.6666666666666,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.0,0.9666666666666668,1.2666666666666666,2018-2019,4000000.0
Alisson,BRA,PO,Roma,29,1992.0,35.0,35.0,3138.833333333333,0.1666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.0166666666666666,0.1333333333333333,2018-2019,35000000.0
Allan,BRA,Centrocampista,Napoli,30,1991.0,29.2,24.8,2196.0,1.4,2.2,3.6,5.6,0.2,1.16,1.7600000000000002,2020-2021,5500000.0
Allan Nyom,CMR,Defensa,Getafe,33,1988.0,24.4,21.4,1801.4,0.6,0.8,1.4,7.6,0.8,0.4599999999999999,1.3,2017-2018,1000000.0
Allan Saint-Maximin,FRA,Centrocampista,Newcastle Utd,25,1997.0,27.75,21.25,1836.75,3.0,4.5,7.5,1.75,0.0,3.1750000000000003,3.975,2019-2020,24000000.0
Allan Tchaptchet,FRA,Defensa,Southampton,18,2001.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,600000.0
Alphonse Areola,FRA,PO,Real Madrid,29,1993.0,11.5,10.75,999.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2020-2021,10000000.0
Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,700000.0
Aly Abeid,MTN,Defensa,Levante,19,1997.0,1.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2017-2018,300000.0
Amad Diallo,CIV,Delantero,Atalanta,18,2002.0,2.333333333333333,0.6666666666666666,69.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2333333333333333,2020-2021,18000000.0
Amadou Diambo,GHA,Delantero,Benevento,19,2001.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,50000.0
Amadou Diawara,GUI,Centrocampista,Roma,24,1997.0,15.0,8.2,732.4,0.6,0.2,0.8,2.6,0.2,0.5,0.26,2017-2018,2200000.0
Amadou Onana,BEL,Centrocampista,Everton,20,2001.0,33.0,29.0,2488.0,1.0,2.0,3.0,9.0,0.0,3.0,2.6,2022-2023,50000000.0
Amath,SEN,Centrocampista,Mallorca,26,1996.0,21.2,14.0,1207.6,1.2,1.2,2.4,4.0,0.2,1.94,1.1800000000000002,2017-2018,1500000.0
Amato Ciciretti,ITA,Centrocampista,Parma,24,1993.0,9.0,5.0,473.0,1.0,0.5,1.5,0.0,0.0,0.8500000000000001,0.8,2017-2018,400000.0
Amer Gojak,BIH,Centrocampista,Torino,23,1997.0,15.0,6.0,475.0,1.0,1.0,2.0,1.0,0.0,0.8,0.3,2020-2021,1200000.0
Amin Younes,GER,Centrocampista,Napoli,25,1993.0,10.5,3.5,337.0,2.0,1.0,3.0,1.0,0.0,1.2,0.75,2018-2019,800000.0
Amir Rrahmani,KVX,Defensa,Napoli,28,1994.0,28.5,27.0,2424.25,1.75,0.5,2.25,3.5,0.0,2.4250000000000003,0.5,2019-2020,25000000.0
Anaitz Arbilla,ESP,Defensa,Eibar,33,1987.0,28.0,25.0,2294.5,1.0,1.0,2.0,6.75,0.25,1.05,0.675,2017-2018,400000.0
Ander Barrenetxea,ESP,Delantero,Real Sociedad,20,2001.0,18.2,7.2,714.6,1.8,0.4,2.2,2.4,0.0,1.36,0.94,2018-2019,15000000.0
Ander Capa,ESP,Defensa,Athletic Club,30,1992.0,21.5,16.666666666666668,1501.1666666666667,0.8333333333333334,1.0,1.8333333333333333,4.833333333333333,0.0,0.5,1.0833333333333333,2017-2018,1800000.0
Ander Guevara,ESP,Centrocampista,Real Sociedad,25,1997.0,14.2,10.0,839.6,0.2,0.2,0.4,2.6,0.0,0.14,0.4,2018-2019,2500000.0
Ander Herrera,ESP,Centrocampista,Athletic Club,32,1989.0,21.666666666666668,12.666666666666666,1122.6666666666667,0.6666666666666666,2.0,2.6666666666666665,4.333333333333333,0.3333333333333333,0.7333333333333334,1.366666666666667,2017-2018,2500000.0
Ander Martin,ESP,Delantero,Real Sociedad,21,2000.0,4.0,0.5,64.5,0.0,0.0,0.0,0.0,0.0,0.05,0.1,2021-2022,4000000.0
Andi Zeqiri,SUI,Delantero,Brighton,21,1999.0,9.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,2020-2021,4500000.0
Andoni Gorosabel,ESP,Defensa,Real Sociedad,25,1996.0,19.0,14.5,1270.6666666666667,0.0,0.8333333333333334,0.8333333333333334,2.0,0.0,0.3166666666666666,1.1833333333333331,2017-2018,4000000.0
Andoni López,ESP,Defensa,Athletic Club,21,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,300000.0
Andre Gray,JAM,Delantero,Watford,28,1991.0,27.666666666666668,12.0,1206.3333333333333,4.666666666666667,1.3333333333333333,6.0,1.3333333333333333,0.0,4.7,1.933333333333333,2017-2018,1800000.0
Andre-Frank Zambo Anguissa,CMR,Centrocampista,Napoli,26,1995.0,31.0,26.0,2332.6,1.0,1.8,2.8,4.4,0.2,2.14,1.42,2018-2019,40000000.0
Andrea Adorante,ITA,Delantero,Parma,20,2000.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,200000.0
Andrea Barberis,ITA,Centrocampista,Monza,28,1993.0,23.5,18.5,1683.5,1.0,1.0,2.0,0.5,0.0,0.8,1.75,2017-2018,800000.0
Andrea Beghetto,ITA,Defensa,Frosinone,23,1994.0,27.0,25.0,2226.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0,2018-2019,300000.0
Andrea Belotti,ITA,Delantero,Roma,28,1993.0,32.166666666666664,26.666666666666668,2399.1666666666665,10.333333333333334,3.333333333333333,13.666666666666666,2.6666666666666665,0.0,11.6,3.816666666666667,2017-2018,8000000.0
Andrea Bertolacci,ITA,Centrocampista,Sampdoria,28,1991.0,22.5,20.5,1714.5,0.5,0.0,0.5,5.0,0.5,0.5,0.8500000000000001,2017-2018,900000.0
Andrea Cambiaso,ITA,Defensa,Bologna,22,2000.0,29.0,23.0,1980.0,0.5,3.5,4.0,3.5,0.5,0.8,1.9,2021-2022,10000000.0
Andrea Carboni,ITA,Defensa,Monza,21,2001.0,14.0,10.75,958.75,0.0,0.25,0.25,3.25,0.5,0.3,0.325,2019-2020,4000000.0
Andrea Cistana,ITA,Defensa,Brescia,22,1997.0,21.0,21.0,1838.0,1.0,0.0,1.0,7.0,1.0,0.4,0.4,2019-2020,2200000.0
Andrea Colpani,ITA,Centrocampista,Monza,23,1999.0,27.0,10.0,948.0,4.0,1.0,5.0,1.0,0.0,2.1,1.9,2022-2023,9000000.0
Andrea Consigli,ITA,PO,Sassuolo,35,1987.0,35.5,35.5,3186.833333333333,0.0,0.0,0.0,1.3333333333333333,0.1666666666666666,0.0,0.15,2017-2018,1000000.0
Andrea Conti,ITA,Defensa,Sampdoria,28,1994.0,7.5,4.75,436.125,0.125,0.5,0.625,1.875,0.0,0.1125,0.4125,2017-2018,500000.0
Andrea Danzi,ITA,Centrocampista,Hellas Verona,21,1999.0,2.6666666666666665,1.6666666666666667,166.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2017-2018,450000.0
Andrea Favilli,ITA,Delantero,Genoa,24,1997.0,9.5,2.25,300.75,0.5,0.5,1.0,1.25,0.0,0.8,0.425,2018-2019,1000000.0
Andrea Ghezzi,ITA,Delantero,Brescia,18,2001.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2019-2020,200000.0
Andrea Ghion,ITA,Delantero,Sassuolo,19,2000.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2019-2020,550000.0
Andrea La Mantia,ITA,Delantero,Empoli,30,1991.0,15.0,4.5,520.5,2.0,0.0,2.0,0.5,0.0,2.85,0.4,2019-2020,800000.0
Andrea Masiello,ITA,Defensa,Genoa,35,1986.0,19.0,18.33333333333333,1581.3333333333333,0.6666666666666666,0.5,1.1666666666666667,4.0,0.0,0.85,0.3166666666666666,2017-2018,400000.0
Andrea Nalini,ITA,Delantero,Crotone,27,1990.0,23.0,19.0,1638.0,0.0,2.0,2.0,2.0,0.0,1.1,2.6,2017-2018,150000.0
Andrea Papetti,ITA,Defensa,Brescia,17,2002.0,11.0,10.0,917.0,1.0,0.0,1.0,5.0,0.0,0.1,0.0,2019-2020,1800000.0
Andrea Petagna,ITA,Delantero,Monza,27,1995.0,30.33333333333333,20.33333333333333,1815.6666666666667,7.166666666666667,2.6666666666666665,9.833333333333334,3.6666666666666665,0.0,7.166666666666668,3.083333333333333,2017-2018,7500000.0
Andrea Pinamonti,ITA,Delantero,Sassuolo,23,1999.0,22.666666666666668,16.333333333333332,1512.3333333333333,4.833333333333333,1.0,5.833333333333333,1.6666666666666667,0.1666666666666666,5.516666666666667,0.95,2017-2018,15000000.0
Andrea Poli,ITA,Centrocampista,Bologna,30,1989.0,27.0,20.25,1694.25,2.25,0.25,2.5,5.0,0.5,2.275,0.95,2017-2018,200000.0
Andrea Rispoli,ITA,Defensa,Crotone,31,1988.0,23.5,12.5,1280.5,0.0,0.0,0.0,5.0,0.0,0.8,0.95,2019-2020,250000.0
Andrea Schiavone,ITA,Centrocampista,Salernitana,28,1993.0,14.0,5.0,571.0,1.0,0.0,1.0,1.0,0.0,0.2,0.6,2021-2022,300000.0
Andrea Seculin,ITA,PO,Chievo,28,1990.0,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,200000.0
Andrea Tabanelli,ITA,Centrocampista,Lecce,29,1990.0,13.0,11.0,964.0,1.0,0.0,1.0,4.0,0.0,1.1,0.2,2019-2020,50000.0
Andreas Christensen,DEN,Defensa,Barcelona,26,1996.0,19.166666666666668,17.333333333333332,1513.5,0.1666666666666666,0.1666666666666666,0.3333333333333333,2.0,0.1666666666666666,0.5166666666666667,0.3333333333333333,2017-2018,40000000.0
Andreas Cornelius,DEN,Delantero,Parma,27,1993.0,26.0,15.333333333333334,1442.0,5.333333333333333,2.6666666666666665,8.0,1.6666666666666667,0.0,4.5,2.6,2017-2018,2500000.0
Andreas Pereira,BRA,Centrocampista,Lazio,26,1996.0,24.4,14.4,1279.2,1.6,3.0,4.6,5.6,0.2,2.28,2.7,2018-2019,18000000.0
Andreas Skov Olsen,DEN,Delantero,Bologna,21,1999.0,23.33333333333333,8.333333333333334,895.3333333333334,1.0,1.6666666666666667,2.6666666666666665,1.0,0.0,2.3666666666666667,1.0,2019-2020,18000000.0
Andrei Motoc,ROU,Defensa,Salernitana,19,2002.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,75000.0
Andreu Fontàs,ESP,Defensa,Celta Vigo,27,1989.0,12.0,9.0,885.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3,2017-2018,450000.0
Andrew Gravillon,GLP,Defensa,Torino,24,1998.0,4.5,2.5,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-2018,4300000.0
Andrew Hjulsager,DEN,Defensa,Celta Vigo,23,1995.0,8.5,1.0,186.5,0.0,1.5,1.5,0.5,0.0,0.05,0.85,2017-2018,2000000.0
Andrew Moran,IRL,Delantero,Brighton,18,2003.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,1200000.0
Andrew Omobamidele,IRL,Defensa,Norwich City,19,2002.0,5.0,4.0,382.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0,2021-2022,11000000.0
Andrew Robertson,SCO,Defensa,Liverpool,28,1994.0,32.5,31.33333333333333,2795.0,1.1666666666666667,8.833333333333334,10.0,3.0,0.1666666666666666,1.2,6.183333333333334,2017-2018,40000000.0
Andrey Galabinov,BUL,Delantero,Spezia,31,1988.0,16.0,8.0,779.5,3.0,1.0,4.0,1.0,0.0,3.35,0.65,2017-2018,300000.0
Andri Fannar Baldursson,ISL,Centrocampista,Bologna,18,2002.0,7.5,0.5,180.0,0.0,0.0,0.0,1.0,0.0,0.15,0.05,2019-2020,800000.0
Andrija Balić,CRO,Centrocampista,Udinese,20,1997.0,12.5,5.5,555.0,0.0,0.5,0.5,1.0,0.0,0.4,0.35,2017-2018,500000.0
Andriy Lunin,UKR,PO,Real Madrid,23,1999.0,4.666666666666667,4.333333333333333,391.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,5000000.0
Andriy Yarmolenko,UKR,Centrocampista,West Ham,31,1989.0,16.5,4.25,535.25,2.0,0.5,2.5,2.0,0.0,1.15,1.35,2018-2019,2000000.0
Andros Townsend,ENG,Delantero,Everton,30,1991.0,30.6,25.0,2227.2,2.6,3.8,6.4,1.4,0.0,2.5,3.960000000000001,2017-2018,1500000.0
André Ayew,GHA,Centrocampista,Nott'ham Forest,32,1989.0,14.333333333333334,6.666666666666667,720.3333333333334,1.0,1.3333333333333333,2.333333333333333,2.0,0.0,2.0666666666666664,0.5333333333333333,2017-2018,1200000.0
André Carrillo,PER,Delantero,Watford,26,1991.0,28.0,16.0,1540.0,1.0,2.0,3.0,2.0,0.0,2.3,2.8,2017-2018,2000000.0
André Gomes,POR,Centrocampista,Barcelona,28,1993.0,20.8,14.2,1252.4,0.2,0.8,1.0,4.0,0.0,0.72,0.6000000000000001,2018-2019,16000000.0
André Onana,CMR,PO,Inter,26,1996.0,24.0,24.0,2160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,2022-2023,40000000.0
André Silva,POR,Delantero,Milan,23,1995.0,17.333333333333332,11.0,1053.0,3.6666666666666665,0.3333333333333333,4.0,1.6666666666666667,0.0,4.766666666666667,1.7333333333333334,2018-2019,12000000.0
Andrés Fernández,ESP,PO,Huesca,33,1986.0,7.25,7.25,641.25,0.0,0.25,0.25,0.75,0.0,0.0,0.125,2017-2018,600000.0
Andrés Guardado,MEX,Centrocampista,Betis,35,1986.0,27.666666666666668,21.166666666666668,1788.1666666666667,0.6666666666666666,2.833333333333333,3.5,6.5,0.0,1.0666666666666669,2.166666666666667,2017-2018,1500000.0
Andrés Iniesta,ESP,Centrocampista,Barcelona,33,1984.0,30.0,25.0,1824.0,1.0,2.0,3.0,1.0,0.0,0.6,1.8,2017-2018,800000.0
Andrés Prieto,ESP,PO,Málaga,23,1993.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,200000.0
Andrés Solano,COL,Defensa,Atlético Madrid,20,1998.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,250000.0
Andrés Tello,COL,Defensa,Benevento,23,1996.0,17.0,2.0,413.0,1.0,0.0,1.0,3.0,0.0,0.3,0.0,2020-2021,500000.0
Andy Carroll,ENG,Delantero,Newcastle Utd,31,1989.0,16.25,4.5,559.0,1.0,1.0,2.0,2.5,0.5,1.5,0.6,2017-2018,300000.0
Andy King,WAL,Centrocampista,Swansea City,28,1988.0,11.0,7.0,626.0,1.5,0.5,2.0,1.0,0.0,0.75,0.15,2017-2018,200000.0
Angel Gomes,ENG,Centrocampista,Manchester Utd,18,2000.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2018-2019,18000000.0
Angeliño,ESP,Defensa,Manchester City,22,1997.0,6.0,4.0,423.0,0.0,0.0,0.0,1.0,0.0,0.2,1.5,2019-2020,11000000.0
Angelo Ndrecka,ALB,Defensa,Chievo,16,2001.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2018-2019,275000.0
Angelo Ogbonna,ITA,Defensa,West Ham,34,1988.0,23.666666666666668,22.5,2031.6666666666667,1.3333333333333333,0.1666666666666666,1.5,2.5,0.0,1.1,0.4166666666666667,2017-2018,900000.0
Angus Gunn,SCO,PO,Norwich City,25,1996.0,10.333333333333334,10.333333333333334,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,2500000.0
Ansu Fati,ESP,Delantero,Barcelona,19,2002.0,19.25,8.0,796.75,5.5,1.0,6.5,1.5,0.25,4.0,1.475,2019-2020,35000000.0
Ante Budimir,CRO,Delantero,Crotone,31,1991.0,29.2,22.0,1902.8,9.2,0.8,10.0,6.2,0.0,8.319999999999999,0.92,2019-2020,5000000.0
Ante Palaversa,CRO,Centrocampista,Getafe,20,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020-2021,500000.0
Ante Rebić,CRO,Delantero,Milan,28,1993.0,25.0,12.75,1260.5,6.75,2.75,9.5,3.75,0.25,4.65,3.850000000000001,2019-2020,5000000.0
Ante Ćorić,CRO,Centrocampista,Roma,21,1997.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,300000.0
Anthony Elanga,SWE,Delantero,Manchester Utd,20,2002.0,13.0,7.0,598.3333333333334,1.0,1.0,2.0,0.0,0.0,1.2333333333333334,1.1,2020-2021,18000000.0
Anthony Gordon,ENG,Centrocampista,Everton,21,2001.0,16.2,9.2,879.0,1.6,0.6,2.2,2.2,0.0,1.7600000000000002,1.14,2019-2020,45000000.0
Anthony Knockaert,FRA,Centrocampista,Brighton,26,1991.0,31.5,22.5,2129.0,2.5,3.5,6.0,4.0,1.0,3.1,3.4000000000000004,2017-2018,900000.0
Anthony Lozano,HON,Delantero,Cádiz,29,1993.0,24.4,12.8,1167.8,2.4,0.8,3.2,4.6,0.2,3.44,0.64,2017-2018,2000000.0
Anthony Martial,FRA,Delantero,Sevilla,26,1995.0,21.285714285714285,14.857142857142858,1283.857142857143,6.714285714285714,2.7142857142857144,9.428571428571429,0.7142857142857143,0.1428571428571428,5.485714285714286,2.271428571428572,2017-2018,15000000.0
Antoine Griezmann,FRA,Delantero,Atlético Madrid,31,1991.0,29.571428571428573,26.428571428571427,2241.0,10.571428571428571,6.857142857142857,17.428571428571427,3.2857142857142856,0.1428571428571428,9.142857142857142,5.942857142857143,2017-2018,25000000.0
Antoine Semenyo,GHA,Delantero,Bournemouth,22,2000.0,11.0,2.0,258.0,1.0,0.0,1.0,0.0,0.0,0.3,0.1,2022-2023,9000000.0
Antonee Robinson,USA,Defensa,Fulham,24,1997.0,31.5,29.5,2625.0,0.0,0.5,0.5,6.0,0.5,0.25,1.6,2020-2021,15000000.0
Antonino Barillà,ITA,Centrocampista,Parma,31,1988.0,28.5,25.0,2153.0,2.0,2.0,4.0,8.0,0.0,2.3,1.95,2018-2019,275000.0
Antonino Gallo,ITA,Defensa,Lecce,22,2000.0,32.0,28.0,2486.0,0.0,1.0,1.0,5.0,1.0,0.6,1.9,2022-2023,2500000.0
Antonino La Gumina,ITA,Delantero,Sampdoria,24,1996.0,12.0,6.0,539.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,1.7333333333333334,0.2666666666666666,2018-2019,1100000.0
Antonino Ragusa,ITA,Delantero,Sassuolo,27,1990.0,30.0,7.0,825.0,0.0,1.0,1.0,6.0,0.0,3.1,0.7,2017-2018,350000.0
Antonio Adán,ESP,PO,Atlético Madrid,32,1987.0,10.666666666666666,10.333333333333334,938.3333333333334,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.0,0.2333333333333333,2017-2018,1000000.0
Antonio Barreca,ITA,Defensa,Fiorentina,25,1995.0,7.75,3.75,413.25,0.0,0.25,0.25,0.0,0.25,0.075,0.1999999999999999,2018-2019,800000.0
Antonio Candreva,ITA,Delantero,Salernitana,35,1987.0,32.0,26.33333333333333,2230.333333333333,4.166666666666667,6.0,10.166666666666666,3.1666666666666665,0.3333333333333333,3.783333333333333,5.3500000000000005,2017-2018,1500000.0
Antonio Cioffi,ITA,Delantero,Napoli,17,2002.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,450000.0
Antonio Cortés,ESP,Delantero,Granada,19,2000.0,8.0,2.0,181.0,1.0,0.0,1.0,2.0,0.0,0.9,0.2,2019-2020,800000.0
Antonio Di Gaudio,ITA,Delantero,Parma,28,1989.0,12.0,9.0,699.0,0.0,1.0,1.0,0.0,0.0,1.4,0.3,2018-2019,175000.0
Antonio Luna,ESP,Defensa,Levante,27,1991.0,19.5,18.0,1639.5,0.0,2.0,2.0,4.5,0.0,0.2,1.95,2017-2018,400000.0
Antonio Mazzotta,ITA,Defensa,Crotone,30,1989.0,2.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-2021,150000.0
Antonio Mirante,ITA,PO,Milan,39,1983.0,12.6,12.4,1113.0,0.0,0.0,0.0,1.4,0.0,0.02,0.0,2017-2018,100000.0
Antonio Palumbo,ITA,Centrocampista,Sampdoria,23,1996.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,1600000.0
Antonio Puertas,ESP,Delantero,Granada,29,1992.0,34.666666666666664,24.666666666666668,2331.333333333333,5.333333333333333,3.0,8.333333333333334,5.666666666666667,0.0,4.433333333333334,2.266666666666667,2019-2020,3000000.0
Antonio Raillo,ESP,Defensa,Mallorca,30,1991.0,26.666666666666668,26.666666666666668,2357.0,1.6666666666666667,1.0,2.6666666666666665,9.333333333333334,0.6666666666666666,1.1,0.4666666666666667,2019-2020,2500000.0
Antonio Raimondo,ITA,Delantero,Bologna,18,2004.0,1.3333333333333333,0.3333333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,2020-2021,1400000.0
Antonio Rüdiger,GER,Defensa,Real Madrid,29,1993.0,27.666666666666668,26.0,2346.5,1.6666666666666667,0.1666666666666666,1.8333333333333333,4.0,0.0,1.75,0.4666666666666667,2017-2018,32000000.0
Antonio Sanabria,PAR,Delantero,Torino,26,1996.0,20.375,14.125,1245.375,5.625,1.0,6.625,2.125,0.0,5.5,0.975,2017-2018,10000000.0
Antonio Santurro,DOM,PO,Bologna,25,1992.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-2018,50000.0
Antonio Sivera,ESP,PO,Alavés,24,1996.0,2.4,2.2,190.0,0.0,0.0,0.0,0.4,0.0,0.0,0.02,2017-2018,1200000.0
Antonio Sánchez,ESP,Centrocampista,Mallorca,25,1997.0,30.5,15.0,1346.0,0.5,0.0,0.5,4.0,0.5,1.0,0.6000000000000001,2021-2022,2500000.0
Antonio Vacca,ITA,Centrocampista,Venezia,31,1990.0,21.0,15.0,1064.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3,2021-2022,400000.0
Antony,BRA,Delantero,Manchester Utd,22,2000.0,25.0,23.0,1802.0,4.0,2.0,6.0,5.0,0.0,6.6,2.9,2022-2023,50000000.0
Antonín Barák,CZE,Centrocampista,Fiorentina,27,1994.0,20.0,16.375,1441.75,3.625,1.375,5.0,2.375,0.125,3.1625,1.475,2017-2018,10000000.0
Antwoine Hackford,ENG,Defensa,Sheffield Utd,16,2004.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2020-2021,500000.0
Anuar,MAR,Centrocampista,Valladolid,27,1995.0,11.0,5.333333333333333,493.3333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,1.0,0.1666666666666666,2018-2019,800000.0
Anwar El Ghazi,NED,Delantero,Everton,26,1995.0,18.25,11.75,1015.75,3.75,1.25,5.0,1.75,0.0,3.925,1.225,2019-2020,3000000.0
Ardian Ismajli,ALB,Defensa,Empoli,25,1996.0,20.666666666666668,16.333333333333332,1554.3333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.5666666666666667,0.3333333333333333,2020-2021,3500000.0
Aridane Hernández,ESP,Defensa,Osasuna,33,1989.0,22.75,21.25,1897.0,0.75,0.25,1.0,3.25,0.25,0.6500000000000001,0.35,2019-2020,1000000.0
Ariday Cabrera,ESP,Centrocampista,Mallorca,30,1988.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2019-2020,100000.0
Aritz Arambarri,ESP,Defensa,Real Sociedad,22,1998.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,500000.0
