RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
523,Suso,es ESP,DL,Sevilla,26,1993,34,28,2210,24.6,3,4,7,3,0,0,2,0,2.1,2.1,4.5,6.6,69,170,196,0.12,0.16,0.29,0.12,0.29,0.09,0.18,0.27,0.09,0.27,Partidos
524,Tachi,es ESP,DF,Alavés,22,1997,12,8,850,9.4,0,0,0,0,0,0,5,1,0.4,0.4,0.2,0.5,0,18,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
525,Renato Tapia,pe PER,CC,Celta Vigo,25,1995,32,32,2701,30.0,0,1,1,0,0,0,11,0,1.0,1.0,1.0,2.0,26,120,10,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.07,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
526,Tomás Tavares,pt POR,"CC,DF",Alavés,19,2001,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
527,Álvaro Tejero,es ESP,DF,Eibar,24,1996,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,10,15,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.19,0.03,0.19,Partidos
528,Cristian Tello,es ESP,"DL,CC",Betis,28,1991,29,12,1283,14.3,5,3,8,5,0,0,2,1,2.7,2.7,2.3,5.0,51,42,98,0.35,0.21,0.56,0.35,0.56,0.19,0.16,0.35,0.19,0.35,Partidos
529,Marc-André ter Stegen,de GER,PO,Barcelona,28,1992,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
530,David Timor,es ESP,"CC,DF",Getafe,30,1989,30,15,1395,15.5,0,0,0,0,0,0,5,1,0.6,0.6,1.2,1.7,7,70,4,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Partidos
531,Toño,es ESP,"DF,DL",Levante,30,1989,12,9,726,8.1,0,2,2,0,0,0,2,0,0.0,0.0,0.5,0.5,15,28,39,0.00,0.25,0.25,0.00,0.25,0.01,0.06,0.07,0.01,0.07,Partidos
532,Lucas Torreira,uy URU,CC,Atlético Madrid,24,1996,19,3,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.5,0.6,6,27,4,0.17,0.00,0.17,0.17,0.17,0.02,0.09,0.11,0.02,0.11,Partidos
533,Óliver Torres,es ESP,"CC,DL",Sevilla,25,1994,33,15,1400,15.6,0,3,3,0,0,0,2,0,1.1,1.1,2.1,3.2,39,130,82,0.00,0.19,0.19,0.00,0.19,0.07,0.14,0.20,0.07,0.20,Partidos
534,Pau Torres,es ESP,DF,Villarreal,23,1997,33,33,2970,33.0,2,2,4,2,0,0,2,0,1.5,1.5,0.8,2.3,47,133,11,0.06,0.06,0.12,0.06,0.12,0.05,0.02,0.07,0.05,0.07,Partidos
535,Roberto Torres,es ESP,"CC,DL",Osasuna,31,1989,35,19,1894,21.0,7,1,8,3,4,5,0,0,5.9,2.5,1.6,4.1,27,79,95,0.33,0.05,0.38,0.14,0.19,0.28,0.08,0.35,0.12,0.20,Partidos
536,Lucas Torró,es ESP,CC,Osasuna,26,1994,25,17,1548,17.2,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,5,55,15,0.00,0.06,0.06,0.00,0.06,0.09,0.02,0.11,0.09,0.11,Partidos
537,Manu Trigueros,es ESP,CC,Villarreal,28,1991,35,30,2527,28.1,1,6,7,1,0,0,6,1,2.5,2.5,5.0,7.6,33,212,68,0.04,0.21,0.25,0.04,0.25,0.09,0.18,0.27,0.09,0.27,Partidos
538,Francisco Trincão,pt POR,"DL,CC",Barcelona,20,1999,28,3,706,7.8,3,2,5,3,0,0,1,0,2.6,2.6,0.4,3.0,22,28,92,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,Partidos
539,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,28,28,2475,27.5,0,6,6,0,0,0,0,0,0.1,0.1,3.6,3.8,43,169,196,0.00,0.22,0.22,0.00,0.22,0.00,0.13,0.14,0.00,0.14,Partidos
540,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,13,6,645,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,24,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidos
541,Enes Ünal,tr TUR,DL,Getafe,23,1997,28,15,1318,14.6,4,2,6,3,1,1,4,0,4.8,4.0,1.5,5.5,14,28,70,0.27,0.14,0.41,0.20,0.34,0.32,0.10,0.43,0.27,0.37,Partidos
542,Tomáš Vaclík,cz CZE,PO,Sevilla,31,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
543,Eugeni Valderrama,es ESP,"CC,DL",Huesca,26,1994,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Partidos
544,Jesús Vallejo,es ESP,DF,Granada,23,1997,21,15,1348,15.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,8,37,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
545,Manu Vallejo,es ESP,"DL,CC",Valencia,23,1997,30,9,950,10.6,5,0,5,5,0,0,2,0,4.2,4.2,0.8,4.9,22,25,60,0.47,0.00,0.47,0.47,0.47,0.40,0.07,0.47,0.40,0.47,Partidos
546,Federico Valverde,uy URU,CC,Real Madrid,22,1998,24,15,1330,14.8,3,1,4,3,0,0,0,0,2.3,2.3,3.1,5.4,41,96,54,0.20,0.07,0.27,0.20,0.27,0.15,0.21,0.36,0.15,0.36,Partidos
547,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,31,31,2715,30.2,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3.1,28,98,5,0.07,0.00,0.07,0.07,0.07,0.09,0.01,0.10,0.09,0.10,Partidos
548,Denis Vavro,sk SVK,DF,Huesca,24,1996,11,9,611,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,23,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
549,Franco Vázquez,ar ARG,"DL,CC",Sevilla,31,1989,15,1,164,1.8,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0,13,13,0.55,0.00,0.55,0.55,0.55,0.09,0.05,0.15,0.09,0.15,Partidos
550,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,8,5,562,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3,12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
551,Lucas Vázquez,es ESP,"DF,DL",Real Madrid,29,1991,24,21,1848,20.5,2,5,7,2,0,0,3,0,1.8,1.8,4.1,5.9,51,97,201,0.10,0.24,0.34,0.10,0.34,0.09,0.20,0.29,0.09,0.29,Partidos
552,Koke Vegas,es ESP,PO,Levante,24,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
553,Gabriel Veiga,es ESP,"CC,DF",Celta Vigo,18,2002,6,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidos
554,Unai Vencedor Paris,es ESP,CC,Athletic Club,19,2000,28,19,1701,18.9,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.6,7,122,9,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidos
555,Gonzalo Verdú,es ESP,DF,Elche,31,1988,33,33,2944,32.7,0,2,2,0,0,0,11,0,1.6,1.6,2.0,3.6,10,63,1,0.00,0.06,0.06,0.00,0.06,0.05,0.06,0.11,0.05,0.11,Partidos
556,Mikel Vesga,es ESP,CC,Athletic Club,27,1993,30,20,1722,19.1,0,1,1,0,0,0,7,0,1.6,1.6,1.1,2.6,14,95,15,0.00,0.05,0.05,0.00,0.05,0.08,0.06,0.14,0.08,0.14,Partidos
557,Rúben Vezo,pt POR,DF,Levante,26,1994,32,25,2316,25.7,1,0,1,1,0,0,7,0,0.3,0.3,0.2,0.5,25,111,6,0.04,0.00,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Partidos
558,Iñigo Vicente,es ESP,"DL,CC",Athletic Club,22,1998,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,10,8,0.00,0.00,0.00,0.00,0.00,0.05,0.38,0.43,0.05,0.43,Partidos
559,Fede Vico,es ESP,"CC,DL",Granada,26,1994,20,9,767,8.5,0,0,0,0,0,0,1,0,0.7,0.7,1.0,1.8,28,29,46,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Partidos
560,Aleix Vidal,es ESP,DF,Sevilla,30,1989,12,5,595,6.6,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.7,14,45,74,0.00,0.15,0.15,0.00,0.15,0.00,0.11,0.11,0.00,0.11,Partidos
561,Nacho Vidal,es ESP,DF,Osasuna,25,1995,34,25,2348,26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18,87,58,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Partidos
562,Toni Villa,es ESP,"CC,DL",Valladolid,25,1995,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0.00,0.19,0.19,0.19,0.07,0.10,0.18,0.07,0.18,Partidos
563,Asier Villalibre,es ESP,DL,Athletic Club,22,1997,35,16,1589,17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25,24,107,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,Partidos
564,Iván Villar,es ESP,PO,Celta Vigo,23,1997,21,19,1781,19.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
565,Vitolo,es ESP,"CC,DL",Atlético Madrid,30,1989,10,3,298,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,7,17,33,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,Partidos
566,Šime Vrsaljko,hr CRO,"DL,DF",Atlético Madrid,28,1992,9,6,519,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,13,24,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
567,Nikola Vukčević,me MNE,CC,Levante,28,1991,13,11,810,9.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1,17,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidos
568,Daniel Wass,dk DEN,"CC,DF",Valencia,31,1989,35,35,2979,33.1,4,1,5,3,1,1,8,0,2.9,2.1,2.3,4.4,37,122,89,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13,Partidos
569,Shon Weissman,il ISR,DL,Valladolid,24,1996,32,24,2133,23.7,6,1,7,6,0,0,3,0,5.6,5.6,2.6,8.3,17,22,73,0.25,0.04,0.30,0.25,0.30,0.24,0.11,0.35,0.24,0.35,Partidos
570,Iñaki Williams,gh GHA,DL,Athletic Club,26,1994,38,27,2387,26.5,6,6,12,5,1,1,1,0,6.2,5.4,5.1,10.5,73,34,233,0.23,0.23,0.45,0.19,0.41,0.23,0.19,0.43,0.20,0.40,Partidos
571,Nico Williams,es ESP,CC,Athletic Club,18,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
572,Jawad El Yamiq,ma MAR,DF,Valladolid,28,1992,19,15,1379,15.3,0,1,1,0,0,0,6,0,0.6,0.6,0.1,0.7,6,41,3,0.00,0.07,0.07,0.00,0.07,0.04,0.00,0.05,0.04,0.05,Partidos
573,Rubén Yáñez,es ESP,PO,Getafe,26,1993,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
574,Yoel,es ESP,PO,Eibar,31,1988,4,3,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
575,Okay Yokuşlu,tr TUR,CC,Celta Vigo,26,1994,12,3,462,5.1,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,7,14,6,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
576,Joseba Zaldúa,es ESP,DF,Real Sociedad,28,1992,12,6,639,7.1,0,0,0,0,0,0,3,0,0.1,0.1,1.0,1.1,12,13,44,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16,Partidos
577,Oier Zarraga,es ESP,CC,Athletic Club,21,1999,5,1,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,5,5,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Partidos
578,Igor Zubeldia,es ESP,DF,Real Sociedad,23,1997,24,21,1959,21.8,1,1,2,1,0,0,5,0,1.3,1.3,0.6,1.9,17,75,3,0.05,0.05,0.09,0.05,0.09,0.06,0.03,0.09,0.06,0.09,Partidos
579,Martín Zubimendi,es ESP,CC,Real Sociedad,21,1999,31,17,1882,20.9,0,0,0,0,0,0,6,0,0.7,0.7,0.6,1.3,25,117,11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Partidos
580,Martin Ødegaard,no NOR,CC,Real Madrid,21,1998,7,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,20,18,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Partidos
581,Blanco,,CC,Real Madrid,20,2000,4,2,220,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidos
582,Hugo Guillamón,,"DF,CC",Valencia,20,2000,25,21,1988,22.1,1,0,1,1,0,0,8,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,Partidos
