RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
316,Javi López,es ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,13,18,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Partidos
317,Unai López,es ESP,CC,Rayo Vallecano,25,1995,27,13,1160,12.9,0,0,0,0,0,0,5,0,1.1,1.1,1.4,2.6,16,68,36,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Partidos
318,Anthony Lozano,hn HON,"DL,CC",Cádiz,28,1993,31,21,1672,18.6,7,2,9,7,0,0,8,0,5.1,5.0,0.9,5.9,43,25,84,0.38,0.11,0.48,0.38,0.48,0.27,0.05,0.32,0.27,0.32,Partidos
319,Florentino Luís,pt POR,CC,Getafe,21,1999,22,9,992,11.0,0,1,1,0,0,0,2,0,0.1,0.1,0.3,0.4,3,33,11,0.00,0.09,0.09,0.00,0.09,0.01,0.03,0.03,0.01,0.03,Partidos
320,José Luis Gayà,es ESP,DF,Valencia,26,1995,24,22,1871,20.8,2,4,6,2,0,0,8,2,1.2,1.2,2.6,3.8,36,67,92,0.10,0.19,0.29,0.10,0.29,0.06,0.12,0.18,0.06,0.18,Partidos
321,José Luis Morales,es ESP,"DL,CC",Levante,34,1987,35,31,2719,30.2,13,7,20,10,3,5,7,0,14.3,10.4,5.2,15.6,100,97,241,0.43,0.23,0.66,0.33,0.56,0.47,0.17,0.65,0.34,0.52,Partidos
322,Luismi,es ESP,"DL,CC",Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
323,Andriy Lunin,ua UKR,PO,Real Madrid,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
324,Darwin Machís,ve VEN,"CC,DL",Granada,28,1993,25,16,1376,15.3,4,2,6,4,0,0,2,0,1.8,1.8,2.3,4.1,51,35,97,0.26,0.13,0.39,0.26,0.39,0.12,0.15,0.27,0.12,0.27,Partidos
325,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,35,35,2945,32.7,1,4,5,1,0,0,10,0,1.7,1.7,2.1,3.8,72,53,108,0.03,0.12,0.15,0.03,0.15,0.05,0.06,0.12,0.05,0.12,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
326,Nemanja Maksimović,rs SRB,CC,Getafe,26,1995,35,34,2936,32.6,1,2,3,1,0,0,5,0,2.6,2.6,0.8,3.4,28,51,44,0.03,0.06,0.09,0.03,0.09,0.08,0.03,0.10,0.08,0.10,Partidos
327,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,21,21,1826,20.3,1,1,2,1,0,0,5,2,0.9,0.9,2.7,3.6,38,90,136,0.05,0.05,0.10,0.05,0.10,0.04,0.14,0.18,0.04,0.18,Partidos
328,Mickael Malsa,mq MTQ,CC,Levante,25,1995,26,11,1143,12.7,1,2,3,1,0,0,7,0,1.1,1.1,1.7,2.8,7,53,11,0.08,0.16,0.24,0.08,0.24,0.09,0.13,0.22,0.09,0.22,Partidos
329,Giorgi Mamardashvili,ge GEO,PO,Valencia,20,2000,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
330,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,17,15,1298,14.4,0,0,0,0,0,0,5,0,0.5,0.5,0.1,0.5,15,43,25,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidos
331,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,17,14,1375,15.3,1,0,1,1,0,0,3,0,2.3,2.3,0.1,2.3,7,54,2,0.07,0.00,0.07,0.07,0.07,0.15,0.00,0.15,0.15,0.15,Partidos
332,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,16,11,1044,11.6,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,5,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
333,Marcelo,br BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,2,0,0,0,0,0,0.2,0.2,0.7,0.9,17,47,47,0.00,0.34,0.34,0.00,0.34,0.04,0.11,0.15,0.04,0.15,Partidos
334,Iván Marcone,ar ARG,CC,Elche,31,1990,20,10,809,9.0,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,1,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
335,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,22,19,1679,18.7,1,2,3,1,0,0,5,0,0.3,0.3,2.1,2.4,42,92,91,0.05,0.11,0.16,0.05,0.16,0.01,0.12,0.13,0.01,0.13,Partidos
336,José Mari,es ESP,CC,Cádiz,33,1987,11,4,386,4.3,0,0,0,0,0,0,3,1,0.3,0.3,0.0,0.4,8,25,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
337,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,24,24,2042,22.7,1,1,2,1,0,0,7,0,1.7,1.7,0.9,2.6,5,44,2,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11,Partidos
338,Mariano,do DOM,DL,Real Madrid,27,1993,9,3,342,3.8,1,1,2,1,0,0,2,0,1.8,1.8,0.8,2.6,10,5,19,0.26,0.26,0.53,0.26,0.53,0.47,0.21,0.68,0.47,0.68,Partidos
339,Mika Màrmol,es ESP,DF,Barcelona,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
340,Roger Martí,es ESP,DL,Levante,30,1991,29,25,2115,23.5,7,3,10,6,1,3,8,0,8.4,6.1,3.2,9.3,24,50,133,0.30,0.13,0.43,0.26,0.38,0.36,0.14,0.49,0.26,0.39,Partidos
341,Anthony Martial,fr FRA,"DL,CC",Sevilla,25,1995,9,7,490,5.4,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,14,11,43,0.00,0.18,0.18,0.00,0.18,0.07,0.02,0.09,0.07,0.09,Partidos
342,Martín,es ESP,CC,Cádiz,22,1999,6,1,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Partidos
343,Ander Martin,es ESP,"DL,CC",Real Sociedad,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,7,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Partidos
344,Andrés Martín,es ESP,"DL,CC",Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,4,5,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Partidos
345,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
346,Iván Martín,es ESP,"CC,DL",Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidos
347,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,3,0,0,9,2,2.0,2.0,0.5,2.5,29,78,8,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.09,0.08,0.09,Partidos
348,Javi Martínez,es ESP,"CC,DL",Osasuna,21,1999,26,9,879,9.8,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,24,28,38,0.10,0.10,0.20,0.10,0.20,0.08,0.06,0.15,0.08,0.15,Partidos
349,Pablo Martínez,es ESP,CC,Levante,23,1998,13,7,656,7.3,0,1,1,0,0,0,2,0,0.5,0.5,0.9,1.4,8,20,18,0.00,0.14,0.14,0.00,0.14,0.06,0.12,0.19,0.06,0.19,Partidos
350,Omar Mascarell,es ESP,CC,Elche,28,1993,32,30,2493,27.7,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.6,12,92,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
351,Jaime Mata,es ESP,DL,Getafe,32,1988,22,4,672,7.5,1,0,1,1,0,0,7,0,1.3,1.3,0.6,1.9,6,11,61,0.13,0.00,0.13,0.13,0.13,0.17,0.08,0.26,0.17,0.26,Partidos
352,Luís Maximiano,pt POR,PO,Granada,22,1999,35,35,3136,34.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
353,Borja Mayoral,es ESP,DL,Getafe,24,1997,18,11,1044,11.6,6,1,7,5,1,1,3,0,2.6,1.8,1.2,3.0,21,24,55,0.52,0.09,0.60,0.43,0.52,0.22,0.10,0.33,0.16,0.26,Partidos
354,Jordi Mboula,es ESP,DL,Mallorca,22,1999,11,5,434,4.8,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.5,13,3,30,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.11,0.10,0.11,Partidos
355,Óscar Melendo,es ESP,"CC,DL",Espanyol,23,1997,21,14,990,11.0,0,0,0,0,0,0,0,0,0.5,0.5,1.7,2.1,18,66,26,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.19,0.04,0.19,Partidos
356,Gonzalo Melero,es ESP,CC,Levante,27,1994,29,20,1692,18.8,7,2,9,5,2,2,5,0,4.2,2.6,1.0,3.7,19,84,39,0.37,0.11,0.48,0.27,0.37,0.22,0.05,0.28,0.14,0.19,Partidos
357,Memphis,nl NED,DL,Barcelona,27,1994,28,20,1851,20.6,12,2,14,8,4,5,3,0,11.2,7.3,4.4,11.7,83,72,239,0.58,0.10,0.68,0.39,0.49,0.54,0.21,0.76,0.35,0.57,Partidos
358,Tomás Mendes,es ESP,CC,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
359,Brais Méndez,es ESP,CC,Celta Vigo,24,1997,37,36,3021,33.6,4,5,9,4,0,0,8,0,4.6,4.6,3.3,7.9,57,195,161,0.12,0.15,0.27,0.12,0.27,0.14,0.10,0.24,0.14,0.24,Partidos
360,Édgar Méndez,es ESP,"DL,CC",Alavés,31,1990,32,17,1614,17.9,1,1,2,1,0,0,6,0,1.5,1.5,2.5,4.0,18,31,112,0.06,0.06,0.11,0.06,0.11,0.08,0.14,0.22,0.08,0.22,Partidos
361,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,3,2,0,0,4,0,1.0,1.0,1.4,2.5,71,99,116,0.10,0.05,0.16,0.10,0.16,0.05,0.08,0.13,0.05,0.13,Partidos
362,Fran Mérida,es ESP,CC,Espanyol,31,1990,10,3,266,3.0,0,0,0,0,0,0,2,1,0.1,0.1,0.2,0.3,4,18,4,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Partidos
363,Mikel Merino,es ESP,CC,Real Sociedad,25,1996,34,33,2890,32.1,3,2,5,3,0,0,8,0,4.1,4.1,3.6,7.6,30,204,92,0.09,0.06,0.16,0.09,0.16,0.13,0.11,0.24,0.13,0.24,Partidos
364,Martín Merquelanz,es ESP,"DL,CC",Rayo Vallecano,26,1995,4,3,173,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,5,9,9,0.00,0.00,0.00,0.00,0.00,0.09,0.47,0.56,0.09,0.56,Partidos
365,Matt Miazga,us USA,DF,Alavés,26,1995,11,9,833,9.3,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.6,0,10,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
366,Miguel,es ESP,"DL,CC",Alavés,21,1999,22,10,829,9.2,1,1,2,1,0,0,2,0,1.9,1.9,0.3,2.2,17,6,62,0.11,0.11,0.22,0.11,0.22,0.21,0.03,0.24,0.21,0.24,Partidos
367,Éder Militão,br BRA,DF,Real Madrid,23,1998,34,34,3031,33.7,1,2,3,1,0,0,5,0,2.5,2.5,1.1,3.5,22,102,15,0.03,0.06,0.09,0.03,0.09,0.07,0.03,0.11,0.07,0.11,Partidos
368,Luis Milla,es ESP,CC,Granada,26,1994,34,33,2773,30.8,3,3,6,0,3,3,4,0,3.7,1.3,3.5,4.8,52,167,45,0.10,0.10,0.19,0.00,0.10,0.12,0.11,0.23,0.04,0.15,Partidos
369,Pere Milla,es ESP,"CC,DL",Elche,28,1992,32,17,1644,18.3,8,3,11,8,0,0,4,0,4.9,4.9,1.7,6.6,17,39,75,0.44,0.16,0.60,0.44,0.60,0.27,0.09,0.36,0.27,0.36,Partidos
370,Santi Mina,es ESP,DL,Celta Vigo,25,1995,33,30,2367,26.3,7,3,10,7,0,1,4,0,8.5,7.7,2.6,10.3,23,36,135,0.27,0.11,0.38,0.27,0.38,0.32,0.10,0.42,0.29,0.39,Partidos
371,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,13,43,40,0.00,0.10,0.10,0.00,0.10,0.03,0.09,0.12,0.03,0.12,Partidos
372,Rafa Mir,es ESP,DL,Sevilla,24,1997,34,18,1808,20.1,10,0,10,10,0,0,6,0,7.5,7.5,0.3,7.8,18,16,76,0.50,0.00,0.50,0.50,0.50,0.37,0.02,0.39,0.37,0.39,Partidos
373,Jorge Miramón,es ESP,DF,Levante,32,1989,29,22,1977,22.0,1,0,1,1,0,0,5,0,0.4,0.4,1.5,1.8,30,85,86,0.05,0.00,0.05,0.05,0.05,0.02,0.07,0.08,0.02,0.08,Partidos
374,Juan Miranda,es ESP,DF,Betis,21,2000,13,9,783,8.7,0,2,2,0,0,0,3,0,0.2,0.2,1.4,1.6,7,33,51,0.00,0.23,0.23,0.00,0.23,0.02,0.16,0.18,0.02,0.18,Partidos
375,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,32,31,2667,29.6,0,0,0,0,0,0,8,1,0.2,0.2,0.0,0.2,2,29,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
376,Luka Modrić,hr CRO,CC,Real Madrid,35,1985,28,25,2032,22.6,2,8,10,1,1,1,4,0,2.5,1.7,5.2,6.8,67,221,87,0.09,0.35,0.44,0.04,0.40,0.11,0.23,0.34,0.07,0.30,Partidos
377,Johan Mojica,co COL,DF,Elche,28,1992,33,32,2855,31.7,2,5,7,2,0,0,4,1,0.8,0.8,5.3,6.2,108,128,157,0.06,0.16,0.22,0.06,0.22,0.03,0.17,0.19,0.03,0.19,Partidos
378,Jorge Molina,es ESP,DL,Granada,39,1982,35,19,1966,21.8,10,5,15,10,0,1,2,0,6.4,5.6,3.4,9.0,11,51,105,0.46,0.23,0.69,0.46,0.69,0.29,0.16,0.45,0.26,0.41,Partidos
379,Jon Moncayola,es ESP,CC,Osasuna,23,1998,36,33,2915,32.4,2,3,5,2,0,0,2,0,2.3,2.3,1.7,3.9,19,131,66,0.06,0.09,0.15,0.06,0.15,0.07,0.05,0.12,0.07,0.12,Partidos
380,Monchu,es ESP,CC,Granada,21,1999,14,7,668,7.4,0,0,0,0,0,0,3,1,0.4,0.4,0.8,1.2,8,33,12,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17,Partidos
381,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,18,15,1066,11.8,1,2,3,1,0,0,7,0,0.3,0.3,1.9,2.2,29,43,78,0.08,0.17,0.25,0.08,0.25,0.02,0.16,0.18,0.02,0.18,Partidos
382,Ángel Montoro,es ESP,CC,Granada,33,1988,24,13,1331,14.8,1,1,2,1,0,0,5,0,1.4,1.4,1.5,3.0,4,71,20,0.07,0.07,0.14,0.07,0.14,0.10,0.10,0.20,0.10,0.20,Partidos
383,Martín Montoya,es ESP,DF,Betis,30,1991,6,6,518,5.8,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.2,9,31,33,0.00,0.17,0.17,0.00,0.17,0.05,0.17,0.22,0.05,0.22,Partidos
384,Jon Morcillo,es ESP,"CC,DL",Athletic Club,22,1998,7,0,54,0.6,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,3,3,7,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.99,0.99,Partidos
385,Alberto Moreno,es ESP,"CC,DF",Villarreal,29,1992,24,13,1223,13.6,3,2,5,3,0,0,3,0,3.1,3.1,1.9,5.0,34,53,87,0.22,0.15,0.37,0.22,0.37,0.23,0.14,0.37,0.23,0.37,Partidos
386,Álex Moreno,es ESP,DF,Betis,28,1993,30,28,2404,26.7,5,3,8,5,0,0,3,1,3.8,3.8,1.9,5.7,93,97,175,0.19,0.11,0.30,0.19,0.30,0.14,0.07,0.21,0.14,0.21,Partidos
387,Gerard Moreno,es ESP,DL,Villarreal,29,1992,17,14,1191,13.2,9,3,12,8,1,2,2,0,7.4,5.8,4.9,10.7,29,67,95,0.68,0.23,0.91,0.60,0.83,0.56,0.37,0.93,0.44,0.81,Partidos
388,Tete Morente,es ESP,CC,Elche,24,1996,32,18,1632,18.1,3,3,6,3,0,0,4,0,3.0,3.0,1.8,4.8,59,50,135,0.17,0.17,0.33,0.17,0.33,0.16,0.10,0.26,0.16,0.26,Partidos
389,Ilaix Moriba,gn GUI,CC,Valencia,18,2003,14,9,818,9.1,0,0,0,0,0,0,9,1,0.7,0.7,0.2,0.8,9,34,13,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Partidos
390,Manu Morlanes,es ESP,CC,Espanyol,22,1999,27,11,1144,12.7,2,0,2,2,0,0,6,1,0.7,0.7,0.3,1.0,21,81,6,0.16,0.00,0.16,0.16,0.16,0.05,0.02,0.07,0.05,0.07,Partidos
391,Loren Morón,es ESP,"DL,CC",Espanyol,27,1993,21,4,563,6.3,1,0,1,1,0,0,0,0,0.7,0.7,0.7,1.4,5,5,19,0.16,0.00,0.16,0.16,0.16,0.11,0.12,0.23,0.11,0.23,Partidos
392,Loren Morón,es ESP,DL,Betis,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
393,Cristhian Mosquera,co COL,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,7,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Partidos
394,Toni Moya,es ESP,CC,Alavés,23,1998,28,17,1386,15.4,0,1,1,0,0,0,2,0,1.3,1.3,1.8,3.1,19,43,17,0.00,0.06,0.06,0.00,0.06,0.08,0.12,0.20,0.08,0.20,Partidos
395,Iker Muniain,es ESP,CC,Athletic Club,28,1992,35,34,2785,30.9,4,10,14,3,1,3,3,0,5.8,3.4,9.5,12.8,81,218,161,0.13,0.32,0.45,0.10,0.42,0.19,0.31,0.49,0.11,0.41,Partidos
396,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,0,4,1,0.1,0.1,0.4,0.5,32,51,55,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.03,Partidos
397,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,0,5,1,0.5,0.5,0.0,0.5,9,46,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
398,Vedat Muriqi,xk KVX,DL,Mallorca,27,1994,16,16,1438,16.0,5,3,8,3,2,2,6,0,5.3,3.7,1.4,5.1,19,33,84,0.31,0.19,0.50,0.19,0.38,0.33,0.09,0.42,0.23,0.32,Partidos
399,Yunus Musah,us USA,"CC,DL",Valencia,18,2002,29,13,1259,14.0,1,0,1,1,0,0,5,0,0.5,0.5,1.2,1.7,59,44,78,0.07,0.00,0.07,0.07,0.07,0.04,0.08,0.12,0.04,0.12,Partidos
400,Shkodran Mustafi,de GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,4,18,0,0.14,0.00,0.14,0.14,0.14,0.02,0.00,0.02,0.02,0.02,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
401,Mamadou N'Diaye,,CC,Alavés,24,1996,32,26,2312,25.7,2,0,2,2,0,0,10,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,Partidos
402,Nacho,es ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,3,0,0,7,0,1.3,1.3,0.3,1.7,15,59,10,0.17,0.00,0.17,0.17,0.17,0.08,0.02,0.10,0.08,0.10,Partidos
403,Roberto Navarro,es ESP,"CC,DL",Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,9,15,0.00,0.00,0.00,0.00,0.00,0.22,0.02,0.24,0.22,0.24,Partidos
404,Ximo Navarro,es ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,0,4,1,0.6,0.6,0.4,1.0,21,35,24,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Partidos
405,Jesús Navas,es ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,3,0,0,0,4,0,0.4,0.4,4.6,5.0,58,117,181,0.00,0.15,0.15,0.00,0.15,0.02,0.23,0.25,0.02,0.25,Partidos
406,Álvaro Negredo,es ESP,DL,Cádiz,35,1985,34,24,2157,24.0,7,2,9,5,2,3,3,0,7.3,4.9,2.7,7.6,20,50,104,0.29,0.08,0.38,0.21,0.29,0.30,0.11,0.42,0.21,0.32,Partidos
407,Neto,br BRA,PO,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidos
408,Carlos Neva,es ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,0,1,0,1.0,1.0,1.2,2.2,27,37,89,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Partidos
409,Saúl Ñíguez,es ESP,"DL,CC",Atlético Madrid,26,1994,3,2,201,2.2,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,4,5,10,0.00,0.45,0.45,0.00,0.45,0.14,0.05,0.19,0.14,0.19,Partidos
410,Fernando Niño,es ESP,DL,Mallorca,20,2000,23,9,884,9.8,2,0,2,2,0,0,2,0,3.8,3.8,0.4,4.2,18,8,47,0.20,0.00,0.20,0.20,0.20,0.39,0.04,0.43,0.39,0.43,Partidos
411,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
412,Nolito,es ESP,CC,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,2,0,0,2,0,2.9,2.9,1.9,4.8,10,73,66,0.13,0.00,0.13,0.13,0.13,0.19,0.12,0.31,0.19,0.31,Partidos
413,Randy Ntekja,fr FRA,"DL,CC",Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,3,0,0,2,0,3.4,3.4,1.4,4.7,21,31,84,0.18,0.00,0.18,0.18,0.18,0.21,0.08,0.29,0.21,0.29,Partidos
414,Unai Núñez,es ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,0,2,0,0.8,0.8,0.2,1.0,8,33,3,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.15,0.12,0.15,Partidos
415,Allan Nyom,cm CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidos
416,Jan Oblak,si SVN,PO,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
417,Lucas Ocampos,ar ARG,DL,Sevilla,27,1994,30,23,2125,23.6,6,4,10,6,0,0,7,0,5.9,5.9,1.9,7.8,68,80,230,0.25,0.17,0.42,0.25,0.42,0.25,0.08,0.33,0.25,0.33,Partidos
418,Lucas Olaza,uy URU,DF,Elche,27,1994,5,3,295,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,2,16,22,0.31,0.00,0.31,0.31,0.31,0.22,0.09,0.32,0.22,0.32,Partidos
419,Oier Olazábal,es ESP,PO,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
420,Brian Oliván,es ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,1,0,1,7,0,1.8,1.0,2.2,3.2,31,65,91,0.04,0.00,0.04,0.04,0.04,0.07,0.09,0.16,0.04,0.13,Partidos
421,Mathías Olivera,uy URU,DF,Getafe,23,1997,32,32,2803,31.1,1,3,4,1,0,0,10,0,2.4,2.0,2.4,4.4,73,101,95,0.03,0.10,0.13,0.03,0.13,0.08,0.08,0.16,0.06,0.14,Partidos
